 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	117	96.750	97.350	-0.110	0.194	0.018	0.371	0.600	0.218	0.364	54.067
2	121	108.600	109.200	0.032	0.133	0.125	0.193	0.600	0.111	0.185	33.283
3	172	112.500	113.400	-0.014	0.006	0.131	0.004	0.900	0.146	0.162	-0.486
4	218	91.350	92.250	-0.245	0.370	-0.475	0.495	0.900	0.262	0.291	151.440
5	255	117.600	118.050	-0.042	0.167	0.150	0.093	0.450	0.206	0.457	-21.036
6	284	137.550	138.450	0.160	0.061	0.418	2.009E-4	0.900	0.265	0.294	-13.366
7	301	109.950	110.400	-0.050	0.087	0.013	0.045	0.450	0.075	0.167	-33.994
8	301	117.300	118.350	0.006	0.140	0.130	-0.022	1.050	0.203	0.194	-52.726
9	351	115.800	116.400	0.034	0.182	0.110	0.136	0.600	0.090	0.149	-31.039
10	467	97.800	98.400	-0.072	0.110	0.019	0.053	0.600	0.108	0.179	-32.009
11	473	119.400	120.150	-0.083	0.197	0.122	0.005	0.750	0.281	0.374	-43.182
12	476	128.850	129.750	0.048	0.245	-0.178	-0.029	0.900	0.355	0.395	-129.394
13	495	151.050	151.800	-0.106	-0.035	0.179	0.150	0.750	0.340	0.453	32.998
14	520	101.850	102.300	0.075	0.066	-0.302	-0.072	0.450	0.402	0.893	-159.952
15	569	115.350	116.100	-0.053	0.110	0.099	0.238	0.750	0.199	0.265	40.034
16	575	107.250	108	-0.091	0.011	0.077	0.133	0.750	0.207	0.276	35.849
17	621	114.450	115.350	0.016	0.155	-0.184	0.153	0.900	0.200	0.222	-179.484
18	625	95.100	95.850	0.006	0.135	-0.200	-0.108	0.750	0.319	0.425	-130.384
19	638	112.200	113.100	0.069	0.001	0.179	0.117	0.900	0.160	0.177	46.235
20	676	120.750	121.500	0.030	-0.053	-0.082	0.055	0.750	0.156	0.207	136.040
21	710	123	123.900	-0.104	0.032	0.019	-0.183	0.900	0.248	0.275	-60.187
22	777	126.900	127.950	0.024	0.045	-0.349	0.098	1.050	0.377	0.359	171.956
23	791	105.600	106.500	-0.085	-0.035	0.165	0.020	0.900	0.256	0.284	12.483
24	845	135.450	136.200	-0.001	0.151	0.142	0.037	0.750	0.183	0.244	-38.422
25	932	106.950	107.550	-0.141	0.029	0.019	0.182	0.600	0.221	0.368	43.621
26	944	105	105.450	-0.160	0.019	-0.446	0.470	0.450	0.534	1.187	122.421
27	951	104.850	106.350	-0.114	0.058	0.034	0.232	1.500	0.228	0.152	49.741
28	971	106.050	107.100	0.019	0.007	0.155	0.091	1.050	0.160	0.152	31.748
29	1069	99.600	100.350	-0.117	0.182	0.123	0.168	0.750	0.240	0.321	-3.233
30	1114	115.950	116.850	-0.093	0.023	-0.008	0.096	0.900	0.112	0.124	40.535
31	1190	111.300	112.200	-0.202	0.176	-0.488	0.050	0.900	0.313	0.347	-156.328
32	1197	124.350	124.950	-0.155	0.373	-0.278	0.372	0.600	0.123	0.205	-179.627
33	1242	96.750	97.950	-0.110	0.141	0.021	0.179	1.200	0.137	0.114	16.102
34	1467	116.700	117.450	-0.067	-0.074	0.019	-0.017	0.750	0.103	0.138	33.355
35	1650	127.050	127.650	-0.024	0.050	0.117	0.167	0.600	0.183	0.305	39.725
36	1672	115.050	115.950	3.706	0.333	2.589	0.012	0.900	1.162	1.291	-163.986
37	1672	168.300	168.900	0.986	-8.267E-4	0.408	-0.010	0.600	0.578	0.963	-179.067
38	1695	126.900	127.950	1.250	-0.111	1.043	-0.039	1.050	0.219	0.208	160.776
39	1695	137.850	138.450	0.550	-0.098	0.325	-0.015	0.600	0.240	0.400	159.873
40	1695	157.500	158.400	-0.176	0.003	-0.434	-0.063	0.900	0.266	0.295	-165.726
41	1705	143.700	148.350	0.330	0.048	-0.147	-0.104	4.650	0.500	0.108	-162.404
