 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	44	143.850	145.500	-0.840	-0.079	-1.692	-0.636	1.650	1.018	0.617	-146.800
2	122	92.100	93.150	-0.413	0.222	-0.212	0.132	1.050	0.220	0.210	-24.083
3	218	117.750	118.350	-0.247	0.015	-0.488	-0.010	0.600	0.242	0.404	-174.065
4	218	126	126.600	-0.708	0.126	-0.910	0.118	0.600	0.202	0.337	-177.762
5	221	102.300	103.050	-0.247	0.366	-0.055	-0.042	0.750	0.451	0.601	-64.781
6	242	188.400	189.150	-0.186	0.019	0.145	0.264	0.750	0.412	0.549	36.540
7	248	117.300	118.200	-0.198	0.429	-0.389	-0.908	0.900	1.350	1.500	-98.131
8	251	109.050	109.650	-0.205	0.347	-0.005	-0.029	0.600	0.426	0.710	-62.014
9	256	120.750	126.750	-0.297	-0.037	0.889	-0.233	6	1.202	0.200	-9.373
10	257	146.700	147.300	-0.258	0.211	0.177	-0.109	0.600	0.540	0.900	-36.317
11	325	122.250	123.150	-0.340	0.109	0.007	-0.034	0.900	0.375	0.417	-22.319
12	330	138	141.300	-0.220	-0.011	0.071	0.571	3.300	0.651	0.197	63.460
13	338	126.300	127.050	-0.351	-0.177	-1.083	0.227	0.750	0.836	1.115	151.084
14	338	132.450	133.650	-1.285	-0.214	-1.883	0.542	1.200	0.964	0.803	128.353
15	341	133.950	135.150	9.000E-4	0.276	-0.953	-0.038	1.200	1.004	0.837	-161.776
16	345	107.400	114.300	-0.314	0.091	0.178	0.190	6.900	0.502	0.073	11.365
17	356	129.750	138.900	-0.529	0.061	2.205	0.143	9.150	2.735	0.299	1.715
18	356	142.200	144.450	2.829	0.363	3.670	0.291	2.250	0.844	0.375	-4.925
19	356	145.050	147	3.748	0.508	4.454	0.152	1.950	0.791	0.405	-26.757
20	358	98.850	99.450	-0.187	-0.052	0.044	-0.113	0.600	0.239	0.398	-14.882
21	384	199.650	202.950	-0.041	-0.016	1.471	-0.064	3.300	1.513	0.458	-1.798
22	405	177.750	178.500	-0.137	0.039	0.172	-0.108	0.750	0.342	0.456	-25.337
23	406	142.500	143.100	-0.134	-0.178	-0.452	0.178	0.600	0.477	0.796	131.773
24	406	150	150.600	-0.490	0.654	-0.780	0.471	0.600	0.343	0.572	-147.740
25	423	93.450	94.050	-0.249	0.136	-0.171	0.269	0.600	0.154	0.256	59.534
26	429	136.200	139.800	-0.348	-0.037	-1.852	-0.178	3.600	1.511	0.420	-174.651
27	429	139.800	142.500	-1.890	-0.035	-0.494	-0.113	2.700	1.398	0.518	-3.186
28	431	167.250	169.050	0.115	0.095	-0.376	-0.514	1.800	0.782	0.434	-128.907
29	432	135.600	136.800	0.022	0.206	0.721	0.177	1.200	0.700	0.583	-2.407
30	440	145.800	149.250	-0.241	0.049	0.815	0.017	3.450	1.056	0.306	-1.732
31	452	160.200	160.650	-0.145	0.160	0.001	0.316	0.450	0.213	0.474	46.820
32	466	136.350	137.250	-0.302	0.127	0.066	-0.007	0.900	0.392	0.435	-19.957
33	492	174	176.100	-1.664	2.495	-2.648	2.473	2.100	0.984	0.469	-178.718
34	492	177	178.350	-2.931	2.561	-3.578	2.616	1.350	0.649	0.481	175.098
35	495	163.050	166.800	-0.199	0.145	0.675	0.136	3.750	0.874	0.233	-0.641
36	519	127.800	128.850	-0.311	0.274	0.122	0.311	1.050	0.435	0.414	4.874
37	529	149.250	149.850	-0.117	0.269	0.068	0.008	0.600	0.320	0.533	-54.687
38	541	125.700	126.150	-0.835	-1.044	-1.281	-0.906	0.450	0.467	1.037	162.806
39	559	215.100	216.300	7.441	-0.113	6.179	-0.294	1.200	1.275	1.062	-171.825
40	559	217.050	221.400	6.140	-0.194	-0.127	-0.274	4.350	6.268	1.441	-179.265
41	562	250.200	251.850	-0.297	-0.063	0.251	0.020	1.650	0.554	0.336	8.612
42	564	104.850	108.600	-0.239	0.187	0.795	0.125	3.750	1.036	0.276	-3.421
43	565	125.250	126.150	-0.300	-0.177	-0.533	0.357	0.900	0.583	0.648	113.564
44	575	145.500	151.800	-0.128	0.145	-0.607	0.029	6.300	0.493	0.078	-166.311
45	577	168.300	170.550	-0.485	0.143	-1.801	-0.161	2.250	1.351	0.600	-167.002
46	600	182.250	183.600	-0.207	-0.066	0.167	0.048	1.350	0.391	0.290	16.971
47	602	130.200	130.800	-0.126	0.214	-0.324	0.121	0.600	0.219	0.365	-154.781
48	604	133.800	134.550	-0.812	-0.223	-0.681	-0.014	0.750	0.246	0.329	57.891
49	606	105	105.600	-0.280	0.055	-0.190	0.194	0.600	0.165	0.276	57.040
50	607	134.700	138.300	-0.300	0.192	1.273	0.080	3.600	1.577	0.438	-4.075
51	643	117.450	119.250	-0.319	0.107	-1.095	0.169	1.800	0.778	0.432	175.425
52	643	129.300	130.350	-2.038	0.288	-2.354	0.242	1.050	0.319	0.304	-171.684
53	660	107.700	108.750	-0.315	-0.156	-0.158	-0.057	1.050	0.186	0.177	32.199
54	669	164.250	166.200	-0.138	0.039	-0.418	0.261	1.950	0.358	0.183	141.535
55	685	237.450	239.850	-0.099	0.022	-1.539	0.053	2.400	1.440	0.600	178.772
56	686	81.900	83.100	-0.171	0.326	-0.612	-0.275	1.200	0.746	0.622	-126.229
57	690	183.900	184.350	-0.143	-0.021	0.051	-0.024	0.450	0.194	0.431	-0.913
58	690	184.950	185.850	0.238	-0.153	0.806	0.027	0.900	0.596	0.662	17.543
59	690	187.200	189	-0.312	-0.035	0.466	0.005	1.800	0.779	0.433	2.953
60	690	188.700	189.450	0.466	-0.030	0.680	0.236	0.750	0.342	0.455	51.198
61	705	192.900	194.250	-0.071	0.178	0.613	0.110	1.350	0.687	0.509	-5.711
62	722	172.800	174.450	-0.182	0.204	0.936	0.174	1.650	1.118	0.678	-1.492
63	726	145.350	149.700	-0.136	0.065	1.414	0.171	4.350	1.554	0.357	3.909
64	752	127.950	129.300	-0.323	0.368	0.114	0.197	1.350	0.469	0.348	-21.377
65	772	203.700	204.600	-0.153	0.076	0.179	0.089	0.900	0.332	0.369	2.307
66	789	92.250	92.700	-0.395	-0.152	-0.211	-0.104	0.450	0.190	0.423	14.824
67	799	158.550	160.200	-0.206	0.155	0.431	-0.032	1.650	0.664	0.402	-16.335
68	826	90.300	92.250	-0.244	0.172	-0.436	0.097	1.950	0.206	0.106	-158.784
69	829	123.900	124.650	0.111	0.126	-0.448	-0.176	0.750	0.635	0.847	-151.646
70	832	115.800	116.850	-0.326	0.017	-0.857	0.219	1.050	0.568	0.541	159.116
71	846	109.500	111.600	-0.169	0.151	-1.108	-0.231	2.100	1.014	0.483	-157.860
72	904	117	123	-2.013	0.047	-0.076	0.075	6	1.937	0.323	0.817
73	904	124.800	134.400	0.037	0.041	3.743	-0.075	9.600	3.708	0.386	-1.796
74	904	146.250	149.400	4.451	0.167	5.814	0.188	3.150	1.363	0.433	0.908
75	904	161.700	163.350	5.850	0.189	6.351	0.171	1.650	0.501	0.304	-2.068
76	918	132.900	159.900	1.304	0.078	-4.693	-0.049	27	5.998	0.222	-178.786
77	921	128.250	128.850	-0.143	0.072	0.100	0.174	0.600	0.263	0.439	22.617
78	931	224.550	227.250	-0.233	0.172	-1.998	0.174	2.700	1.765	0.654	179.924
79	938	155.700	160.350	0.029	0.059	1.578	0.222	4.650	1.557	0.335	5.984
80	944	168.600	169.800	-0.251	0.320	-0.560	0.238	1.200	0.320	0.266	-165.161
81	949	127.350	128.700	-0.286	0.293	0.231	-0.220	1.350	0.728	0.540	-44.781
82	958	134.700	136.050	-0.232	0.242	-0.960	0.225	1.350	0.728	0.539	-178.673
83	969	162	176.100	-0.940	0.029	3.886	-0.460	14.100	4.851	0.344	-5.777
84	975	136.800	137.850	-0.095	0.373	-0.689	0.139	1.050	0.638	0.608	-158.487
85	995	168.150	173.550	-0.249	0.222	1.727	0.026	5.400	1.986	0.368	-5.656
86	995	175.050	181.350	1.277	-0.066	3.235	0.136	6.300	1.968	0.312	5.883
87	1009	185.100	186.300	-0.359	0.083	0.356	0.089	1.200	0.715	0.596	0.501
88	1054	151.500	155.400	-0.015	-0.085	-0.604	0.162	3.900	0.638	0.164	157.294
89	1063	118.800	129.300	-0.090	0.136	-1.010	0.146	10.500	0.920	0.088	179.392
90	1072	131.400	132.150	-0.231	0.191	-0.628	0.123	0.750	0.403	0.537	-170.306
91	1075	134.550	136.500	-0.076	0.037	0.505	0.351	1.950	0.660	0.339	28.362
92	1075	138	139.200	0.572	0.044	1.023	-0.087	1.200	0.470	0.391	-16.240
93	1110	134.550	135.450	-0.139	0.300	-0.290	0.240	0.900	0.163	0.181	-158.303
94	1116	119.250	121.350	-1.007	0.274	-1.639	-0.096	2.100	0.732	0.349	-149.669
95	1125	164.250	164.700	-0.132	0.046	0.147	-0.177	0.450	0.357	0.793	-38.596
96	1141	135.600	136.950	-0.349	0.273	-0.042	0.133	1.350	0.337	0.250	-24.521
97	1144	87.900	90	3.318	-0.214	-2.184	-0.067	2.100	5.504	2.621	178.472
98	1166	134.400	135.300	-0.340	0.407	-0.612	0.031	0.900	0.464	0.516	-125.884
99	1174	117.450	118.050	-0.205	-0.244	-0.446	0.094	0.600	0.415	0.691	125.521
100	1182	101.700	102.300	-0.199	0.339	-0.667	0.120	0.600	0.517	0.862	-154.876
