 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	62	371.550	372.900	0.344	-0.245	-0.750	0.030	1.350	1.128	0.836	165.882
2	174	367.200	368.250	-0.107	-0.275	-0.614	-0.043	1.050	0.558	0.531	155.435
3	236	411.900	413.550	-0.074	-0.011	-0.749	-0.057	1.650	0.677	0.410	-176.140
4	236	415.650	416.550	-1.003	0.250	-1.592	-0.055	0.900	0.663	0.736	-152.683
5	236	422.850	423.900	-2.885	-0.081	-3.414	-0.229	1.050	0.550	0.524	-164.338
6	236	425.100	426.900	-3.637	0.042	-2.742	0.045	1.800	0.894	0.497	0.198
7	236	427.500	428.400	-2.443	-0.091	-2.016	-0.233	0.900	0.450	0.500	-18.386
8	236	428.550	429.750	-1.989	-0.046	-1.555	0.114	1.200	0.462	0.385	20.242
9	331	310.950	311.850	-0.032	-0.030	0.102	0.286	0.900	0.343	0.381	66.941
10	507	402	402.600	-0.040	0.058	0.179	-0.115	0.600	0.279	0.465	-38.199
11	809	310.200	311.100	-0.142	0.165	0.250	-0.030	0.900	0.438	0.486	-26.385
12	1119	352.800	354.450	-0.042	-0.130	0.886	0.290	1.650	1.019	0.617	24.361
13	1192	382.950	384.450	-0.053	-0.031	0.131	-0.105	1.500	0.198	0.132	-21.773
14	1245	356.250	358.800	-0.235	0.093	-1.688	0.144	2.550	1.454	0.570	177.981
15	1282	324.900	325.950	-0.056	0.518	-0.125	-2.030	1.050	2.549	2.427	-91.547
16	1310	510.600	511.350	0.078	0.112	0.459	-0.206	0.750	0.496	0.661	-39.803
17	1349	326.100	326.700	0.024	-0.040	-0.728	-0.218	0.600	0.773	1.288	-166.685
18	1422	398.250	399.150	0.219	-0.399	-0.454	0.136	0.900	0.860	0.955	141.573
19	1619	320.100	320.550	0.042	0.451	-0.523	0.721	0.450	0.626	1.391	154.424
20	1681	390.150	391.650	0.253	-0.192	-0.285	-0.119	1.500	0.542	0.362	172.322
21	1788	330.450	331.050	-0.270	0.271	-0.957	0.483	0.600	0.718	1.197	162.841
22	1824	299.400	299.850	0.202	0.118	0.507	0.176	0.450	0.311	0.691	10.674
23	1835	298.350	299.100	0.374	0.187	0.498	0.120	0.750	0.140	0.187	-28.699
24	1866	371.550	372.900	0.493	0.680	-0.709	-0.625	1.350	1.774	1.314	-132.640
25	1990	415.050	415.950	-0.005	0.187	-0.312	0.436	0.900	0.395	0.439	141.004
26	1990	421.500	423.600	-0.549	1.394	-1.090	1.072	2.100	0.630	0.300	-149.203
27	2055	448.500	448.950	-0.832	0.457	-1.398	0.501	0.450	0.568	1.262	175.593
28	2055	449.550	450.450	-1.648	0.256	-2.283	0.300	0.900	0.637	0.707	176.015
29	2106	385.500	387	0.114	0.168	-0.483	0.044	1.500	0.609	0.406	-168.326
30	2208	333.600	334.800	0.093	0.174	-0.131	-0.082	1.200	0.340	0.284	-131.176
31	2208	387.300	388.200	-0.168	-0.129	-1.062	-0.251	0.900	0.903	1.003	-172.209
32	2235	364.650	365.700	-0.974	-0.123	-1.557	-0.179	1.050	0.585	0.557	-174.509
33	2252	347.400	348.150	0.189	0.085	-0.157	0.255	0.750	0.385	0.514	153.702
34	2255	392.400	394.800	0.146	-0.054	-1.091	-0.256	2.400	1.253	0.522	-170.706
35	2288	469.050	470.700	-0.240	0.290	-1.362	0.180	1.650	1.127	0.683	-174.393
36	2433	397.500	398.400	-1.227	0.167	-1.666	0.265	0.900	0.449	0.499	167.428
37	2433	403.500	404.550	-1.949	0.431	-2.682	0.226	1.050	0.761	0.725	-164.346
38	2439	370.050	370.500	0.400	0.218	-0.784	0.245	0.450	1.184	2.632	178.667
39	2455	453.900	454.650	0.202	-0.184	-0.398	-0.199	0.750	0.600	0.800	-178.548
40	2455	456.150	457.950	-1.176	-0.338	-0.395	-0.095	1.800	0.818	0.454	17.284
41	2464	326.100	327.300	0.006	0.085	-0.318	-0.179	1.200	0.419	0.349	-140.876
42	2568	317.400	318.450	0.301	-0.083	1.048	-0.286	1.050	0.774	0.737	-15.185
43	2595	403.500	405.450	0.190	-0.159	-0.971	-0.173	1.950	1.162	0.596	-179.286
44	2838	333.750	334.350	0.330	0.149	-0.630	0.325	0.600	0.976	1.627	169.611
