 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	28	73.950	74.250	-0.194	-0.101	-0.326	-0.068	0.300	0.136	0.454	165.964
2	106	63.150	63.450	1.583	0.105	1.494	0.128	0.300	0.092	0.306	165.510
3	106	67.800	68.100	1.206	0.141	1.036	0.192	0.300	0.177	0.592	163.301
4	106	70.650	71.100	0.644	0.223	0.082	0.290	0.450	0.566	1.258	173.255
5	106	72.150	73.350	-0.171	0.306	-1.650	0.249	1.200	1.480	1.233	-177.780
6	118	71.550	72.150	-0.009	-0.673	-0.318	-0.694	0.600	0.310	0.516	-176.045
7	123	79.200	80.400	0.071	0.137	0.498	-0.022	1.200	0.456	0.380	-20.496
8	123	85.800	88.350	0.894	-0.003	1.756	-0.297	2.550	0.911	0.357	-18.847
9	156	63.450	64.950	0.047	-0.235	0.225	-0.040	1.500	0.264	0.176	47.626
10	168	83.100	83.550	0.067	-0.156	0.189	-0.406	0.450	0.278	0.618	-63.968
11	189	76.050	76.650	0.111	0.032	0.189	0.027	0.600	0.078	0.130	-3.452
12	262	86.700	87.150	0.031	-0.096	0.143	-0.090	0.450	0.112	0.249	3.373
13	305	120	121.650	0.072	-0.097	0.215	-0.008	1.650	0.168	0.102	31.923
14	305	123.600	124.500	0.230	0.071	0.356	-0.032	0.900	0.163	0.181	-39.252
15	315	74.100	76.200	-0.012	-0.224	0.225	-0.144	2.100	0.250	0.119	18.730
16	316	76.350	77.700	0.022	0.147	0.290	-0.504	1.350	0.704	0.522	-67.641
17	321	90	91.200	-0.085	-0.012	0.201	-0.106	1.200	0.301	0.251	-18.207
18	356	59.850	60.300	0.161	0.001	-0.046	0.110	0.450	0.234	0.519	152.392
19	416	76.650	77.550	0.105	-0.098	0.219	-0.133	0.900	0.119	0.132	-16.978
20	440	135.300	137.250	1.670	-0.209	0.757	-0.038	1.950	0.929	0.476	169.432
21	441	77.100	78.300	0.047	-0.196	0.136	-0.285	1.200	0.126	0.105	-44.971
22	470	82.500	83.400	-0.314	-0.034	-0.039	-0.279	0.900	0.368	0.409	-41.694
23	470	85.950	86.550	0.063	-0.188	0.236	0.075	0.600	0.315	0.525	56.654
24	470	87.450	90.300	0.404	-0.020	1.320	-0.095	2.850	0.919	0.322	-4.723
25	489	103.050	103.800	0.135	-0.207	0.236	-0.205	0.750	0.101	0.135	1.525
26	490	94.200	94.800	0.015	0.184	0.220	-0.076	0.600	0.331	0.552	-51.750
27	526	108.600	113.700	-0.133	0.017	0.785	0.138	5.100	0.926	0.182	7.506
28	591	67.800	68.550	0.034	0.213	0.162	0.017	0.750	0.234	0.312	-56.814
29	616	71.550	72.600	0.075	0.021	0.193	-0.128	1.050	0.190	0.181	-51.629
30	620	77.400	78.300	0.114	-0.130	0.278	-0.068	0.900	0.175	0.195	20.794
31	636	62.700	64.950	0.018	-0.261	0.185	-0.116	2.250	0.221	0.098	40.962
32	652	96	96.600	0.148	-0.070	0.224	-0.119	0.600	0.090	0.151	-32.821
