 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	12	94.650	96	-0.013	-0.069	0.141	-0.290	1.350	0.269	0.199	-55.148
2	89	149.250	150.300	0.024	-0.073	0.160	-0.017	1.050	0.147	0.140	22.409
3	89	153.600	154.200	0.390	0.019	0.584	0.082	0.600	0.204	0.339	18.102
4	188	120	120.750	0.027	-0.312	0.203	-0.202	0.750	0.208	0.277	32.092
5	209	141.300	142.500	0.078	-0.225	0.347	0.003	1.200	0.353	0.294	40.335
6	316	96.450	97.500	0.117	0.097	-0.061	-0.588	1.050	0.708	0.674	-104.537
7	395	117.150	117.900	-0.046	-0.220	-0.306	-0.017	0.750	0.329	0.439	141.985
8	395	118.800	119.700	-0.446	-0.059	-0.763	-0.210	0.900	0.351	0.390	-154.497
9	430	117.300	118.050	0.080	-0.230	-0.294	-0.505	0.750	0.465	0.620	-143.686
10	450	121.050	121.800	0.042	-0.166	-0.125	-0.114	0.750	0.174	0.233	162.509
11	463	132	132.750	-0.392	-0.102	0.370	-0.112	0.750	0.762	1.016	-0.764
12	516	117.150	117.900	0.109	-0.026	-0.410	-0.801	0.750	0.932	1.242	-123.803
13	705	131.250	132.750	-0.006	-0.132	0.243	0.004	1.500	0.284	0.189	28.466
14	890	121.800	122.550	0.018	0.221	0.077	0.082	0.750	0.151	0.202	-66.988
15	936	113.250	114.150	-0.093	0.095	0.141	-0.146	0.900	0.335	0.373	-45.841
16	1029	85.050	85.800	0.550	0.227	-0.176	0.027	0.750	0.753	1.005	-164.597
17	1219	166.350	167.400	-0.043	-0.127	0.248	-0.038	1.050	0.304	0.290	16.889
18	1235	156.300	160.650	1.938	0.092	-0.459	-0.148	4.350	2.409	0.554	-174.286
19	1235	163.950	165.450	-1.643	-0.251	-2.382	-0.145	1.500	0.747	0.498	171.820
20	1235	192.150	192.600	-2.946	-0.207	-3.330	-0.218	0.450	0.384	0.854	-178.400
21	1235	203.250	204.150	-4.651	-0.199	-5.467	-0.158	0.900	0.817	0.908	177.126
22	1248	198.300	200.400	0.118	-0.095	-0.474	0.206	2.100	0.664	0.316	153.087
23	1313	136.200	137.250	0.280	0.167	-0.430	0.180	1.050	0.711	0.677	178.972
24	1369	215.850	217.950	-0.883	0.080	-0.608	-0.011	2.100	0.290	0.138	-18.197
25	1369	230.250	231.150	-0.128	0.049	-0.042	-0.076	0.900	0.152	0.169	-55.333
26	1369	231.900	232.500	0.013	-0.076	0.096	-0.015	0.600	0.103	0.172	36.127
27	1369	234.450	235.200	0.157	0.058	0.259	-0.029	0.750	0.134	0.178	-40.076
28	1503	143.700	145.350	2.454	-0.139	1.523	-0.076	1.650	0.933	0.566	176.124
29	1503	178.500	182.250	1.459	0.162	-0.651	-0.208	3.750	2.142	0.571	-170.072
30	1519	189.900	191.550	-0.323	0.211	-0.013	0.066	1.650	0.343	0.208	-25.005
31	1519	195.300	196.350	0.259	0.344	0.386	0.118	1.050	0.259	0.247	-60.805
32	1519	206.400	207.150	0.755	0.055	0.875	0.155	0.750	0.156	0.208	39.733
33	1653	242.100	245.700	-1.032	0.106	-0.160	0.034	3.600	0.875	0.243	-4.715
34	1653	257.850	260.100	1.123	-0.062	1.750	0.082	2.250	0.643	0.286	12.922
35	1656	236.400	237.150	-0.341	0.083	0.021	-0.159	0.750	0.435	0.580	-33.775
36	1656	241.050	242.250	0.672	0.220	1.216	-0.008	1.200	0.590	0.492	-22.769
37	1667	212.550	215.100	2.371	-0.965	-0.022	0.593	2.550	2.856	1.120	146.947
38	1687	218.850	220.200	-0.818	0.126	-0.592	0.101	1.350	0.227	0.168	-6.414
39	1687	223.350	223.950	-0.539	0.178	-0.323	0.165	0.600	0.216	0.361	-3.453
40	1687	224.250	224.850	-0.234	0.154	-0.126	0.056	0.600	0.145	0.241	-42.186
