 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	12	281.250	301.350	-0.269	-0.311	-1.379	-0.059	20.100	1.138	0.057	167.179
2	28	218.850	228.900	-0.025	-0.143	-0.686	-0.161	10.050	0.661	0.066	-178.478
3	32	271.050	286.800	-0.118	-0.093	0.030	-0.076	15.750	0.149	0.009	6.568
4	36	277.500	283.950	-0.272	0.270	-0.814	0.116	6.450	0.564	0.087	-164.075
5	41	301.950	313.650	-0.476	-0.011	-1.307	0.011	11.700	0.831	0.071	178.479
6	54	288.900	308.700	-0.211	-0.081	0.634	0.023	19.800	0.851	0.043	6.977
7	73	255	256.500	-0.049	0.145	-0.489	-0.107	1.500	0.507	0.338	-150.266
8	73	258.900	259.950	-0.627	-0.387	-1.281	-0.261	1.050	0.666	0.634	169.061
9	79	248.550	249.600	-0.159	-0.130	0.274	0.478	1.050	0.746	0.711	54.542
10	79	250.500	251.550	0.423	0.434	0.735	0.188	1.050	0.397	0.378	-38.264
11	90	242.250	242.700	-0.375	0.054	-0.820	0.036	0.450	0.445	0.990	-177.633
12	92	324.150	336.450	-0.125	-0.068	-0.693	-0.008	12.300	0.571	0.046	173.947
13	104	253.950	255	-1.162	0.466	-1.516	0.531	1.050	0.360	0.343	169.576
14	104	285.600	286.950	-2.887	0.620	-3.261	0.558	1.350	0.379	0.281	-170.470
15	106	314.850	341.700	-0.214	-0.470	1.017	0.677	26.850	1.683	0.063	42.996
16	113	282.300	283.650	-0.058	3.721E-4	0.723	-0.341	1.350	0.852	0.631	-23.602
17	113	287.100	288.150	0.803	-0.260	1.400	0.100	1.050	0.697	0.664	31.121
18	115	230.100	230.850	-0.218	-0.334	-0.487	-0.132	0.750	0.336	0.448	143.151
19	126	263.100	263.850	-1.162	-0.060	-1.455	-0.003	0.750	0.298	0.398	168.998
20	126	265.800	266.400	-1.594	0.090	-1.877	0.110	0.600	0.284	0.473	176.093
21	126	269.700	271.500	-2.241	-0.010	-3.553	0.120	1.800	1.318	0.732	174.326
22	130	209.100	210.600	-0.089	-0.029	-0.387	-0.093	1.500	0.305	0.203	-167.902
23	163	295.500	365.850	-0.069	-0.085	-4.069	0.779	70.350	4.092	0.058	167.810
24	190	283.950	295.200	-0.071	0.026	0.663	-0.067	11.250	0.740	0.066	-7.235
25	201	299.700	334.650	-0.350	-0.073	-2.239	-0.086	34.950	1.889	0.054	-179.613
26	259	251.400	252.900	0.069	0.184	-0.620	-0.054	1.500	0.729	0.486	-160.974
27	259	260.100	262.350	-0.939	0.054	-2.262	-0.314	2.250	1.373	0.610	-164.434
28	259	265.200	266.850	-2.358	-0.553	-3.278	0.053	1.650	1.101	0.667	146.656
29	259	279.600	280.800	-4.131	-0.761	-5.099	-0.092	1.200	1.177	0.981	145.352
30	259	306.450	306.900	-3.937	-0.649	-4.710	-0.366	0.450	0.823	1.829	159.910
31	259	311.100	311.550	-5.827	-0.603	-6.552	-0.514	0.450	0.730	1.623	173.069
32	259	314.850	315.300	-7.104	-0.801	-8.019	-0.982	0.450	0.933	2.073	-168.779
33	284	316.200	399.600	-0.533	-0.017	-3.634	-0.103	83.400	3.102	0.037	-178.414
34	291	246.750	247.800	0.047	-0.213	-0.742	-0.075	1.050	0.801	0.763	170.060
35	291	256.050	257.700	-1.651	-0.025	-2.659	-0.168	1.650	1.018	0.617	-171.922
36	291	269.400	270.600	-4.601	-0.440	-5.505	-0.480	1.200	0.905	0.754	-177.427
37	291	274.950	278.850	-6.118	-0.568	-8.219	-0.612	3.900	2.101	0.539	-178.798
38	309	288.450	313.050	0.012	-0.126	-0.917	-0.044	24.600	0.933	0.038	174.946
39	318	382.350	383.400	-0.388	-6.505E-4	-0.209	-0.043	1.050	0.184	0.175	-13.239
40	318	384.600	385.500	-0.176	-0.151	-0.030	0.098	0.900	0.288	0.320	59.525
41	318	387.450	388.350	0.250	0.029	0.458	0.041	0.900	0.208	0.231	3.274
42	318	390.150	392.250	0.514	-0.056	1.404	-0.138	2.100	0.894	0.426	-5.241
43	318	393.150	395.850	1.554	-0.109	2.568	-0.168	2.700	1.016	0.376	-3.325
44	318	396	396.750	2.634	-0.077	2.856	-0.280	0.750	0.301	0.402	-42.560
45	322	284.100	385.800	-0.893	-0.023	3.581	-0.010	101.700	4.474	0.044	0.159
46	339	275.550	278.700	-0.395	-0.143	-1.434	-0.127	3.150	1.039	0.330	179.121
47	352	223.950	224.550	-0.204	-0.274	-0.645	-0.458	0.600	0.478	0.797	-157.317
48	375	283.650	399.600	-1.294	-0.021	2.409	-0.009	115.950	3.703	0.032	0.182
49	379	331.950	381.150	-0.300	0.096	-2.929	-0.014	49.200	2.631	0.053	-177.604
50	383	342	361.050	1.019	0.001	-0.310	-0.048	19.050	1.330	0.070	-177.868
51	405	276.300	277.350	-0.101	-0.165	0.201	-0.299	1.050	0.330	0.315	-23.940
52	410	332.400	340.800	-1.346	-0.051	1.171	0.071	8.400	2.520	0.300	2.779
53	411	270	271.050	-0.030	-0.242	-0.449	-0.204	1.050	0.421	0.401	174.811
54	425	213	213.750	-0.090	-0.274	-0.349	0.025	0.750	0.396	0.528	130.879
55	427	317.700	363.450	-0.689	0.027	-1.802	-0.044	45.750	1.115	0.024	-176.386
56	432	344.550	374.850	0.066	0.025	-0.783	0.063	30.300	0.850	0.028	177.409
57	433	351.900	360.750	-2.586	-0.143	0.272	-0.256	8.850	2.860	0.323	-2.247
58	433	366.900	369.300	0.832	-0.349	1.886	-0.568	2.400	1.076	0.448	-11.709
59	433	371.850	373.500	2.446	-0.432	3.235	-0.464	1.650	0.790	0.479	-2.289
60	433	382.800	387.900	4.376	-0.529	6.444	-0.782	5.100	2.083	0.409	-6.971
61	433	391.650	393.750	7.088	-0.808	7.936	-0.636	2.100	0.865	0.412	11.459
62	446	300.450	339.750	0.006	-0.046	1.249	-0.006	39.300	1.244	0.032	1.831
63	448	305.850	399.600	0.498	0.001	-2.515	-0.181	93.750	3.019	0.032	-176.534
64	450	284.850	308.700	-0.295	-0.083	-2.010	-0.214	23.850	1.720	0.072	-175.637
65	451	327.300	365.850	-0.118	-0.050	-1.364	-0.271	38.550	1.265	0.033	-169.968
66	457	276.450	300.900	-0.059	-0.092	-0.543	-0.032	24.450	0.488	0.020	172.975
67	462	331.050	399.600	-0.262	-0.068	-2.460	-0.139	68.550	2.199	0.032	-178.154
68	469	230.850	232.050	-0.218	0.068	-0.588	-0.064	1.200	0.393	0.327	-160.366
69	469	239.100	240.750	-0.663	-0.025	-1.869	0.115	1.650	1.214	0.736	173.367
70	474	272.550	273.150	-0.378	-0.012	-0.719	0.019	0.600	0.342	0.571	174.698
71	474	275.550	277.050	-0.778	-0.165	-1.527	0.065	1.500	0.784	0.522	162.926
72	474	279.450	280.500	-1.682	-0.060	-2.185	0.022	1.050	0.510	0.485	170.755
73	474	280.950	281.850	-2.362	0.365	-2.913	-0.084	0.900	0.710	0.789	-140.854
74	474	283.200	284.100	-3.031	-0.075	-3.341	0.067	0.900	0.341	0.379	155.290
75	475	235.500	235.950	-0.128	0.048	-0.803	-0.138	0.450	0.700	1.556	-164.601
76	481	391.950	393.150	-2.380	-0.181	-1.421	-0.539	1.200	1.024	0.853	-20.473
77	481	394.350	396.750	-1.168	-0.249	0.048	0.038	2.400	1.249	0.521	13.288
78	481	397.950	399.450	0.508	-0.163	1.051	0.298	1.500	0.712	0.475	40.318
79	487	283.350	284.850	-0.685	0.003	-1.228	-0.067	1.500	0.547	0.365	-172.741
80	522	233.850	234.450	-0.336	-0.152	-0.656	0.050	0.600	0.379	0.631	147.659
81	522	239.250	240.750	-0.668	-0.093	-1.283	-0.108	1.500	0.615	0.410	-178.586
82	522	240.900	242.400	-1.350	-0.068	-2.361	-0.061	1.500	1.011	0.674	179.600
83	545	272.250	283.650	-0.069	-0.073	-0.280	0.013	11.400	0.228	0.020	157.814
84	561	271.950	302.550	-0.185	-0.292	0.550	-0.184	30.600	0.743	0.024	8.365
85	566	296.100	329.400	-0.089	-0.183	-1.414	-0.229	33.300	1.326	0.040	-178.018
86	567	242.550	243	-0.465	-0.103	-0.732	0.016	0.450	0.292	0.650	155.991
87	567	255.900	258.150	-1.983	-0.191	-2.823	-0.217	2.250	0.840	0.374	-178.251
88	567	274.950	275.250	-3.881	-0.361	-4.620	-0.393	0.300	0.740	2.466	-177.521
89	584	292.050	374.400	0.912	0.022	-0.296	-0.025	82.350	1.209	0.015	-177.783
90	587	245.850	247.950	-0.450	-0.150	-1.320	-0.071	2.100	0.874	0.416	174.762
91	588	246.600	247.350	0.310	0.142	0.608	-0.711	0.750	0.904	1.206	-70.757
92	588	249	249.300	0.747	-0.277	0.797	0.304	0.300	0.583	1.944	85.081
93	588	249.600	250.050	1.033	-0.055	1.299	-0.334	0.450	0.385	0.856	-46.334
94	595	325.650	327.300	-0.331	-0.352	0.258	0.086	1.650	0.734	0.445	36.610
95	604	235.350	235.950	-0.057	-0.065	-0.940	0.014	0.600	0.887	1.478	174.880
96	606	246.450	248.100	-0.357	-0.141	-0.917	0.213	1.650	0.662	0.401	147.728
97	610	282.750	308.550	0.014	-0.023	-1.315	-0.044	25.800	1.329	0.052	-179.117
98	613	248.550	249.150	-0.262	-0.044	-0.587	-0.085	0.600	0.328	0.546	-172.831
99	615	224.400	224.850	-0.088	-0.065	-0.222	-0.148	0.450	0.158	0.351	-148.057
100	616	294.750	295.350	-0.153	0.212	-2.102	-1.099	0.600	2.349	3.914	-146.082
101	616	296.100	297	-2.388	-1.465	-5.343	-2.095	0.900	3.021	3.357	-167.977
102	620	274.800	275.100	-0.021	0.046	-0.270	-0.090	0.300	0.284	0.946	-151.357
103	621	224.850	225.150	-0.159	-0.046	-1.250	0.186	0.300	1.115	3.718	167.995
104	622	282.900	285	0.104	0.302	1.432	0.345	2.100	1.329	0.633	1.862
105	622	297	298.350	2.456	0.224	3.224	0.101	1.350	0.778	0.576	-9.100
106	622	305.400	307.800	5.714	0.290	7.159	0.326	2.400	1.445	0.602	1.414
107	622	310.050	310.800	7.827	0.614	8.576	-0.261	0.750	1.152	1.536	-49.443
108	622	314.250	315.450	10.077	0.290	10.589	0.453	1.200	0.537	0.448	17.600
109	622	316.500	317.550	10.723	0.163	11.363	0.288	1.050	0.652	0.621	11.051
110	623	291.900	360.150	0.176	-0.030	-2.757	-0.150	68.250	2.935	0.043	-177.666
111	626	247.500	247.950	0.090	0.244	-0.129	0.418	0.450	0.280	0.621	141.564
