 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	21	111.450	112.050	-4.723	0.096	-7.257	0.252	0.600	2.539	4.231	176.472
2	21	118.500	118.950	-8.374	-0.202	-10.073	-0.052	0.450	1.706	3.790	174.940
3	36	113.850	114.300	-0.398	-0.417	-0.884	-0.509	0.450	0.495	1.099	-169.266
4	47	94.350	94.650	-0.478	0.138	-0.740	-0.480	0.300	0.671	2.237	-112.974
5	77	111.750	112.800	-0.145	0.043	-0.525	0.015	1.050	0.381	0.363	-175.743
6	98	145.350	146.550	-0.547	-0.038	-1.494	0.260	1.200	0.993	0.827	162.545
7	106	87.750	88.200	-0.238	-0.196	0.093	0.291	0.450	0.589	1.309	55.816
8	119	98.250	98.700	-0.119	0.065	-1.068	-0.279	0.450	1.009	2.243	-160.084
9	119	99.750	100.200	-1.288	0.191	-2.419	-0.470	0.450	1.310	2.911	-149.683
10	125	137.550	139.050	-0.316	-0.079	-0.034	0.124	1.500	0.348	0.232	35.772
11	140	106.050	106.800	-0.259	0.442	-0.885	-0.152	0.750	0.863	1.150	-136.521
12	140	108.450	108.750	-0.910	0.309	-1.081	0.078	0.300	0.287	0.958	-126.511
13	163	195.900	198.300	-0.207	0.021	0.126	0.557	2.400	0.631	0.263	58.160
14	186	103.950	104.250	0.007	-0.073	-0.653	0.138	0.300	0.693	2.310	162.271
15	186	114.900	115.350	-0.943	0.491	-2.376	0.523	0.450	1.433	3.185	178.703
16	186	119.700	120	-2.548	0.685	-2.722	0.655	0.300	0.177	0.589	-170.218
17	219	140.700	141.300	-0.221	0.164	-0.008	-0.265	0.600	0.479	0.798	-63.593
18	226	161.400	162.150	-0.142	0.264	0.271	0.115	0.750	0.439	0.586	-19.885
19	251	120.900	121.650	-0.189	-0.102	-0.466	0.430	0.750	0.600	0.800	117.512
20	252	125.700	126.750	-0.269	0.427	-0.039	0.015	1.050	0.472	0.449	-60.822
21	258	90.150	90.900	-0.328	-0.012	-0.578	0.275	0.750	0.381	0.508	131.051
22	263	116.850	117.300	-0.086	0.137	-0.263	0.150	0.450	0.178	0.394	175.618
23	267	138.450	139.050	-0.205	0.129	-0.384	-0.095	0.600	0.287	0.478	-128.572
24	267	139.350	139.800	-0.346	-0.056	-0.506	0.105	0.450	0.227	0.504	134.829
25	285	214.200	216	-0.140	0.042	0.525	0.029	1.800	0.665	0.370	-1.074
26	285	216.900	219.150	0.628	-0.051	1.311	-0.134	2.250	0.688	0.306	-6.871
27	285	219.600	220.500	1.379	-0.166	1.666	-0.216	0.900	0.291	0.324	-9.823
28	285	221.400	222	1.941	-0.265	2.195	-0.160	0.600	0.275	0.458	22.327
29	289	110.850	111.450	-0.405	0.314	-0.210	0.017	0.600	0.356	0.593	-56.775
30	292	119.400	122.400	-0.274	0.349	-0.564	-0.098	3	0.532	0.177	-123.017
31	306	185.400	187.650	-0.954	0.502	-1.766	0.023	2.250	0.943	0.419	-149.447
32	306	187.800	188.400	-1.814	-0.061	-2.042	0.228	0.600	0.368	0.614	128.258
33	310	186.900	187.650	-0.059	0.364	-1.127	-0.336	0.750	1.277	1.703	-146.750
34	320	163.200	166.350	-0.766	0.018	0.416	-0.009	3.150	1.182	0.375	-1.290
35	320	169.050	171.750	-0.384	0.010	0.918	0.052	2.700	1.303	0.482	1.815
36	320	223.650	243	1.680	-0.014	12.472	0.185	19.350	10.794	0.558	1.058
37	345	110.400	110.700	-0.044	-0.083	-0.312	-0.004	0.300	0.279	0.931	163.576
38	345	122.100	122.250	-0.705	NaN	-0.705	NaN	0.150	NaN	NaN	NaN
39	370	127.950	128.700	-0.311	0.017	-0.502	-0.778	0.750	0.817	1.090	-103.512
40	373	111.750	112.650	-0.246	0.223	-1.418	-0.097	0.900	1.215	1.350	-164.743
41	377	194.400	195.750	-0.240	-0.281	0.073	0.147	1.350	0.530	0.393	53.832
42	384	175.800	177	-0.230	-0.195	-0.994	-0.694	1.200	0.913	0.761	-146.835
43	420	146.100	146.700	-0.287	-0.107	-1.049	-0.020	0.600	0.767	1.278	173.515
44	426	181.500	182.850	-0.976	1.138	-0.571	0.521	1.350	0.738	0.546	-56.697
45	441	129.750	130.500	-0.232	0.190	-0.007	0.163	0.750	0.227	0.302	-6.853
46	441	131.700	132.150	-0.043	0.147	0.156	0.200	0.450	0.206	0.458	14.906
47	445	137.850	139.200	-0.077	0.264	0.684	0.504	1.350	0.798	0.591	17.515
48	445	139.800	140.250	0.712	0.215	0.973	0.578	0.450	0.447	0.994	54.285
49	445	141	141.600	1.098	0.527	1.324	0.441	0.600	0.242	0.403	-20.879
50	455	100.500	101.400	-0.127	0.109	-0.469	0.057	0.900	0.346	0.384	-171.476
51	459	151.500	153	-0.590	-0.078	-1.516	0.127	1.500	0.948	0.632	167.497
52	472	140.850	143.400	-0.549	-0.097	-1.634	0.403	2.550	1.195	0.469	155.242
53	480	93.750	94.500	-0.206	-0.174	-0.678	0.126	0.750	0.559	0.746	147.574
54	480	95.250	95.700	-0.639	-0.032	-1.001	0.156	0.450	0.408	0.906	152.630
55	484	105.300	106.350	-0.260	0.169	0.181	0.298	1.050	0.459	0.437	16.225
56	499	132.750	135.150	-0.009	-0.027	0.858	0.133	2.400	0.882	0.367	10.445
57	509	90.300	90.750	-0.044	-0.198	-1.460	-0.399	0.450	1.430	3.178	-171.916
58	509	102	103.350	-1.636	0.710	-2.202	0.897	1.350	0.596	0.441	161.755
59	524	188.100	212.700	0.344	-0.001	1.620	0.045	24.600	1.277	0.052	2.060
60	530	117.300	118.350	0.079	0.336	-0.332	0.419	1.050	0.419	0.399	168.638
61	539	161.250	162.600	-0.286	0.002	-1.616	-0.102	1.350	1.334	0.988	-175.539
62	539	165.450	167.550	-1.681	-0.161	-3.043	-0.219	2.100	1.363	0.649	-177.551
63	564	142.800	144.150	0.137	0.126	-0.423	0.221	1.350	0.568	0.421	170.355
64	589	134.400	135.600	-0.161	0.405	-0.620	0.074	1.200	0.566	0.472	-144.181
65	589	135.750	136.650	-0.571	0.150	-1.209	0.270	0.900	0.649	0.721	169.316
66	590	127.800	129.150	-0.234	-0.030	0.290	-0.119	1.350	0.531	0.394	-9.625
67	590	136.950	140.100	0.852	-0.075	1.712	-1.444	3.150	1.617	0.513	-57.859
68	595	166.650	169.200	-0.433	0.050	-1.743	0.003	2.550	1.311	0.514	-177.934
69	607	182.700	184.050	-0.199	0.284	0.499	0.016	1.350	0.748	0.554	-21.022
70	607	186.600	188.850	0.898	0.130	2.001	0.031	2.250	1.107	0.492	-5.163
71	607	193.800	195.150	2.020	0.300	2.440	0.164	1.350	0.442	0.327	-17.998
72	607	199.650	201	3.281	0.059	3.749	0.148	1.350	0.476	0.353	10.712
73	607	202.350	206.100	3.909	0.210	5.411	0.264	3.750	1.503	0.401	2.086
74	612	115.950	116.250	-0.117	-0.145	-0.708	-0.257	0.300	0.602	2.005	-169.269
75	615	108.900	110.850	-0.170	0.545	-1.123	-0.093	1.950	1.147	0.588	-146.179
76	618	255	256.050	-0.099	-0.005	0.021	-0.105	1.050	0.156	0.148	-39.601
77	620	101.250	102	-0.294	0.072	-0.622	0.590	0.750	0.613	0.818	122.341
78	635	114.300	115.350	-0.672	-0.167	-1.488	0.377	1.050	0.981	0.934	146.313
79	635	118.200	118.350	-1.749	NaN	-1.749	NaN	0.150	NaN	NaN	NaN
80	635	122.550	123.900	-2.186	0.091	-3.170	0.156	1.350	0.986	0.730	176.210
81	635	127.200	128.250	-3.436	0.085	-3.945	0.096	1.050	0.509	0.485	178.856
82	635	129.150	130.950	-4.399	0.060	-5.603	0.276	1.800	1.223	0.680	169.814
83	635	131.700	134.700	-5.863	0.160	-7.651	0.439	3	1.810	0.603	171.149
84	643	91.350	92.850	-0.594	0.130	-0.149	0.174	1.500	0.447	0.298	5.688
85	643	148.950	150	0.608	-0.005	1.160	0.041	1.050	0.554	0.528	4.778
86	643	150.600	153.300	1.374	0.070	2.680	-0.284	2.700	1.353	0.501	-15.153
87	652	131.400	132	-0.230	0.066	-0.151	-0.088	0.600	0.173	0.288	-62.763
88	661	190.350	193.950	-0.335	-0.003	0.987	0.101	3.600	1.326	0.368	4.508
89	675	111.300	112.500	-0.191	0.201	-0.438	0.080	1.200	0.275	0.229	-153.911
90	678	121.950	122.700	-0.699	0.029	-1.054	-0.060	0.750	0.366	0.488	-165.948
91	678	127.350	129	-1.193	0.086	-2.265	-0.064	1.650	1.082	0.656	-172.020
92	683	204.600	205.950	-0.014	0.090	-0.609	0.076	1.350	0.595	0.441	-178.643
93	689	174.750	181.200	-0.255	0.080	-4.185	0.653	6.450	3.971	0.616	171.718
94	697	102.150	103.200	-0.169	0.166	-0.465	0.166	1.050	0.296	0.282	179.925
95	720	166.200	167.550	-0.430	0.348	-1.415	0.079	1.350	1.021	0.756	-164.763
96	720	168.900	170.550	-1.839	0.222	-2.745	0.143	1.650	0.909	0.551	-175.036
97	726	141	141.450	-0.060	-0.179	-0.227	-0.098	0.450	0.185	0.412	154.275
98	739	183.300	190.050	-0.554	-0.057	-4.310	0.100	6.750	3.759	0.557	177.601
99	739	191.850	201.450	-4.457	0.009	-1.071	-0.108	9.600	3.388	0.353	-1.973
100	760	113.700	114.750	-0.142	0.056	-0.252	0.134	1.050	0.135	0.128	144.716
101	769	130.800	132.900	-0.247	0.028	-1.586	0.052	2.100	1.339	0.638	178.979
102	782	158.100	159.300	-0.138	0.314	0.091	0.241	1.200	0.240	0.200	-17.735
103	795	106.500	106.800	-0.219	-0.040	-1.021	-0.003	0.300	0.803	2.676	177.359
104	797	139.800	140.700	-0.099	0.206	-0.458	0.180	0.900	0.360	0.400	-175.784
105	798	181.200	183.750	-0.261	-0.208	0.361	-0.211	2.550	0.622	0.244	-0.245
106	810	143.550	144.750	-0.712	0.178	-0.426	0.067	1.200	0.307	0.256	-21.328
107	825	110.250	111.150	-0.178	-0.247	-0.863	0.363	0.900	0.917	1.019	138.321
108	876	107.100	109.350	-0.168	0.065	-1.080	-0.099	2.250	0.927	0.412	-169.783
109	876	111.900	112.500	-1.178	0.128	-1.722	-0.023	0.600	0.564	0.941	-164.523
110	876	112.950	113.550	-1.933	-0.089	-2.210	-0.087	0.600	0.277	0.462	179.466
111	880	128.250	129.600	-0.033	0.175	-0.520	0.320	1.350	0.508	0.376	163.413
112	884	150.900	153.450	-1.382	0.262	-6.552	0.006	2.550	5.176	2.030	-177.169
113	895	112.800	113.550	-0.243	0.236	5.000E-4	0.027	0.750	0.321	0.428	-40.707
114	898	165	168.750	-0.228	0.166	-0.455	0.230	3.750	0.236	0.063	164.214
115	904	136.500	137.400	-0.305	-0.013	-0.014	0.293	0.900	0.422	0.469	46.439
116	908	114.300	115.650	-0.211	-0.255	-0.832	0.192	1.350	0.765	0.567	144.268
117	912	99.900	101.100	-0.200	-0.011	-0.394	0.269	1.200	0.340	0.283	124.771
118	914	127.050	127.650	-0.247	0.142	-0.105	-0.169	0.600	0.342	0.569	-65.444
119	917	115.500	115.950	-0.119	0.098	-0.340	-0.847	0.450	0.971	2.157	-103.159
120	920	118.200	118.800	-0.281	0.336	-0.054	-0.438	0.600	0.806	1.344	-73.647
121	927	157.350	159	-0.290	0.101	-0.146	0.089	1.650	0.145	0.088	-5.117
122	930	109.950	110.550	-0.470	0.067	-0.269	-0.129	0.600	0.281	0.468	-44.243
123	930	123.150	126.450	-0.190	0.220	0.477	0.079	3.300	0.682	0.207	-11.943
124	930	127.800	129	0.588	0.073	0.795	0.102	1.200	0.209	0.174	8.023
125	930	135.150	136.950	1.049	0.164	1.805	0.128	1.800	0.757	0.420	-2.686
126	930	140.250	142.050	2.359	0.260	2.868	-0.120	1.800	0.635	0.353	-36.763
127	932	111.750	112.650	-0.230	0.317	-1.337	0.221	0.900	1.111	1.235	-175.034
128	935	182.550	183.750	-0.613	-0.047	-0.119	0.155	1.200	0.534	0.445	22.294
129	942	136.950	137.850	-0.561	0.093	-1.038	-0.133	0.900	0.528	0.586	-154.692
130	942	138.300	139.050	-1.131	0.135	-1.509	0.183	0.750	0.381	0.508	172.742
131	942	139.500	141.600	-1.454	-0.110	-2.933	-0.175	2.100	1.480	0.705	-177.477
132	946	122.400	124.350	-0.057	0.083	-0.641	0.099	1.950	0.584	0.300	178.382
133	946	127.800	128.700	-0.958	-0.099	-1.492	-0.044	0.900	0.537	0.596	174.156
134	954	111.150	112.200	0.375	0.010	-0.601	0.304	1.050	1.019	0.971	163.224
135	959	103.500	104.100	-0.280	-0.050	-2.854	-0.020	0.600	2.574	4.290	179.343
136	962	108.600	108.900	-0.131	-0.335	-0.397	-0.280	0.300	0.272	0.905	168.318
137	974	88.950	90	-0.301	0.176	-0.170	-0.038	1.050	0.251	0.239	-58.531
138	1017	172.350	172.950	-0.130	0.231	0.142	-0.158	0.600	0.475	0.792	-55.068
139	1019	129.600	130.200	-0.240	-0.195	-0.381	0.047	0.600	0.279	0.465	120.322
140	1023	124.500	125.400	-0.275	-0.110	-0.007	0.098	0.900	0.339	0.377	37.824
141	1025	130.350	131.850	-0.277	-0.013	-0.037	0.026	1.500	0.243	0.162	9.322
142	1028	120.450	121.650	-1.950	0.444	-2.784	-0.244	1.200	1.081	0.901	-140.471
143	1041	159.300	160.200	-0.221	0.622	0.220	-0.141	0.900	0.881	0.979	-59.967
144	1042	130.500	134.100	1.837	-0.127	0.494	0.164	3.600	1.374	0.382	167.766
145	1042	226.800	236.250	-1.216	0.097	-6.149	0.227	9.450	4.935	0.522	178.493
146	1042	274.200	275.100	-5.900	0.069	-6.945	0.108	0.900	1.046	1.162	177.876
147	1048	109.500	110.400	-0.178	0.108	-0.416	0.029	0.900	0.251	0.279	-161.702
148	1059	139.050	139.350	-0.241	-0.116	-0.536	-0.316	0.300	0.356	1.188	-145.864
149	1064	145.800	146.550	-1.310	-0.041	-1.750	-0.103	0.750	0.444	0.592	-172.039
150	1069	125.250	126.750	-1.034	0.284	-2.448	-0.220	1.500	1.501	1.001	-160.380
151	1069	127.800	129	-2.558	0.256	-3.238	-0.114	1.200	0.774	0.645	-151.450
152	1097	136.050	136.950	-0.239	-0.071	-0.352	0.109	0.900	0.212	0.236	122.151
153	1098	149.250	149.850	-0.080	5.847E-4	0.208	0.165	0.600	0.332	0.553	29.741
154	1101	187.950	190.200	-0.274	0.062	0.810	0.104	2.250	1.085	0.482	2.210
155	1101	190.650	194.250	0.336	0.071	2.321	0.078	3.600	1.985	0.551	0.202
156	1101	195.450	197.550	2.542	0.274	3.258	0.492	2.100	0.749	0.356	16.949
157	1105	136.800	137.100	-0.216	0.174	-0.136	0.003	0.300	0.189	0.629	-64.928
158	1112	135.900	136.800	-0.118	0.334	0.384	-0.067	0.900	0.643	0.714	-38.646
159	1121	101.100	103.200	-0.248	0.244	-0.662	0.110	2.100	0.435	0.207	-162.040
160	1123	115.350	117.300	-0.320	-0.187	-0.970	0.104	1.950	0.712	0.365	155.909
161	1123	130.800	133.800	-2.347	-0.043	-3.892	-0.008	3	1.545	0.515	178.692
162	1130	94.350	95.250	-0.330	0.091	-0.168	0.026	0.900	0.175	0.194	-21.843
163	1133	159.600	163.350	-0.079	0.054	0.811	0.714	3.750	1.108	0.296	36.577
164	1150	121.500	121.950	-0.141	0.465	-0.552	0.570	0.450	0.424	0.942	165.750
165	1150	123.300	124.800	-0.599	-0.315	-1.017	-0.130	1.500	0.457	0.305	156.157
166	1150	127.350	127.950	-1.177	-0.359	-1.510	-0.285	0.600	0.341	0.568	167.547
167	1150	129.450	130.500	-1.593	-0.456	-2.031	-0.390	1.050	0.443	0.422	171.422
168	1158	241.050	243	-1.111	0.272	-2.204	0.894	1.950	1.258	0.645	150.341
169	1162	125.700	127.350	-0.278	0.207	0.060	0.180	1.650	0.339	0.206	-4.593
170	1176	92.400	94.950	-0.448	0.242	-0.081	0.102	2.550	0.393	0.154	-20.842
171	1195	137.700	138.150	-0.166	0.166	-0.626	0.236	0.450	0.465	1.034	171.316
172	1195	175.800	176.400	-0.721	0.010	-0.911	-0.043	0.600	0.197	0.328	-164.613
173	1209	135.750	136.500	-0.154	0.335	-0.607	-0.387	0.750	0.853	1.137	-122.096
174	1224	97.800	98.550	-0.114	-0.129	0.497	-0.915	0.750	0.995	1.327	-52.121
175	1248	146.400	147.450	-0.141	0.122	-0.411	-0.305	1.050	0.505	0.481	-122.313
176	1262	152.400	153.450	-0.232	-0.271	0.280	0.392	1.050	0.837	0.797	52.291
177	1264	147	148.950	-0.414	0.233	-1.118	0.473	1.950	0.744	0.381	161.194
178	1272	160.650	162.150	-0.103	0.380	0.322	0.153	1.500	0.482	0.321	-28.098
179	1280	199.050	199.800	0.535	0.006	-0.009	0.341	0.750	0.639	0.852	148.339
180	1280	273.600	273.900	-0.842	-0.104	-1.239	-0.131	0.300	0.398	1.326	-176.109
181	1288	126.900	162.450	-4.905	0.935	3.677	0.815	35.550	8.583	0.241	-0.803
