 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	2	116.250	117.150	0.174	0.065	0.299	0.173	0.900	0.165	0.183	40.856
2	47	155.250	155.850	-0.003	-0.155	0.262	-0.192	0.600	0.268	0.447	-7.904
3	85	133.350	133.950	0.078	0.191	-0.394	0.213	0.600	0.473	0.788	177.295
4	133	188.550	190.350	0.066	0.046	0.963	-0.061	1.800	0.904	0.502	-6.822
5	295	149.700	150.600	-0.027	0.065	-0.168	-0.055	0.900	0.185	0.205	-139.686
6	298	208.500	210.150	-0.034	-0.135	0.690	-0.079	1.650	0.725	0.440	4.430
7	386	127.800	128.250	-0.043	-0.219	-0.243	-0.653	0.450	0.478	1.062	-114.736
8	637	120	120.900	0.027	-0.258	-0.270	-0.048	0.900	0.365	0.405	144.690
9	684	120.900	122.100	-0.051	0.046	0.475	-0.185	1.200	0.575	0.479	-23.634
10	697	123.150	124.050	-0.018	-0.012	0.262	-0.141	0.900	0.308	0.342	-24.715
11	729	123	123.600	-0.054	0.186	0.328	-0.345	0.600	0.655	1.091	-54.262
12	791	126.600	128.100	-0.085	-0.023	0.165	0.064	1.500	0.264	0.176	19.318
13	822	139.050	139.800	-0.013	-0.166	0.224	-0.216	0.750	0.242	0.323	-11.886
14	885	132.600	133.200	-0.085	-0.086	0.206	0.153	0.600	0.377	0.629	39.453
15	885	133.650	134.400	0.152	-0.114	0.507	-0.132	0.750	0.356	0.474	-2.778
16	897	124.200	124.800	-0.186	0.063	-0.598	-0.150	0.600	0.464	0.774	-152.713
17	1030	131.250	132.150	-0.722	-0.099	-1.154	0.180	0.900	0.514	0.571	147.168
18	1105	136.050	136.800	-0.080	-0.264	-0.341	-0.025	0.750	0.354	0.472	137.456
19	1124	127.200	127.800	0.322	0.177	0.669	-0.094	0.600	0.440	0.734	-37.960
20	1162	148.350	148.950	-0.029	-0.013	0.141	0.332	0.600	0.385	0.641	63.847
21	1304	145.950	146.550	0.834	-0.080	0.096	-0.028	0.600	0.739	1.232	175.978
22	1430	210.600	212.250	-0.080	-0.149	0.630	-0.056	1.650	0.716	0.434	7.442
23	1506	150.150	150.750	-0.010	0.054	0.285	0.291	0.600	0.378	0.630	38.810
24	1594	172.050	172.500	0.403	-0.166	0.118	-0.092	0.450	0.294	0.654	165.315
25	1709	118.350	118.950	0.043	-0.001	0.187	-0.129	0.600	0.193	0.321	-41.630
26	1770	147.750	148.650	-0.091	-0.187	-0.301	-0.107	0.900	0.225	0.250	158.973
27	1953	132.600	133.650	0.118	0.155	0.368	-0.011	1.050	0.300	0.285	-33.616
28	2108	158.400	159.450	-0.042	0.087	-0.206	0.036	1.050	0.173	0.164	-162.611
29	2137	144	145.200	0.286	-0.318	0.630	-0.149	1.200	0.383	0.319	26.195
30	2137	147.150	148.950	0.864	0.215	1.645	0.285	1.800	0.784	0.436	5.141
31	2137	157.200	158.850	2.750	0.285	3.328	0.385	1.650	0.586	0.355	9.863
32	2137	159.750	160.500	3.512	0.416	3.763	0.549	0.750	0.284	0.379	27.997
33	2159	138.750	140.100	0.042	-0.153	0.909	-0.125	1.350	0.868	0.643	1.837
34	2185	134.250	134.700	0.032	-0.062	-0.418	-0.296	0.450	0.507	1.126	-152.501
