 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	10	96.900	97.500	-0.010	0.263	-0.088	0.003	0.600	0.272	0.453	-106.774
2	18	102.600	103.350	0.130	0.091	-0.070	0.283	0.750	0.278	0.370	136.108
3	67	107.700	109.050	-0.093	-0.054	0.067	0.052	1.350	0.192	0.142	33.450
4	84	119.400	119.850	0.026	-0.042	-0.448	0.040	0.450	0.481	1.068	170.180
5	95	106.950	107.400	-0.064	0.056	-0.008	0.088	0.450	0.064	0.143	29.686
6	112	119.550	120.300	-0.050	-0.024	0.082	0.132	0.750	0.204	0.271	49.881
7	142	123.900	124.950	-0.122	-0.029	0.152	0.018	1.050	0.278	0.264	9.755
8	180	101.850	102.750	-0.270	0.116	-0.275	0.112	0.900	0.006	0.007	-140.215
9	200	103.050	103.800	-0.043	-0.006	0.128	0.036	0.750	0.176	0.235	13.682
10	227	113.850	114.300	-0.003	0.018	-0.078	0.136	0.450	0.140	0.310	122.580
11	235	108	108.750	-0.030	0.134	0.038	0.099	0.750	0.077	0.103	-26.661
12	246	101.250	101.850	-0.056	0.215	-0.040	0.268	0.600	0.055	0.092	73.210
13	264	99.750	100.350	0.088	-0.118	-0.381	0.224	0.600	0.581	0.968	143.854
14	317	99.450	99.900	0.130	0.274	-0.243	0.042	0.450	0.439	0.976	-148.105
15	317	108.900	109.800	-0.507	0.064	-1.246	-0.085	0.900	0.754	0.838	-168.667
16	326	110.850	111.450	0.006	0.155	-0.120	0.279	0.600	0.177	0.294	135.700
17	335	139.650	140.400	0.035	0.186	0.312	0.208	0.750	0.278	0.370	4.452
18	390	105	105.900	0.061	0.024	-0.136	0.007	0.900	0.198	0.219	-175.019
19	431	108.150	108.600	-0.038	-0.041	0.026	-0.110	0.450	0.094	0.209	-47.130
20	435	97.500	98.100	0.006	0.084	-0.114	0.134	0.600	0.130	0.217	157.206
21	443	123.900	124.800	0.038	0.019	0.259	-0.053	0.900	0.232	0.258	-18.020
22	453	106.350	107.250	-0.019	0.146	0.069	0.130	0.900	0.089	0.099	-10.145
23	467	91.200	91.650	0.149	0.286	-0.136	0.249	0.450	0.287	0.638	-172.492
24	475	113.100	113.850	0.123	0.162	-0.253	-0.125	0.750	0.473	0.631	-142.598
25	540	101.250	103.050	0.128	0.121	0.099	0.155	1.800	0.044	0.025	130.421
26	541	94.200	94.950	0.123	0.238	-0.314	-0.009	0.750	0.502	0.669	-150.512
27	622	98.400	99.300	0.005	-0.007	-0.034	0.060	0.900	0.077	0.086	119.795
28	634	179.250	179.700	-0.080	-0.039	0.013	-0.123	0.450	0.125	0.277	-41.982
29	667	108.750	109.350	0.088	0.325	-0.384	-0.309	0.600	0.790	1.317	-126.673
30	692	103.200	104.100	-0.053	0.180	0.117	0.030	0.900	0.226	0.251	-41.432
31	704	101.550	102	0.099	-0.065	-0.019	0.001	0.450	0.136	0.302	150.640
32	705	115.350	117.150	-0.101	0.110	0.187	0.288	1.800	0.339	0.188	31.812
33	720	99.300	99.750	-0.078	0.121	0.018	0.253	0.450	0.164	0.363	54.055
34	721	101.850	102.900	-0.054	0.179	-0.770	0.322	1.050	0.729	0.695	168.692
35	729	100.350	101.250	-0.021	0.122	0.083	0.090	0.900	0.109	0.121	-17.045
36	740	116.250	117.450	-0.027	-0.045	0.170	0.182	1.200	0.301	0.251	49.158
37	777	97.950	99.450	0.026	0.140	-0.480	0.218	1.500	0.512	0.341	171.273
38	812	116.700	117.600	-0.086	0.547	-0.440	0.462	0.900	0.364	0.404	-166.439
39	819	97.350	98.100	0.006	-0.048	0.010	-0.050	0.750	0.004	0.005	-29.540
40	854	94.500	95.850	-0.037	0.259	-0.453	0.139	1.350	0.433	0.321	-163.942
41	901	103.200	103.950	0.155	0.047	-0.358	0.142	0.750	0.522	0.696	169.515
42	916	136.650	137.400	0.018	-0.047	0.277	0.093	0.750	0.295	0.393	28.344
43	917	113.250	114.150	-0.064	0.120	0.085	0.002	0.900	0.190	0.212	-38.634
44	932	124.050	124.500	-0.006	-0.102	0.094	0.294	0.450	0.409	0.909	75.740
45	955	112.800	113.550	-0.091	0.108	0.147	0.124	0.750	0.239	0.319	3.665
46	962	97.200	97.800	-0.067	-0.042	0.048	0.090	0.600	0.176	0.293	49.004
47	967	101.250	102.150	-0.107	0.138	0.086	0.194	0.900	0.201	0.224	16.089
48	1001	108.150	109.200	-0.018	0.041	-0.045	5.012E-4	1.050	0.048	0.046	-124.151
49	1018	101.700	102.300	0.056	0.108	-0.264	0.136	0.600	0.321	0.535	175.121
50	1022	139.650	141	-0.077	0.156	0.117	0.048	1.350	0.222	0.164	-29.265
51	1026	101.700	103.050	-0.093	0.107	0.030	0.057	1.350	0.133	0.099	-22.385
52	1028	94.350	95.100	-0.227	0.004	0.094	-0.043	0.750	0.325	0.433	-8.327
53	1040	103.200	103.800	0.061	0.081	-0.051	0.187	0.600	0.154	0.257	136.527
54	1050	96.900	97.350	0.058	0.138	-0.325	0.329	0.450	0.428	0.951	153.384
55	1071	124.200	124.800	0.056	0.017	0.157	0.181	0.600	0.193	0.321	58.470
56	1075	109.800	111.300	0.010	0.014	0.194	0.111	1.500	0.208	0.139	27.797
57	1088	138	139.050	-0.838	-0.156	-1.624	-0.005	1.050	0.800	0.762	169.077
58	1094	128.400	129.900	-0.030	0.028	0.304	0.069	1.500	0.337	0.225	7.013
59	1109	114.900	116.100	-0.062	0.235	0.035	0.341	1.200	0.144	0.120	47.231
60	1115	114.450	115.800	-0.021	-0.123	0.205	0.034	1.350	0.275	0.204	34.818
61	1150	131.850	132.600	-0.011	0.023	0.110	0.071	0.750	0.131	0.174	21.323
62	1154	102.600	103.500	0.106	-0.039	-0.547	0.092	0.900	0.666	0.740	168.630
63	1259	112.500	113.550	-0.054	-0.042	0.094	0.106	1.050	0.210	0.200	44.945
64	1300	119.850	120.600	-0.139	0.078	0.174	-0.077	0.750	0.350	0.466	-26.225
65	1337	106.950	108	-0.086	0.081	0.186	0.103	1.050	0.273	0.260	4.475
66	1357	104.550	106.500	-0.026	0.135	0.229	0.044	1.950	0.270	0.139	-19.659
67	1363	109.050	110.100	-0.003	0.266	0.203	0.002	1.050	0.335	0.319	-51.981
68	1396	107.100	108.150	0.299	0.160	-0.291	0.167	1.050	0.590	0.562	179.372
69	1396	108.600	109.350	-0.392	0.110	-0.814	0.101	0.750	0.423	0.563	-178.694
70	1397	96.450	97.800	0.418	-0.061	-0.547	0.417	1.350	1.077	0.798	153.644
71	1438	147.150	148.800	0.136	-0.093	-0.131	0.189	1.650	0.388	0.235	133.461
72	1458	97.650	98.400	-0.062	0.234	0.064	0.156	0.750	0.148	0.198	-31.491
73	1462	161.850	163.350	-0.270	0.165	-0.058	0.015	1.500	0.260	0.174	-35.182
74	1539	119.850	120.750	-0.016	0.124	0.160	0.078	0.900	0.182	0.202	-14.640
75	1547	105	106.050	-0.088	-0.035	0.189	0.127	1.050	0.321	0.305	30.305
76	1589	103.350	103.950	0.125	-0.003	-0.262	-0.040	0.600	0.389	0.648	-174.474
77	1598	102.900	103.500	-0.056	0.043	0.130	0.041	0.600	0.186	0.309	-0.835
78	1626	105.750	106.350	-0.053	-0.048	0.035	0.089	0.600	0.163	0.271	57.277
79	1691	128.850	129.600	-0.045	0.044	0.109	0.092	0.750	0.161	0.215	17.443
80	1719	113.550	114.750	-0.078	0.002	0.166	-0.254	1.200	0.354	0.295	-46.202
81	1762	128.850	130.200	-0.096	0.155	0.258	0.186	1.350	0.355	0.263	4.908
82	1768	148.200	149.550	0.434	0.007	0.104	0.020	1.350	0.330	0.244	177.739
83	1808	148.800	149.400	-0.182	-0.068	-0.382	-0.058	0.600	0.200	0.334	177.028
84	1818	168.750	169.500	0.485	0.228	0.198	0.402	0.750	0.335	0.447	148.676
85	1818	170.400	171	0.134	0.414	-0.130	0.150	0.600	0.373	0.622	-134.990
86	1842	157.200	158.550	-0.144	0.098	0.230	0.130	1.350	0.376	0.278	4.886
87	1873	151.350	151.950	0.880	-0.423	0.563	-0.347	0.600	0.326	0.543	166.643
88	1885	168.450	169.950	0.339	0.004	-0.016	0.009	1.500	0.355	0.237	179.333
