 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	2	145.050	145.800	-0.112	0.169	-0.597	0.190	0.750	0.485	0.647	177.490
2	19	149.550	158.550	-0.543	0.074	2.514	0.009	9	3.058	0.340	-1.224
3	19	167.700	170.700	2.711	-0.071	3.825	-0.088	3	1.114	0.371	-0.867
4	42	128.400	128.850	-0.313	0.032	-0.165	-0.004	0.450	0.152	0.339	-13.831
5	44	202.950	204.150	-0.132	0.142	0.120	0.227	1.200	0.266	0.222	18.602
6	87	98.100	98.550	-0.280	0.197	-1.493	-0.371	0.450	1.340	2.977	-154.897
7	87	100.350	100.650	-1.628	-0.832	-2.162	-0.901	0.300	0.538	1.795	-172.637
8	118	136.800	153.750	-0.098	0.104	3.196	0.038	16.950	3.295	0.194	-1.152
9	118	166.200	171.600	2.452	-0.006	3.824	-0.127	5.400	1.377	0.255	-5.064
10	118	175.800	181.200	3.903	0.133	1.731	-0.059	5.400	2.180	0.404	-174.943
11	118	184.950	190.200	0.628	-0.081	-1.867	0.023	5.250	2.497	0.476	177.629
12	122	183.750	188.250	-1.188	-0.085	-0.357	0.006	4.500	0.836	0.186	6.256
13	122	199.050	201.600	0.729	-0.002	1.297	0.095	2.550	0.576	0.226	9.672
14	122	217.650	218.850	2.541	0.126	3.106	0.140	1.200	0.565	0.471	1.417
15	122	228.300	232.350	4.119	0.017	4.924	0.166	4.050	0.819	0.202	10.474
16	122	242.100	246	3.638	0.118	4.373	0.168	3.900	0.737	0.189	3.890
17	244	105.150	105.750	-0.147	-0.118	-0.565	-0.313	0.600	0.461	0.769	-154.980
18	276	120.300	121.500	-0.307	-0.221	-0.623	0.255	1.200	0.572	0.476	123.563
19	301	134.250	138.900	-0.672	0.019	1.154	0.149	4.650	1.831	0.394	4.059
20	301	147.900	155.550	1.932	0.078	4.690	0.161	7.650	2.759	0.361	1.721
21	301	157.500	160.200	3.834	0.023	4.745	0.185	2.700	0.925	0.343	10.089
22	301	161.700	165	3.312	0.042	4.735	0.077	3.300	1.423	0.431	1.400
23	307	122.550	123.300	-0.184	0.044	-0.370	0.259	0.750	0.284	0.379	130.850
24	307	123.900	124.500	-0.413	0.129	-0.753	-0.107	0.600	0.413	0.689	-145.329
25	311	124.650	125.100	-0.314	-0.007	-0.116	-0.076	0.450	0.210	0.466	-19.239
26	315	136.800	137.850	-0.278	-0.054	-0.590	0.257	1.050	0.441	0.420	135.060
27	320	153.900	154.500	-0.193	0.215	0.161	-0.099	0.600	0.473	0.788	-41.552
28	327	90.900	91.350	-0.007	-0.020	-0.891	-0.628	0.450	1.073	2.385	-145.467
29	348	109.350	115.800	-0.531	0.148	-2.861	0.148	6.450	2.330	0.361	179.985
30	348	115.800	133.350	-3.023	0.149	0.962	0.132	17.550	3.985	0.227	-0.245
31	373	201.300	202.200	0.060	-0.182	-0.646	-0.183	0.900	0.706	0.784	-179.871
32	375	226.200	228	-1.077	0.043	-0.690	0.006	1.800	0.389	0.216	-5.450
33	375	229.200	232.350	-0.556	0.056	0.741	0.096	3.150	1.298	0.412	1.764
34	375	236.550	243.900	0.915	-0.023	4.305	-0.012	7.350	3.390	0.461	0.191
35	378	81.450	82.200	-0.221	-0.003	-0.859	0.536	0.750	0.835	1.113	139.826
36	389	105	105.900	-0.223	0.172	-0.403	0.097	0.900	0.195	0.217	-157.457
37	433	130.500	131.400	-0.142	0.088	-0.400	-0.004	0.900	0.274	0.304	-160.549
38	434	204.600	206.100	-0.692	0.476	-0.294	0.110	1.500	0.541	0.361	-42.659
39	463	96.600	97.800	-0.285	0.130	-0.092	0.217	1.200	0.212	0.176	24.177
40	465	123.750	125.250	-0.585	0.216	-1.350	-0.005	1.500	0.796	0.531	-163.872
41	465	126.300	128.550	-1.291	0.137	-0.497	0.312	2.250	0.813	0.361	12.411
42	465	133.200	135.300	-0.345	0.235	0.527	0.311	2.100	0.875	0.417	4.992
43	488	200.550	205.050	-1.022	-0.085	0.324	0.180	4.500	1.372	0.305	11.132
44	488	210.150	213.750	0.799	0.223	1.805	0.383	3.600	1.019	0.283	9.044
45	488	215.400	217.350	1.999	0.303	2.419	0.378	1.950	0.427	0.219	10.069
46	488	222.300	226.500	2.655	0.432	3.797	0.521	4.200	1.145	0.273	4.467
47	488	229.050	232.950	4.085	0.576	5.040	0.663	3.900	0.959	0.246	5.179
48	502	151.200	152.700	-0.232	0.096	0.108	0.054	1.500	0.343	0.228	-7.165
49	502	153.900	156.150	0.191	0.050	0.717	0.069	2.250	0.526	0.234	2.059
50	538	108.750	111.900	-0.232	0.126	-1.450	0.213	3.150	1.221	0.388	175.920
