 	trajectory	start	end	x1	y1	x2	y2	duration	distance	rate	angle (deg)
1	58	130.950	132.450	-0.854	0.181	-0.437	0.238	1.500	0.421	0.281	7.849
2	58	133.800	136.650	-0.279	0.049	1.008	0.259	2.850	1.304	0.458	9.293
3	58	138.600	139.650	1.352	0.097	2.039	0.278	1.050	0.710	0.677	14.765
4	58	140.550	141.900	2.338	0.017	3.369	0.001	1.350	1.031	0.764	-0.910
5	58	143.550	145.050	3.931	0.024	4.737	0.203	1.500	0.826	0.550	12.525
6	96	142.200	142.800	-0.238	0.008	-0.012	-0.060	0.600	0.236	0.393	-16.723
7	96	143.100	143.850	0.013	0.100	0.296	0.092	0.750	0.283	0.377	-1.565
8	180	163.800	166.650	-0.172	0.219	0.723	0.427	2.850	0.919	0.322	13.037
9	180	168.150	171.750	0.920	0.456	2.407	0.931	3.600	1.561	0.434	17.696
10	185	95.400	95.850	-0.351	0.151	-0.942	0.191	0.450	0.592	1.316	176.211
11	187	139.350	140.550	-0.428	0.166	0.022	0.294	1.200	0.468	0.390	15.842
12	187	142.200	145.350	0.253	0.033	1.600	0.172	3.150	1.354	0.430	5.883
13	218	149.850	151.350	-0.949	-0.082	-1.940	-0.184	1.500	0.996	0.664	-174.120
14	222	130.950	131.400	-0.303	0.280	-0.270	0.238	0.450	0.053	0.118	-51.694
15	223	232.500	233.700	-0.222	-0.086	0.419	0.056	1.200	0.656	0.547	12.463
16	282	123.750	124.800	-0.008	0.296	-0.774	-0.057	1.050	0.843	0.803	-155.261
17	299	199.950	213.750	-0.730	-0.023	1.912	-0.093	13.800	2.643	0.192	-1.521
18	299	224.400	229.650	1.725	-0.068	2.214	0.071	5.250	0.508	0.097	15.863
19	323	97.200	97.950	-0.279	0.281	-0.167	0.044	0.750	0.263	0.351	-64.784
20	335	102	104.700	-0.541	0.247	0.404	-0.264	2.700	1.075	0.398	-28.425
21	335	107.100	110.100	0.670	0.048	1.745	0.109	3	1.077	0.359	3.262
22	350	128.250	129.300	-0.200	-0.315	-0.509	0.017	1.050	0.453	0.432	132.958
23	354	193.350	194.100	-0.194	0.035	1.000E-4	0.016	0.750	0.195	0.260	-5.767
24	354	194.700	195.600	0.015	0.053	0.312	0.114	0.900	0.303	0.337	11.730
25	359	98.100	100.650	-0.590	0.043	-1.863	0.087	2.550	1.274	0.500	178.050
26	359	101.250	103.800	-1.893	0.054	-3.133	-0.037	2.550	1.243	0.488	-175.824
27	370	118.050	121.800	-0.349	0.008	0.654	0.198	3.750	1.021	0.272	10.727
28	370	124.500	128.400	0.842	0.146	1.967	0.076	3.900	1.127	0.289	-3.529
29	381	125.550	126.750	-0.266	0.444	0.102	-0.022	1.200	0.593	0.495	-51.674
30	402	141.750	144.450	-0.841	-0.116	0.414	0.277	2.700	1.315	0.487	17.413
31	402	149.400	157.950	0.629	0.211	4.972	-0.137	8.550	4.357	0.510	-4.570
32	402	160.650	161.700	5.488	0.251	6.004	-0.283	1.050	0.743	0.707	-45.998
33	402	165.900	167.250	6.978	-0.066	7.770	-0.397	1.350	0.858	0.636	-22.698
34	425	120.300	121.800	-0.301	0.111	0.230	-0.041	1.500	0.552	0.368	-16.003
35	430	112.050	112.950	-0.372	0.119	0.031	-0.081	0.900	0.450	0.500	-26.358
36	479	121.350	126	-1.135	-0.116	0.670	0.113	4.650	1.820	0.391	7.243
37	479	132.300	150.750	1.905	0.127	8.142	0.155	18.450	6.237	0.338	0.257
38	479	153.900	156.300	8.584	0.270	9.858	-0.004	2.400	1.303	0.543	-12.132
39	489	212.250	213.750	-0.074	0.250	0.596	-0.112	1.500	0.762	0.508	-28.381
40	491	188.850	190.500	-0.004	0.119	0.478	0.068	1.650	0.485	0.294	-6.007
41	511	105	105.750	-0.157	0.049	-0.530	0.226	0.750	0.413	0.551	154.586
42	515	193.800	197.550	-0.184	0.014	1.502	0.188	3.750	1.695	0.452	5.891
43	515	200.250	202.200	-0.487	-0.140	0.461	0.059	1.950	0.969	0.497	11.834
44	515	203.850	205.650	0.889	0.134	1.698	0.421	1.800	0.858	0.477	19.533
45	543	176.100	176.850	-0.193	0.258	0.063	0.114	0.750	0.294	0.391	-29.308
46	566	177.900	178.650	-0.201	-0.086	0.046	-0.188	0.750	0.267	0.356	-22.484
