 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr	y_corr	Time	SDx	SDy
29	1112	30.796	86.816	237.489	1595.188	0.672	0.581	562	3	-0.126	0.098	84.300	0.050	0.088
30	1113	30.890	90.893	237.504	1595.184	0.649	0.556	563	3	-0.098	0.086	84.450	0.052	0.081
31	1114	30.817	79.204	237.585	1595.308	0.713	0.632	564	3	0.037	0.296	84.600	0.051	0.095
32	1115	30.524	76.766	237.546	1595.358	0.707	0.634	565	3	-0.034	0.374	84.750	0.049	0.114
33	1116	30.889	82.444	237.529	1595.351	0.700	0.600	566	3	-0.075	0.371	84.900	0.050	0.126
34	1117	30.908	84.255	237.470	1595.158	0.681	0.575	567	3	-0.165	0.070	85.050	0.057	0.127
35	1118	30.539	83.855	237.505	1595.135	0.720	0.597	568	3	-0.114	0.026	85.200	0.057	0.128
36	1119	30.372	93.631	237.571	1595.158	0.650	0.580	569	3	0.011	0.075	85.350	0.059	0.128
37	1120	30.690	86.662	237.508	1595.052	0.686	0.558	570	3	-0.102	-0.106	85.500	0.059	0.130
38	1121	30.423	85.955	237.487	1595.234	0.689	0.579	571	3	-0.130	0.176	85.650	0.062	0.131
39	1122	30.826	85.214	237.561	1595.277	0.688	0.561	572	3	0.013	0.274	85.800	0.063	0.135
40	1123	31.077	85.210	237.567	1595.303	0.686	0.605	573	3	-0.011	0.272	85.950	0.062	0.139
41	1124	30.947	83.682	237.513	1595.236	0.716	0.575	574	3	-0.094	0.166	86.100	0.056	0.139
42	1125	30.813	87.272	237.536	1595.202	0.708	0.580	575	3	-0.072	0.123	86.250	0.056	0.135
43	1126	31.345	95.752	237.556	1595.199	0.624	0.552	576	3	-0.016	0.107	86.400	0.056	0.123
44	1127	30.927	88.897	237.530	1595.126	0.693	0.571	577	3	-0.062	-0.013	86.550	0.054	0.126
45	1128	30.663	89.124	237.534	1595.209	0.695	0.564	578	3	-0.062	0.123	86.700	0.054	0.126
46	1129	30.705	86.487	237.532	1595.277	0.705	0.584	579	3	-0.062	0.208	86.850	0.054	0.126
47	1130	30.995	86.431	237.550	1595.201	0.656	0.576	580	3	-0.026	0.128	87.000	0.054	0.126
48	1131	30.749	91.947	237.488	1595.265	0.673	0.567	581	3	-0.155	0.210	87.150	0.057	0.123
49	1132	30.823	82.830	237.491	1595.169	0.720	0.599	582	3	-0.123	0.059	87.300	0.057	0.124
50	1133	30.758	82.920	237.474	1595.200	0.700	0.583	583	3	-0.133	0.107	87.450	0.058	0.124
51	1134	31.121	93.380	237.455	1595.125	0.661	0.558	584	3	-0.163	0.013	87.600	0.056	0.123
52	1135	30.601	88.033	237.475	1595.024	0.694	0.571	585	3	-0.141	-0.154	87.750	0.057	0.126
53	1136	30.675	88.474	237.474	1595.119	0.654	0.591	586	3	-0.160	-0.005	87.900	0.059	0.113
54	1137	30.728	86.123	237.468	1595.160	0.690	0.568	587	3	-0.171	0.032	88.050	0.060	0.113
55	1138	31.272	84.751	237.523	1595.196	0.670	0.576	588	3	-0.058	0.099	88.200	0.060	0.112
56	1139	31.006	85.309	237.576	1595.159	0.707	0.579	589	3	0.003	0.050	88.350	0.059	0.113
57	1140	30.054	83.205	237.523	1595.069	0.717	0.573	590	3	-0.086	-0.110	88.500	0.059	0.113
58	1141	30.706	89.243	237.524	1595.059	0.654	0.564	591	3	-0.056	-0.114	88.650	0.059	0.120
59	1142	30.871	82.640	237.546	1595.246	0.713	0.603	592	3	-0.030	0.182	88.800	0.056	0.114
60	1143	30.984	89.170	237.563	1595.245	0.683	0.556	593	3	-0.003	0.194	88.950	0.056	0.108
61	1144	30.812	83.075	237.490	1595.192	0.712	0.581	594	3	-0.118	0.098	89.100	0.057	0.106
62	1145	30.927	81.804	237.476	1595.236	0.705	0.598	595	3	-0.154	0.187	89.250	0.059	0.109
63	1146	30.677	85.957	237.473	1595.189	0.713	0.578	596	3	-0.168	0.114	89.400	0.059	0.109
64	1147	30.897	90.541	237.528	1595.105	0.638	0.567	597	3	-0.066	-0.027	89.550	0.058	0.110
65	1148	30.658	79.694	237.534	1595.193	0.704	0.589	598	3	-0.045	0.115	89.700	0.059	0.109
66	1149	30.877	86.754	237.555	1595.177	0.685	0.586	599	3	-0.021	0.094	89.850	0.061	0.105
67	1150	30.726	89.241	237.511	1595.213	0.670	0.573	600	3	-0.093	0.144	90.000	0.059	0.105
68	1151	30.582	81.044	237.587	1595.251	0.684	0.622	601	3	0.011	0.192	90.150	0.062	0.104
69	1152	30.658	90.496	237.585	1595.260	0.707	0.562	602	3	-0.008	0.202	90.300	0.064	0.108
70	1153	30.809	84.277	237.560	1595.205	0.685	0.580	603	3	-0.045	0.091	90.450	0.063	0.108
71	1154	30.986	85.680	237.541	1595.251	0.720	0.575	604	3	-0.062	0.160	90.600	0.060	0.109
72	1155	30.471	80.622	237.540	1595.250	0.701	0.622	605	3	-0.067	0.150	90.750	0.058	0.096
73	1156	30.776	82.317	237.518	1595.155	0.710	0.582	606	3	-0.096	0.021	90.900	0.054	0.094
74	1157	30.424	83.475	237.510	1595.195	0.689	0.595	607	3	-0.107	0.098	91.050	0.050	0.093
75	1158	30.439	86.947	237.516	1595.151	0.705	0.579	608	3	-0.102	0.018	91.200	0.050	0.095
76	1159	30.866	90.693	237.536	1595.175	0.709	0.572	609	3	-0.093	0.072	91.350	0.048	0.094
77	1160	30.849	79.014	237.573	1595.316	0.727	0.606	610	3	-0.021	0.245	91.500	0.049	0.087
78	1161	31.045	83.569	237.519	1595.178	0.700	0.587	611	3	-0.106	0.050	91.650	0.050	0.071
79	1162	31.111	86.993	237.494	1595.232	0.685	0.562	612	3	-0.158	0.136	91.800	0.053	0.070
80	1163	30.936	87.735	237.535	1595.243	0.671	0.581	613	3	-0.099	0.134	91.950	0.050	0.068
81	1164	31.156	84.424	237.517	1595.217	0.693	0.572	614	3	-0.130	0.093	92.100	0.050	0.068
82	1165	30.828	83.952	237.541	1595.283	0.716	0.581	615	3	-0.082	0.232	92.250	0.048	0.071
83	1166	30.652	83.086	237.529	1595.251	0.726	0.599	616	3	-0.090	0.181	92.400	0.043	0.072
84	1167	30.737	85.507	237.519	1595.237	0.674	0.594	617	3	-0.102	0.134	92.550	0.043	0.063
85	1168	30.724	82.704	237.526	1595.303	0.688	0.581	618	3	-0.086	0.251	92.700	0.042	0.069
86	1169	30.500	86.665	237.532	1595.199	0.693	0.571	619	3	-0.078	0.064	92.850	0.040	0.070
87	1170	30.652	83.791	237.511	1595.234	0.693	0.584	620	3	-0.118	0.106	93.000	0.041	0.070
88	1171	30.779	85.172	237.575	1595.285	0.703	0.595	621	3	0.011	0.186	93.150	0.041	0.070
89	1172	30.783	82.552	237.529	1595.305	0.679	0.624	622	3	-0.046	0.211	93.300	0.038	0.071
90	1173	30.752	84.460	237.515	1595.310	0.680	0.605	623	3	-0.072	0.258	93.450	0.037	0.075
91	1174	31.079	85.576	237.536	1595.217	0.671	0.593	624	3	-0.040	0.074	93.600	0.038	0.077
92	1175	30.785	86.924	237.487	1595.197	0.693	0.537	625	3	-0.109	0.046	93.750	0.038	0.079
93	1176	30.792	87.970	237.541	1595.223	0.706	0.575	626	3	-0.029	0.102	93.900	0.040	0.075
94	1177	30.917	86.316	237.522	1595.165	0.674	0.576	627	3	-0.042	0.027	94.050	0.041	0.078
95	1178	30.757	89.351	237.560	1595.255	0.694	0.562	628	3	0.016	0.142	94.200	0.046	0.074
96	1179	30.780	80.700	237.468	1595.297	0.692	0.598	629	3	-0.142	0.211	94.350	0.048	0.074
97	1180	30.901	90.398	237.421	1595.183	0.688	0.554	630	3	-0.216	0.062	94.500	0.056	0.072
98	1181	30.720	86.619	237.492	1595.180	0.682	0.584	631	3	-0.099	0.032	94.650	0.056	0.073
99	1182	31.048	86.403	237.510	1595.201	0.666	0.574	632	3	-0.077	0.058	94.800	0.053	0.075
100	1183	30.411	85.971	237.512	1595.217	0.710	0.599	633	3	-0.069	0.090	94.950	0.053	0.076
101	1184	30.915	84.616	237.488	1595.205	0.693	0.611	634	3	-0.104	0.075	95.100	0.052	0.076
102	1185	30.563	82.941	237.511	1595.293	0.677	0.605	635	3	-0.090	0.214	95.250	0.052	0.075
103	1186	31.186	88.935	237.528	1595.195	0.692	0.570	636	3	-0.062	0.072	95.400	0.052	0.075
104	1187	30.780	86.891	237.553	1595.257	0.707	0.572	637	3	-0.014	0.147	95.550	0.053	0.075
105	1188	30.568	83.253	237.544	1595.292	0.685	0.598	638	3	-0.046	0.219	95.700	0.054	0.072
106	1189	30.701	85.298	237.522	1595.215	0.684	0.588	639	3	-0.062	0.094	95.850	0.054	0.072
107	1190	30.406	82.677	237.550	1595.324	0.709	0.569	640	3	-0.053	0.283	96.000	0.052	0.080
108	1191	30.910	85.240	237.522	1595.213	0.656	0.601	641	3	-0.077	0.080	96.150	0.049	0.080
109	1192	30.566	81.843	237.555	1595.173	0.700	0.595	642	3	-0.053	0.013	96.300	0.049	0.081
110	1193	30.806	87.630	237.538	1595.220	0.681	0.564	643	3	-0.062	0.093	96.450	0.049	0.074
111	1194	30.669	82.690	237.569	1595.192	0.688	0.596	644	3	-0.027	0.078	96.600	0.050	0.073
112	1195	31.030	83.973	237.576	1595.229	0.684	0.581	645	3	-0.035	0.128	96.750	0.049	0.072
113	1196	30.619	88.998	237.551	1595.091	0.674	0.581	646	3	-0.058	-0.094	96.900	0.049	0.086
114	1197	30.707	83.203	237.597	1595.151	0.710	0.590	647	3	0.022	-0.005	97.050	0.052	0.087
115	1198	30.650	81.736	237.611	1595.241	0.657	0.626	648	3	0.045	0.155	97.200	0.055	0.088
116	1199	30.733	85.332	237.604	1595.206	0.692	0.593	649	3	0.046	0.083	97.350	0.057	0.084
117	1200	30.989	90.345	237.560	1595.175	0.657	0.558	650	3	-0.038	0.043	97.500	0.043	0.084
118	1201	30.868	89.890	237.571	1595.180	0.632	0.569	651	3	-0.010	0.032	97.650	0.041	0.084
119	1202	30.949	87.335	237.566	1595.201	0.696	0.550	652	3	0.005	0.082	97.800	0.042	0.084
120	1203	30.604	88.095	237.570	1595.217	0.679	0.562	653	3	0.018	0.110	97.950	0.043	0.084
121	1204	31.034	81.907	237.588	1595.242	0.710	0.572	654	3	0.043	0.141	98.100	0.042	0.084
122	1205	30.700	87.040	237.567	1595.228	0.653	0.609	655	3	0.019	0.123	98.250	0.041	0.080
123	1206	31.034	82.629	237.613	1595.188	0.686	0.581	656	3	0.099	0.058	98.400	0.047	0.080
124	1207	30.854	82.736	237.589	1595.206	0.685	0.578	657	3	0.042	0.096	98.550	0.049	0.079
125	1208	30.916	88.060	237.516	1595.183	0.663	0.572	658	3	-0.059	0.048	98.700	0.050	0.074
126	1209	30.941	81.457	237.509	1595.219	0.691	0.604	659	3	-0.067	0.128	98.850	0.050	0.074
127	1210	30.941	87.984	237.505	1595.148	0.701	0.561	660	3	-0.082	0.005	99.000	0.052	0.060
128	1211	31.095	84.210	237.535	1595.125	0.688	0.585	661	3	-0.032	-0.026	99.150	0.049	0.064
129	1212	30.884	81.655	237.531	1595.249	0.713	0.587	662	3	-0.066	0.168	99.300	0.050	0.066
130	1213	30.869	80.576	237.513	1595.367	0.722	0.591	663	3	-0.096	0.352	99.450	0.052	0.091
131	1214	30.625	82.079	237.648	1595.353	0.736	0.594	664	3	0.133	0.325	99.600	0.061	0.106
132	1215	30.775	90.378	237.549	1595.235	0.671	0.601	665	3	-0.018	0.152	99.750	0.061	0.106
133	1216	30.862	84.825	237.596	1595.221	0.684	0.592	666	3	0.043	0.120	99.900	0.060	0.096
134	1217	30.634	87.725	237.615	1595.198	0.698	0.573	667	3	0.056	0.072	100.050	0.061	0.093
135	1218	31.053	88.806	237.617	1595.133	0.677	0.577	668	3	0.074	-0.011	100.200	0.063	0.096
136	1219	30.669	87.759	237.583	1595.215	0.668	0.545	669	3	0.038	0.141	100.350	0.062	0.096
137	1220	30.751	82.565	237.586	1595.160	0.695	0.579	670	3	0.042	0.024	100.500	0.062	0.097
138	1221	31.119	87.257	237.570	1595.183	0.678	0.581	671	3	-0.010	0.048	100.650	0.062	0.096
139	1222	30.741	86.538	237.586	1595.174	0.676	0.564	672	3	0.035	0.040	100.800	0.062	0.098
140	1223	30.959	92.233	237.643	1595.128	0.644	0.569	673	3	0.144	-0.018	100.950	0.069	0.101
141	1224	31.223	84.955	237.642	1595.160	0.694	0.599	674	3	0.142	0.013	101.100	0.074	0.102
142	1225	31.036	83.421	237.676	1595.237	0.688	0.597	675	3	0.176	0.158	101.250	0.082	0.103
143	1226	30.935	88.665	237.689	1595.239	0.655	0.584	676	3	0.216	0.176	101.400	0.091	0.104
144	1227	30.490	85.283	237.699	1595.252	0.672	0.608	677	3	0.213	0.182	101.550	0.099	0.106
145	1228	31.400	82.321	237.695	1595.266	0.642	0.592	678	3	0.203	0.202	101.700	0.102	0.107
146	1229	31.025	84.139	237.714	1595.159	0.687	0.583	679	3	0.245	0.030	101.850	0.106	0.109
147	1230	30.648	81.902	237.710	1595.253	0.699	0.618	680	3	0.224	0.168	102.000	0.104	0.107
148	1231	30.670	87.578	237.750	1595.128	0.669	0.589	681	3	0.302	-0.042	102.150	0.111	0.108
149	1232	30.633	-155.054	238.293	1595.101	1.685	0.610	682	3	1.158	-0.067	102.300	0.255	0.114
150	1233	31.120	91.740	237.792	1595.228	0.642	0.557	683	3	0.368	0.136	102.450	0.251	0.099
151	1234	31.209	88.475	237.821	1595.318	0.631	0.590	684	3	0.411	0.270	102.600	0.256	0.093
152	1235	31.008	84.266	237.787	1595.276	0.658	0.622	685	3	0.349	0.210	102.750	0.252	0.096
153	1236	31.210	89.843	237.815	1595.271	0.641	0.579	686	3	0.374	0.222	102.900	0.251	0.100
154	1237	31.180	89.978	237.807	1595.137	0.642	0.552	687	3	0.352	-0.016	103.050	0.248	0.103
155	1238	30.962	87.221	237.795	1595.211	0.643	0.595	688	3	0.360	0.115	103.200	0.246	0.100
156	1239	30.943	95.745	237.795	1595.092	0.646	0.567	689	3	0.334	-0.077	103.350	0.240	0.107
157	11593	34.106	120.876	779.102	1736.735	0.584	0.592	534	30	-0.005	0.141	80.100	0.000	0.000
158	11594	34.188	121.027	779.117	1736.799	0.586	0.568	535	30	4.000E-4	0.246	80.250	0.004	0.075
159	11595	34.175	121.740	779.086	1736.846	0.577	0.595	536	30	-0.045	0.320	80.400	0.025	0.090
160	11596	33.734	115.382	779.101	1736.648	0.597	0.635	537	30	-0.016	-0.022	80.550	0.020	0.149
161	11597	34.065	121.060	779.129	1736.704	0.585	0.594	538	30	0.027	0.077	80.700	0.026	0.135
162	11598	34.080	120.414	779.114	1736.671	0.574	0.573	539	30	0.014	-0.001	80.850	0.025	0.136
163	11599	34.105	120.695	779.111	1736.802	0.570	0.564	540	30	0.014	0.213	81.000	0.024	0.129
164	11600	34.160	117.821	779.097	1736.762	0.560	0.589	541	30	0.003	0.138	81.150	0.022	0.119
165	11601	33.976	115.152	779.095	1736.605	0.592	0.628	542	30	-0.022	-0.115	81.300	0.022	0.140
166	11602	34.222	118.660	779.093	1736.704	0.572	0.590	543	30	-0.010	0.053	81.450	0.021	0.133
167	11603	33.827	123.348	779.076	1736.776	0.572	0.586	544	30	-0.016	0.150	81.600	0.020	0.127
168	11604	33.710	113.526	779.094	1736.683	0.597	0.613	545	30	0.003	-0.011	81.750	0.019	0.126
169	11605	33.912	119.604	779.107	1736.754	0.595	0.585	546	30	0.010	0.094	81.900	0.019	0.121
170	11606	33.859	117.834	779.105	1736.753	0.582	0.581	547	30	0.026	0.069	82.050	0.020	0.116
171	11607	34.019	123.937	779.114	1736.807	0.564	0.565	548	30	0.045	0.173	82.200	0.022	0.114
172	11608	33.884	119.171	779.074	1736.804	0.585	0.591	549	30	0.026	0.136	82.350	0.022	0.110
173	11609	34.493	121.120	779.090	1736.772	0.569	0.563	550	30	0.021	0.082	82.500	0.022	0.107
174	11610	33.884	124.013	779.116	1736.773	0.578	0.558	551	30	0.054	0.078	82.650	0.024	0.104
175	11611	34.034	119.740	779.108	1736.802	0.587	0.579	552	30	0.050	0.146	82.800	0.026	0.101
176	11612	34.347	116.865	779.114	1736.815	0.588	0.563	553	30	0.042	0.147	82.950	0.026	0.099
177	11613	34.298	121.494	779.104	1736.732	0.573	0.584	554	30	0.037	0.011	83.100	0.026	0.101
178	11614	33.899	122.843	779.114	1736.787	0.576	0.588	555	30	0.040	0.082	83.250	0.027	0.095
179	11615	33.868	119.740	779.128	1736.848	0.586	0.573	556	30	0.066	0.224	83.400	0.025	0.084
180	11616	33.855	123.859	779.091	1736.830	0.578	0.564	557	30	0.014	0.174	83.550	0.024	0.083
181	11617	34.080	121.758	779.091	1736.860	0.580	0.568	558	30	0.006	0.245	83.700	0.024	0.089
182	11618	34.183	119.538	779.101	1736.735	0.586	0.594	559	30	0.010	0.037	83.850	0.024	0.087
183	11619	34.048	116.499	779.123	1736.673	0.575	0.606	560	30	0.030	-0.083	84.000	0.024	0.093
184	11620	33.788	116.266	779.131	1736.754	0.593	0.584	561	30	0.032	0.064	84.150	0.024	0.092
185	11621	34.059	122.442	779.111	1736.836	0.584	0.573	562	30	0.002	0.205	84.300	0.022	0.083
186	11622	34.319	123.477	779.076	1736.839	0.589	0.549	563	30	-0.050	0.205	84.450	0.026	0.085
187	11623	34.366	122.733	779.108	1736.888	0.577	0.557	564	30	0.006	0.296	84.600	0.025	0.094
188	11624	33.876	116.821	779.061	1736.822	0.592	0.583	565	30	-0.077	0.187	84.750	0.034	0.090
189	11625	33.738	123.751	779.044	1736.761	0.582	0.573	566	30	-0.118	0.098	84.900	0.046	0.090
190	11626	34.317	121.172	779.113	1736.829	0.570	0.570	567	30	-0.002	0.214	85.050	0.046	0.091
191	11627	34.193	119.578	779.108	1736.740	0.588	0.564	568	30	-0.016	0.064	85.200	0.045	0.092
192	11628	33.985	120.959	779.072	1736.829	0.593	0.577	569	30	-0.054	0.219	85.350	0.047	0.094
193	11629	33.904	117.456	779.055	1737.002	0.590	0.587	570	30	-0.093	0.485	85.500	0.052	0.121
194	11630	34.149	119.081	779.097	1736.809	0.596	0.577	571	30	-0.021	0.166	85.650	0.050	0.120
195	11631	34.046	124.713	779.119	1736.758	0.582	0.540	572	30	0.038	0.114	85.800	0.050	0.120
196	11632	33.810	119.171	779.087	1736.785	0.588	0.569	573	30	-0.046	0.114	85.950	0.049	0.120
197	11633	34.020	122.170	779.089	1736.714	0.578	0.576	574	30	-0.040	0.001	86.100	0.048	0.121
198	11634	34.250	116.794	779.105	1736.810	0.574	0.569	575	30	-0.027	0.166	86.250	0.047	0.120
199	11635	34.292	126.426	779.116	1736.872	0.575	0.548	576	30	0.013	0.254	86.400	0.043	0.121
200	11636	33.966	120.055	779.115	1736.847	0.585	0.578	577	30	0.008	0.211	86.550	0.043	0.121
201	11637	34.215	122.866	779.093	1736.857	0.575	0.554	578	30	-0.035	0.230	86.700	0.043	0.121
202	11638	34.168	119.878	779.072	1736.906	0.596	0.558	579	30	-0.064	0.285	86.850	0.043	0.120
203	11639	33.964	119.771	779.129	1736.753	0.575	0.571	580	30	0.034	0.082	87.000	0.043	0.106
204	11640	34.275	117.837	779.085	1736.770	0.585	0.570	582	30	-0.040	0.091	87.300	0.041	0.105
205	11641	34.369	114.558	779.077	1736.743	0.595	0.587	583	30	-0.035	0.046	87.450	0.040	0.109
206	11642	34.175	121.583	779.071	1736.818	0.572	0.573	584	30	-0.045	0.192	87.600	0.040	0.109
207	11643	33.922	127.374	779.080	1736.853	0.566	0.550	585	30	-0.040	0.243	87.750	0.039	0.106
208	11644	34.115	117.594	779.091	1736.738	0.591	0.579	586	30	-0.040	0.056	87.900	0.038	0.110
209	11645	33.856	120.238	779.103	1736.813	0.586	0.575	587	30	-0.022	0.147	88.050	0.032	0.108
210	11646	33.933	115.026	779.105	1736.714	0.584	0.590	588	30	0.008	-0.002	88.200	0.032	0.114
211	11647	34.020	119.652	779.115	1736.710	0.576	0.590	589	30	-0.002	0.002	88.350	0.033	0.118
212	11648	34.434	117.125	779.135	1736.703	0.588	0.570	590	30	0.026	-0.026	88.500	0.034	0.124
213	11649	34.184	123.057	779.124	1736.788	0.590	0.553	591	30	0.037	0.123	88.650	0.032	0.094
214	11650	33.986	117.731	779.132	1736.718	0.567	0.575	592	30	0.042	0.010	88.800	0.034	0.096
215	11651	34.257	121.166	779.076	1736.724	0.578	0.577	593	30	-0.050	0.030	88.950	0.033	0.098
216	11652	34.414	123.179	779.098	1736.729	0.584	0.583	594	30	-0.013	0.027	89.100	0.032	0.100
217	11653	33.953	118.214	779.180	1736.720	0.566	0.597	595	30	0.106	0.032	89.250	0.041	0.099
218	11654	33.948	113.139	779.100	1736.610	0.585	0.612	596	30	-0.030	-0.141	89.400	0.042	0.112
219	11655	34.252	124.073	779.107	1736.799	0.581	0.556	597	30	-0.006	0.154	89.550	0.041	0.107
220	11656	34.092	123.956	779.118	1736.786	0.570	0.558	598	30	0.024	0.134	89.700	0.042	0.104
221	11657	34.019	118.824	779.125	1736.747	0.585	0.569	599	30	0.024	0.077	89.850	0.042	0.098
222	11658	33.892	118.200	779.091	1736.724	0.603	0.592	600	30	-0.030	0.032	90.000	0.040	0.086
223	11659	34.189	123.929	779.124	1736.814	0.568	0.565	601	30	0.003	0.165	90.150	0.039	0.088
224	11660	34.088	121.227	779.121	1736.776	0.579	0.560	602	30	-0.018	0.098	90.300	0.038	0.088
225	11661	33.804	123.429	779.131	1736.822	0.580	0.578	603	30	0.002	0.149	90.450	0.037	0.090
226	11662	34.311	121.379	779.122	1736.867	0.575	0.560	604	30	5.000E-4	0.216	90.600	0.036	0.092
227	11663	33.841	128.077	779.146	1736.750	0.570	0.557	605	30	0.037	0.021	90.750	0.036	0.084
228	11664	33.888	122.898	779.133	1736.790	0.591	0.561	606	30	0.022	0.107	90.900	0.034	0.084
229	11665	34.409	118.714	779.090	1736.831	0.593	0.572	607	30	-0.046	0.186	91.050	0.036	0.086
230	11666	33.531	124.897	779.081	1736.664	0.583	0.557	609	30	-0.086	-0.075	91.350	0.041	0.091
231	11667	33.920	125.969	779.153	1736.692	0.574	0.561	610	30	0.040	-0.083	91.500	0.042	0.096
232	11668	33.764	117.551	779.121	1736.759	0.591	0.582	611	30	-0.010	0.050	91.650	0.042	0.094
233	11669	34.223	117.637	779.096	1736.740	0.574	0.588	612	30	-0.061	0.019	91.800	0.043	0.093
234	11670	34.147	119.706	779.096	1736.805	0.584	0.574	613	30	-0.069	0.104	91.950	0.044	0.093
235	11671	33.898	122.597	779.097	1736.792	0.572	0.556	614	30	-0.067	0.083	92.100	0.045	0.093
236	11672	34.396	126.104	779.100	1736.899	0.564	0.557	615	30	-0.054	0.288	92.250	0.046	0.104
237	11673	33.900	124.727	779.096	1736.849	0.571	0.580	616	30	-0.048	0.208	92.400	0.038	0.107
238	11674	34.173	116.703	779.042	1736.867	0.589	0.587	617	30	-0.133	0.213	92.550	0.046	0.096
239	11675	34.032	120.511	779.045	1736.895	0.593	0.564	618	30	-0.123	0.269	92.700	0.051	0.102
240	11676	34.610	121.509	779.068	1736.791	0.570	0.552	619	30	-0.088	0.082	92.850	0.051	0.102
241	11677	33.719	117.477	779.060	1736.826	0.592	0.579	620	30	-0.107	0.125	93.000	0.051	0.102
242	11678	34.085	118.052	779.069	1736.712	0.575	0.585	621	30	-0.066	-0.061	93.150	0.051	0.108
243	11679	33.960	121.505	779.092	1736.845	0.567	0.587	622	30	-0.013	0.146	93.300	0.051	0.107
244	11680	34.471	125.020	779.096	1736.852	0.574	0.572	623	30	-0.010	0.195	93.450	0.051	0.109
245	11681	34.196	119.706	779.110	1736.765	0.576	0.568	624	30	0.011	0.021	93.600	0.051	0.111
246	11682	33.875	119.264	779.098	1736.717	0.572	0.582	625	30	0.002	-0.051	93.750	0.052	0.113
247	11683	34.092	121.319	779.093	1736.781	0.598	0.579	626	30	-0.013	0.066	93.900	0.048	0.112
248	11684	34.283	124.506	779.104	1736.763	0.567	0.567	627	30	0.024	0.054	94.050	0.049	0.112
249	11685	33.984	118.729	779.089	1736.770	0.589	0.562	628	30	-0.005	0.037	94.200	0.050	0.110
250	11686	34.113	119.867	779.102	1736.764	0.579	0.578	629	30	0.005	0.029	94.350	0.050	0.105
251	11687	33.784	121.089	779.071	1736.813	0.583	0.569	630	30	-0.043	0.141	94.500	0.046	0.097
252	11688	34.286	127.048	779.069	1736.865	0.565	0.559	631	30	-0.043	0.198	94.650	0.045	0.098
253	11689	34.016	125.095	779.065	1736.835	0.592	0.544	632	30	-0.054	0.142	94.800	0.045	0.096
