 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr	y_corr	Time	SDx	SDy
31	39213	28.847	123.682	666.071	1042.254	0.590	0.574	564	117	-0.050	-0.051	84.600	0.034	0.119
32	39214	28.988	135.745	666.128	1042.343	0.579	0.537	565	117	0.035	0.088	84.750	0.034	0.116
33	39215	28.463	137.974	666.108	1042.240	0.589	0.538	566	117	-0.013	-0.069	84.900	0.033	0.118
34	39216	28.827	122.732	666.108	1042.334	0.599	0.581	567	117	-0.006	0.091	85.050	0.034	0.112
35	39217	28.874	124.778	666.118	1042.457	0.576	0.579	568	117	0.003	0.278	85.200	0.034	0.121
36	39218	28.673	118.202	666.131	1042.405	0.596	0.607	569	117	0.043	0.208	85.350	0.032	0.123
37	39219	28.262	121.391	666.092	1042.397	0.608	0.593	570	117	-0.030	0.186	85.500	0.034	0.119
38	39220	28.317	124.528	666.115	1042.328	0.586	0.581	571	117	0.011	0.066	85.650	0.033	0.107
39	39221	28.616	131.181	666.091	1042.290	0.578	0.545	572	117	-0.002	0.032	85.800	0.029	0.107
40	39222	28.675	135.004	666.098	1042.294	0.581	0.529	573	117	-0.026	-0.003	85.950	0.029	0.110
41	39223	29.004	133.671	666.088	1042.296	0.575	0.543	574	117	-0.038	4.000E-4	86.100	0.030	0.112
42	39224	28.873	123.955	666.093	1042.322	0.584	0.574	575	117	-0.043	0.053	86.250	0.028	0.112
43	39225	29.027	135.294	666.080	1042.349	0.567	0.547	576	117	-0.042	0.086	86.400	0.027	0.109
44	39226	28.718	123.739	666.086	1042.275	0.600	0.559	577	117	-0.035	-0.035	86.550	0.026	0.109
45	39227	28.894	126.566	666.124	1042.352	0.581	0.576	578	117	0.019	0.090	86.700	0.026	0.099
46	39228	28.826	127.107	666.109	1042.327	0.586	0.582	579	117	-0.002	0.027	86.850	0.026	0.100
47	39229	29.038	132.975	666.109	1042.241	0.590	0.520	581	117	-0.026	-0.091	87.150	0.026	0.106
48	39230	28.835	130.921	666.085	1042.202	0.593	0.541	582	117	-0.037	-0.150	87.300	0.027	0.110
49	39231	28.795	126.797	666.090	1042.325	0.593	0.574	583	117	-0.010	0.046	87.450	0.027	0.104
50	39232	28.661	124.257	666.055	1042.330	0.584	0.591	584	117	-0.066	0.080	87.600	0.029	0.103
51	39233	28.744	132.334	666.063	1042.366	0.574	0.556	585	117	-0.062	0.131	87.750	0.030	0.102
52	39234	28.644	118.770	666.043	1042.412	0.603	0.627	586	117	-0.114	0.203	87.900	0.034	0.107
53	39235	28.555	127.507	666.099	1042.299	0.594	0.559	588	117	0.001	0.002	88.200	0.035	0.103
54	39236	28.709	129.200	666.077	1042.266	0.581	0.551	589	117	-0.059	-0.040	88.350	0.035	0.106
55	39237	28.803	133.148	666.096	1042.235	0.572	0.543	590	117	-0.034	-0.106	88.500	0.035	0.098
56	39238	28.374	135.667	666.111	1042.256	0.575	0.535	591	117	0.019	-0.059	88.650	0.033	0.092
57	39239	29.575	124.465	666.122	1042.302	0.590	0.565	592	117	0.029	0.011	88.800	0.035	0.084
58	39240	28.861	119.665	666.121	1042.370	0.578	0.591	593	117	0.027	0.131	88.950	0.036	0.087
59	39241	29.212	124.929	666.108	1042.370	0.605	0.572	594	117	0.008	0.120	89.100	0.036	0.090
60	39242	28.485	124.739	666.068	1042.365	0.587	0.583	595	117	-0.070	0.133	89.250	0.038	0.093
61	39243	28.736	131.506	666.110	1042.280	0.586	0.553	596	117	-0.011	-0.002	89.400	0.038	0.093
62	39244	28.444	123.186	666.080	1042.338	0.599	0.578	597	117	-0.046	0.083	89.550	0.038	0.094
63	39245	29.049	131.693	666.109	1042.303	0.564	0.566	598	117	0.013	0.029	89.700	0.039	0.093
64	39246	28.981	125.262	666.098	1042.391	0.586	0.583	599	117	-0.016	0.174	89.850	0.039	0.097
65	39247	28.748	118.871	666.123	1042.422	0.591	0.608	600	117	0.024	0.218	90.000	0.039	0.104
66	39248	28.627	119.382	666.082	1042.387	0.590	0.621	601	117	-0.059	0.149	90.150	0.040	0.106
67	39249	28.635	125.850	666.104	1042.389	0.602	0.580	602	117	-0.042	0.147	90.300	0.040	0.103
68	39250	28.243	125.036	666.116	1042.353	0.587	0.585	603	117	-0.019	0.066	90.450	0.040	0.089
69	39251	28.915	125.540	666.115	1042.363	0.571	0.565	604	117	-0.008	0.077	90.600	0.040	0.089
70	39252	28.820	123.754	666.080	1042.357	0.586	0.598	605	117	-0.066	0.061	90.750	0.040	0.089
71	39253	28.764	132.279	666.094	1042.326	0.586	0.540	606	117	-0.037	0.034	90.900	0.039	0.088
72	39254	29.141	130.316	666.096	1042.261	0.575	0.560	607	117	-0.032	-0.059	91.050	0.032	0.087
73	39255	29.050	128.821	666.072	1042.359	0.583	0.562	608	117	-0.077	0.090	91.200	0.035	0.087
74	39256	28.645	127.055	666.104	1042.361	0.577	0.569	609	117	-0.046	0.107	91.350	0.034	0.084
75	39257	29.092	127.868	666.115	1042.349	0.578	0.570	610	117	-0.018	0.035	91.500	0.034	0.073
76	39258	29.198	129.003	666.092	1042.285	0.580	0.564	611	117	-0.051	-0.040	91.650	0.033	0.072
77	39259	28.332	121.626	666.112	1042.369	0.602	0.595	612	117	-0.032	0.094	91.800	0.031	0.070
78	39260	28.979	120.432	666.098	1042.407	0.603	0.594	613	117	-0.062	0.134	91.950	0.029	0.070
79	39261	28.724	127.815	666.109	1042.385	0.578	0.568	614	117	-0.045	0.099	92.100	0.027	0.070
80	39262	28.786	121.679	666.096	1042.415	0.584	0.592	615	117	-0.058	0.182	92.250	0.026	0.072
81	39263	28.885	122.636	666.112	1042.386	0.590	0.591	616	117	-0.019	0.136	92.400	0.026	0.070
82	39264	29.022	125.353	666.093	1042.323	0.588	0.576	617	117	-0.048	0.010	92.550	0.026	0.073
83	39265	28.662	125.273	666.114	1042.480	0.590	0.585	618	117	-0.010	0.272	92.700	0.024	0.082
84	39266	28.820	125.990	666.110	1042.497	0.602	0.582	619	117	-0.018	0.278	92.850	0.024	0.090
85	39267	28.687	119.726	666.103	1042.344	0.608	0.600	620	117	-0.035	0.021	93.000	0.020	0.088
86	39268	28.776	134.542	666.104	1042.400	0.573	0.542	621	117	-0.006	0.107	93.150	0.020	0.087
87	39269	28.806	120.549	666.064	1042.394	0.594	0.595	622	117	-0.054	0.093	93.300	0.021	0.086
88	39270	28.656	124.177	666.064	1042.494	0.588	0.601	623	117	-0.058	0.290	93.450	0.021	0.096
89	39271	28.736	121.778	666.104	1042.513	0.580	0.605	624	117	0.006	0.286	93.600	0.022	0.105
90	39272	28.921	126.938	666.072	1042.477	0.594	0.568	625	117	-0.037	0.232	93.750	0.021	0.107
91	39273	28.554	124.942	666.088	1042.454	0.585	0.607	626	117	-0.018	0.210	93.900	0.022	0.107
92	39274	28.910	131.608	666.078	1042.437	0.574	0.578	627	117	-0.014	0.200	94.050	0.022	0.098
93	39275	28.989	122.264	666.069	1042.460	0.588	0.592	628	117	-0.032	0.210	94.200	0.020	0.099
94	39276	28.653	120.278	666.068	1042.383	0.591	0.598	629	117	-0.046	0.086	94.350	0.020	0.099
95	39277	28.992	125.815	666.081	1042.298	0.585	0.574	630	117	-0.024	-0.014	94.500	0.020	0.103
96	39278	28.717	124.305	666.087	1042.420	0.601	0.581	631	117	-0.011	0.154	94.650	0.020	0.093
97	39279	28.990	129.189	666.074	1042.408	0.584	0.571	632	117	-0.037	0.128	94.800	0.020	0.092
98	39280	29.164	128.905	666.080	1042.385	0.581	0.561	633	117	-0.024	0.098	94.950	0.018	0.093
99	39281	28.677	123.609	666.112	1042.399	0.577	0.591	634	117	0.030	0.123	95.100	0.022	0.093
100	39282	28.984	127.709	666.094	1042.381	0.586	0.587	635	117	-0.021	0.094	95.250	0.021	0.093
101	39283	29.062	129.069	666.110	1042.319	0.575	0.555	636	117	0.005	0.010	95.400	0.022	0.098
102	39284	29.019	124.576	666.107	1042.368	0.577	0.608	637	117	0.010	0.062	95.550	0.022	0.095
103	39285	29.314	125.107	666.095	1042.304	0.594	0.558	638	117	-0.029	-0.024	95.700	0.022	0.098
104	39286	28.741	125.552	666.059	1042.282	0.595	0.582	639	117	-0.067	-0.061	95.850	0.024	0.101
105	39287	28.641	118.994	666.122	1042.427	0.609	0.586	640	117	-4.000E-4	0.187	96.000	0.025	0.099
106	39288	28.888	131.543	666.101	1042.321	0.576	0.563	641	117	-0.014	-0.008	96.150	0.025	0.104
107	39289	29.080	128.048	666.075	1042.342	0.594	0.543	642	117	-0.085	0.022	96.300	0.028	0.106
108	39290	29.019	132.641	666.112	1042.397	0.583	0.545	643	117	-0.008	0.114	96.450	0.026	0.097
109	39291	28.850	121.885	666.115	1042.438	0.566	0.600	644	117	-0.016	0.210	96.600	0.026	0.091
110	39292	28.950	128.010	666.068	1042.437	0.562	0.584	645	117	-0.110	0.198	96.750	0.032	0.089
111	39293	29.246	121.153	666.098	1042.508	0.576	0.609	646	117	-0.046	0.310	96.900	0.033	0.098
112	39294	28.781	123.857	666.112	1042.477	0.592	0.603	647	117	-0.018	0.256	97.050	0.033	0.101
113	39295	29.211	125.148	666.133	1042.561	0.576	0.574	648	117	0.018	0.405	97.200	0.034	0.119
114	39296	28.744	122.450	666.157	1042.564	0.585	0.595	649	117	0.067	0.394	97.350	0.039	0.134
115	39297	29.159	122.490	666.148	1042.549	0.588	0.599	650	117	0.038	0.381	97.500	0.041	0.140
116	39298	29.172	128.176	666.168	1042.557	0.580	0.567	651	117	0.082	0.373	97.650	0.047	0.149
117	39299	28.325	120.588	666.144	1042.543	0.598	0.599	652	117	0.066	0.366	97.800	0.049	0.155
118	39300	29.080	124.650	666.173	1042.540	0.591	0.576	653	117	0.120	0.365	97.950	0.057	0.159
119	39301	29.117	117.168	666.148	1042.556	0.588	0.619	654	117	0.075	0.382	98.100	0.059	0.164
120	39302	28.775	122.768	666.144	1042.533	0.583	0.581	655	117	0.080	0.349	98.250	0.061	0.165
121	39303	29.368	119.987	666.147	1042.574	0.607	0.574	656	117	0.090	0.413	98.400	0.063	0.164
122	39304	28.875	121.063	666.159	1042.554	0.582	0.597	657	117	0.090	0.392	98.550	0.066	0.162
123	39305	29.025	124.041	666.106	1042.572	0.595	0.574	658	117	0.021	0.410	98.700	0.065	0.152
124	39306	29.263	123.214	666.073	1042.555	0.582	0.595	659	117	-0.029	0.403	98.850	0.063	0.132
125	39307	29.323	124.073	666.068	1042.452	0.589	0.574	660	117	-0.043	0.229	99.000	0.064	0.131
126	39308	29.235	126.524	666.102	1042.415	0.568	0.581	661	117	0.011	0.176	99.150	0.064	0.114
127	39309	29.127	130.368	666.087	1042.302	0.587	0.530	662	117	-0.038	-0.010	99.300	0.060	0.118
128	39310	29.005	132.602	666.091	1042.364	0.594	0.527	663	117	-0.034	0.085	99.450	0.061	0.120
129	39311	29.128	135.964	666.104	1042.530	0.574	0.545	664	117	-0.002	0.347	99.600	0.061	0.119
130	39312	29.008	125.269	666.068	1042.442	0.589	0.597	665	117	-0.050	0.221	99.750	0.055	0.118
131	39313	28.972	124.348	666.104	1042.366	0.580	0.598	666	117	-0.008	0.090	99.900	0.053	0.128
132	39314	28.744	122.560	666.107	1042.464	0.569	0.634	667	117	-0.019	0.237	100.050	0.053	0.128
133	39315	28.699	120.014	666.091	1042.481	0.590	0.610	668	117	-0.032	0.283	100.200	0.055	0.126
134	39316	29.220	119.668	666.121	1042.459	0.597	0.595	669	117	0.037	0.269	100.350	0.054	0.124
135	39317	28.901	124.874	666.088	1042.351	0.584	0.577	670	117	-0.018	0.067	100.500	0.055	0.131
136	39318	29.013	124.235	666.122	1042.462	0.586	0.591	671	117	0.011	0.232	100.650	0.053	0.129
137	39319	28.844	124.375	666.100	1042.481	0.596	0.571	672	117	-0.006	0.269	100.800	0.052	0.127
138	39320	28.827	126.486	666.088	1042.264	0.582	0.575	673	117	-0.008	-0.062	100.950	0.045	0.143
139	39321	29.127	135.117	666.082	1042.268	0.575	0.539	674	117	-0.016	-0.077	101.100	0.042	0.155
140	39322	28.490	132.756	666.090	1042.202	0.588	0.532	675	117	-0.024	-0.160	101.250	0.039	0.173
141	39323	28.713	134.597	666.104	1042.280	0.578	0.536	676	117	0.016	-0.021	101.400	0.032	0.171
142	39324	29.198	96.532	665.921	1042.278	0.668	0.571	677	117	-0.294	-0.038	101.550	0.067	0.169
143	40096	26.017	150.809	696.062	642.212	0.607	0.566	534	121	0.008	0.144	80.100	0.000	0.000
144	40097	25.849	148.811	696.048	642.238	0.606	0.571	535	121	-0.032	0.187	80.250	0.028	0.030
145	40098	25.833	148.550	696.046	642.291	0.608	0.588	536	121	-0.030	0.270	80.400	0.023	0.064
146	40099	26.099	149.103	696.068	642.187	0.601	0.559	537	121	0.010	0.078	80.550	0.023	0.080
147	40100	26.236	147.415	696.052	642.177	0.611	0.559	538	121	-0.018	0.074	80.700	0.020	0.082
148	40101	26.013	144.876	696.059	642.276	0.609	0.579	539	121	0.005	0.206	80.850	0.019	0.077
149	40102	25.823	147.998	696.040	642.178	0.604	0.557	540	121	-0.021	0.054	81.000	0.018	0.081
150	40103	25.865	151.389	696.052	642.098	0.601	0.543	541	121	0.010	-0.085	81.150	0.018	0.110
151	40104	26.277	152.265	696.039	642.143	0.604	0.543	542	121	-0.034	-0.014	81.300	0.019	0.112
152	40105	25.954	152.855	696.060	642.208	0.604	0.557	543	121	0.014	0.099	81.450	0.020	0.106
153	40106	26.287	150.154	696.064	642.192	0.594	0.556	544	121	0.042	0.056	81.600	0.024	0.101
154	40107	25.919	144.609	696.053	642.346	0.603	0.607	545	121	0.014	0.290	81.750	0.024	0.111
155	40108	26.029	135.344	696.036	642.365	0.613	0.631	546	121	-0.026	0.312	81.900	0.024	0.120
156	40109	26.020	151.385	696.057	642.167	0.597	0.560	547	121	0.026	-0.029	82.050	0.024	0.123
157	40110	26.170	145.247	696.047	642.247	0.605	0.587	548	121	0.014	0.117	82.200	0.024	0.118
158	40111	26.030	150.052	696.044	642.268	0.598	0.560	549	121	0.056	0.117	82.350	0.027	0.114
159	40112	26.095	146.689	696.058	642.183	0.600	0.550	550	121	0.046	-0.021	82.500	0.028	0.116
160	40113	26.240	149.534	696.060	642.157	0.601	0.552	551	121	0.043	-0.067	82.650	0.029	0.120
161	40114	25.920	144.073	696.056	642.281	0.595	0.584	552	121	0.043	0.152	82.800	0.029	0.117
162	40115	25.945	141.618	696.054	642.349	0.604	0.613	553	121	0.024	0.242	82.950	0.028	0.118
163	40116	25.940	145.138	696.075	642.243	0.613	0.577	554	121	0.067	0.069	83.100	0.031	0.118
164	40117	26.018	149.342	696.048	642.251	0.597	0.572	555	121	0.013	0.064	83.250	0.029	0.117
165	40118	26.203	152.006	696.070	642.209	0.593	0.556	556	121	0.051	0.040	83.400	0.028	0.110
166	40119	25.940	149.478	696.067	642.253	0.599	0.562	557	121	0.054	0.091	83.550	0.029	0.110
167	40120	26.096	147.568	696.055	642.322	0.590	0.596	558	121	0.027	0.222	83.700	0.028	0.114
168	40121	25.907	145.004	696.044	642.320	0.617	0.585	559	121	-0.005	0.213	83.850	0.028	0.114
169	40122	26.006	148.050	696.040	642.276	0.612	0.593	560	121	-0.024	0.122	84.000	0.029	0.114
170	40123	26.487	155.015	696.065	642.199	0.593	0.553	561	121	0.003	0.016	84.150	0.029	0.107
171	40124	26.127	149.332	696.051	642.208	0.607	0.564	562	121	-0.016	0.040	84.300	0.027	0.105
172	40125	26.131	152.371	696.054	642.162	0.591	0.544	563	121	-0.006	-0.038	84.450	0.028	0.110
173	40126	26.064	153.675	696.040	642.197	0.597	0.562	564	121	-0.024	0.029	84.600	0.030	0.111
174	40127	26.236	149.572	696.068	642.189	0.593	0.540	565	121	0.013	0.014	84.750	0.030	0.102
175	40128	25.785	151.191	696.087	642.204	0.605	0.567	566	121	0.027	0.045	84.900	0.028	0.088
176	40129	25.869	149.762	696.059	642.220	0.600	0.563	567	121	-0.011	0.080	85.050	0.028	0.084
177	40130	25.999	150.293	696.077	642.234	0.604	0.544	568	121	0.011	0.093	85.200	0.029	0.084
178	40131	25.845	152.134	696.067	642.183	0.601	0.560	569	121	0.016	0.024	85.350	0.027	0.084
179	40132	25.598	151.668	696.080	642.154	0.599	0.552	570	121	0.024	-0.032	85.500	0.026	0.085
180	40133	25.938	146.288	696.051	642.210	0.619	0.565	571	121	-0.016	0.048	85.650	0.027	0.079
181	40134	26.119	147.987	696.034	642.169	0.607	0.553	572	121	-0.019	0.011	85.800	0.027	0.078
182	40135	26.150	148.433	696.044	642.268	0.608	0.567	573	121	-0.037	0.126	85.950	0.028	0.068
183	40136	26.103	148.349	696.035	642.276	0.612	0.555	574	121	-0.048	0.141	86.100	0.027	0.070
184	40137	26.073	150.744	696.062	642.179	0.600	0.548	575	121	-0.019	-0.005	86.250	0.028	0.072
185	40138	25.746	147.665	696.067	642.205	0.608	0.558	576	121	0.011	0.027	86.400	0.025	0.072
186	40139	25.826	155.917	696.052	642.202	0.600	0.549	577	121	-0.016	0.019	86.550	0.021	0.073
187	40140	26.154	136.429	696.053	642.272	0.606	0.618	578	121	-0.021	0.134	86.700	0.020	0.065
188	40141	26.089	145.342	696.066	642.228	0.602	0.582	579	121	0.003	0.040	86.850	0.020	0.053
189	40142	26.042	150.352	696.082	642.201	0.593	0.568	580	121	0.037	0.038	87.000	0.022	0.050
190	40143	26.040	148.102	696.032	642.234	0.607	0.566	581	121	-0.075	0.070	87.150	0.027	0.050
191	40144	26.028	143.752	696.069	642.248	0.621	0.580	582	121	0.013	0.096	87.300	0.027	0.051
192	40145	26.034	149.952	696.065	642.268	0.606	0.561	583	121	0.024	0.126	87.450	0.028	0.050
193	40146	25.870	142.914	696.048	642.295	0.591	0.607	584	121	-0.003	0.195	87.600	0.028	0.058
194	40147	25.987	143.734	696.038	642.250	0.600	0.595	585	121	-0.029	0.118	87.750	0.028	0.058
195	40148	26.379	150.583	696.047	642.181	0.589	0.542	586	121	-0.032	0.005	87.900	0.028	0.060
196	40149	25.930	151.517	696.072	642.158	0.597	0.546	587	121	0.006	-0.062	88.050	0.028	0.066
197	40150	26.065	148.250	696.054	642.176	0.602	0.540	588	121	0.003	-0.024	88.200	0.028	0.068
198	40151	26.144	146.987	696.057	642.193	0.605	0.560	589	121	-0.016	0.014	88.350	0.027	0.069
199	40152	26.104	146.772	696.057	642.174	0.593	0.563	590	121	-0.021	-0.032	88.500	0.026	0.069
200	40153	26.152	144.283	696.057	642.246	0.607	0.562	591	121	0.006	0.096	88.650	0.026	0.069
201	40154	25.810	138.180	696.068	642.265	0.622	0.604	592	121	0.016	0.123	88.800	0.027	0.070
202	40155	26.003	135.138	696.056	642.352	0.601	0.628	593	121	-0.003	0.274	88.950	0.026	0.083
203	40156	26.047	138.003	696.073	642.430	0.603	0.636	594	121	0.026	0.389	89.100	0.025	0.109
204	40157	26.328	144.755	696.068	642.253	0.609	0.580	595	121	0.005	0.125	89.250	0.025	0.107
205	40158	26.187	145.606	696.078	642.218	0.605	0.581	596	121	0.011	0.070	89.400	0.025	0.106
206	40159	26.204	144.693	696.070	642.185	0.610	0.565	597	121	0.011	0.011	89.550	0.025	0.107
207	40160	26.013	147.473	696.055	642.211	0.615	0.560	598	121	3.000E-4	0.053	89.700	0.025	0.107
208	40161	25.948	149.752	696.059	642.233	0.598	0.569	599	121	-0.003	0.094	89.850	0.025	0.106
209	40162	25.998	142.707	696.004	642.285	0.593	0.601	600	121	-0.093	0.170	90.000	0.030	0.107
210	40163	25.910	145.739	696.039	642.295	0.608	0.599	601	121	-0.054	0.173	90.150	0.028	0.108
211	40164	26.043	147.928	696.054	642.225	0.589	0.565	602	121	-0.048	0.056	90.300	0.029	0.108
212	40165	25.903	139.613	696.058	642.259	0.620	0.602	603	121	-0.037	0.086	90.450	0.029	0.108
213	40166	25.948	146.672	696.040	642.269	0.598	0.586	604	121	-0.053	0.099	90.600	0.030	0.106
214	40167	25.969	142.158	696.054	642.200	0.610	0.581	605	121	-0.034	-0.019	90.750	0.030	0.108
215	40168	26.050	153.982	696.073	642.191	0.588	0.545	606	121	0.003	-0.011	90.900	0.030	0.109
216	40169	25.767	148.153	696.069	642.194	0.601	0.553	607	121	-0.002	0.006	91.050	0.030	0.105
217	40170	25.679	147.048	696.042	642.198	0.609	0.577	608	121	-0.050	0.003	91.200	0.031	0.104
218	40171	26.098	150.538	696.046	642.123	0.604	0.549	609	121	-0.066	-0.101	91.350	0.033	0.111
219	40172	25.853	145.221	696.001	642.218	0.599	0.575	610	121	-0.125	-0.002	91.500	0.040	0.110
220	40173	25.814	140.409	696.079	642.290	0.604	0.600	611	121	0.002	0.139	91.650	0.040	0.110
221	40174	25.893	136.603	696.061	642.319	0.608	0.611	612	121	-0.040	0.186	91.800	0.039	0.112
222	40175	25.959	145.042	696.077	642.308	0.607	0.584	613	121	-0.021	0.147	91.950	0.039	0.105
223	40176	26.104	144.436	696.070	642.284	0.583	0.590	614	121	-0.034	0.109	92.100	0.037	0.077
224	40177	25.792	149.383	696.039	642.270	0.615	0.566	615	121	-0.074	0.122	92.250	0.037	0.077
225	40178	25.675	146.560	696.052	642.241	0.597	0.579	616	121	-0.042	0.075	92.400	0.035	0.077
226	40179	25.976	143.671	696.041	642.277	0.604	0.583	617	121	-0.058	0.107	92.550	0.033	0.076
227	40180	26.014	143.999	696.064	642.306	0.599	0.594	618	121	-0.016	0.165	92.700	0.032	0.078
228	40181	25.839	141.545	696.076	642.333	0.605	0.626	619	121	0.002	0.187	92.850	0.033	0.082
229	40182	26.023	140.337	696.055	642.333	0.602	0.604	620	121	-0.037	0.174	93.000	0.030	0.082
230	40183	26.009	132.837	696.048	642.448	0.605	0.639	621	121	-0.021	0.357	93.150	0.030	0.101
231	40184	26.180	137.658	696.042	642.442	0.595	0.631	622	121	-0.016	0.341	93.300	0.031	0.114
232	40185	26.037	141.029	696.033	642.327	0.608	0.598	623	121	-0.032	0.195	93.450	0.031	0.116
233	40186	25.742	142.030	696.063	642.308	0.606	0.598	624	121	0.014	0.130	93.600	0.032	0.116
234	40187	26.039	137.583	696.037	642.337	0.609	0.621	625	121	-0.018	0.181	93.750	0.033	0.112
235	40188	25.862	143.720	696.034	642.277	0.605	0.601	626	121	-0.030	0.098	93.900	0.032	0.108
236	40189	26.030	146.307	696.053	642.230	0.603	0.560	627	121	0.019	0.042	94.050	0.033	0.106
237	40190	25.746	141.842	696.025	642.324	0.601	0.614	628	121	-0.029	0.163	94.200	0.033	0.101
238	40191	25.906	142.119	696.036	642.317	0.595	0.617	629	121	-0.022	0.152	94.350	0.032	0.084
239	40192	26.029	140.278	696.033	642.390	0.602	0.637	630	121	-0.026	0.304	94.500	0.022	0.082
240	40193	26.021	146.983	696.033	642.329	0.586	0.584	631	121	-0.022	0.179	94.650	0.021	0.082
241	40194	25.973	148.752	696.038	642.237	0.601	0.566	632	121	-0.021	0.026	94.800	0.021	0.088
242	40195	25.882	145.441	696.032	642.239	0.596	0.575	633	121	-0.026	0.035	94.950	0.021	0.092
243	40196	25.812	150.287	696.035	642.180	0.601	0.555	634	121	-0.018	-0.054	95.100	0.021	0.103
244	40197	26.050	153.957	696.043	642.209	0.605	0.559	635	121	-0.027	-0.010	95.250	0.018	0.109
245	40198	25.917	157.043	696.046	642.179	0.594	0.542	636	121	-0.022	-0.043	95.400	0.017	0.116
246	40199	26.040	143.567	696.053	642.338	0.605	0.591	637	121	-0.003	0.186	95.550	0.015	0.116
247	40200	25.987	139.914	696.051	642.289	0.606	0.600	638	121	-0.024	0.125	95.700	0.015	0.116
248	40201	26.074	144.465	696.067	642.232	0.607	0.586	639	121	0.021	0.032	95.850	0.017	0.118
249	40202	25.839	142.836	696.046	642.311	0.617	0.599	640	121	-0.048	0.173	96.000	0.018	0.118
250	40203	25.943	142.194	696.063	642.286	0.611	0.602	641	121	-8.000E-4	0.107	96.150	0.018	0.105
251	40204	26.016	145.879	696.041	642.311	0.600	0.591	642	121	-0.064	0.144	96.300	0.021	0.092
252	40205	25.846	145.375	696.037	642.269	0.598	0.594	643	121	-0.053	0.082	96.450	0.022	0.089
253	40206	25.964	142.574	696.060	642.311	0.602	0.606	644	121	-0.030	0.179	96.600	0.020	0.091
254	40207	25.763	142.818	696.042	642.306	0.598	0.603	645	121	-0.078	0.162	96.750	0.024	0.090
255	40208	26.141	146.919	696.054	642.288	0.591	0.606	646	121	-0.043	0.131	96.900	0.024	0.090
