 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr	y_corr	Time	SDx	SDy
1	2714	26.332	153.844	1411.123	741.350	0.538	0.588	534	10	0.005	0.267	80.100	0.000	0.000
2	2715	26.460	162.388	1411.117	741.394	0.534	0.585	535	10	-0.022	0.339	80.250	0.019	0.051
3	2716	26.934	165.393	1411.126	741.304	0.523	0.555	536	10	-0.003	0.194	80.400	0.014	0.073
4	2717	26.836	164.497	1411.150	741.318	0.521	0.561	537	10	0.040	0.190	80.550	0.026	0.071
5	2718	26.657	172.564	1411.148	741.246	0.528	0.556	538	10	0.035	0.086	80.700	0.026	0.094
6	2719	26.750	161.937	1411.143	741.256	0.537	0.555	539	10	0.038	0.077	80.850	0.026	0.102
7	2720	26.429	170.755	1411.118	741.277	0.540	0.540	540	10	0.002	0.115	81.000	0.024	0.097
8	2721	26.690	169.122	1411.102	741.263	0.541	0.558	541	10	-0.013	0.082	81.150	0.024	0.097
9	2722	26.908	169.766	1411.120	741.327	0.514	0.563	542	10	-0.005	0.181	81.300	0.023	0.091
10	2723	26.940	174.274	1411.128	741.302	0.530	0.542	543	10	0.022	0.152	81.450	0.022	0.086
11	2724	26.979	173.115	1411.137	741.252	0.528	0.559	544	10	0.058	0.054	81.600	0.026	0.088
12	2725	26.967	168.354	1411.089	741.272	0.529	0.545	545	10	-0.029	0.074	81.750	0.028	0.088
13	2726	26.600	150.356	1411.110	741.415	0.536	0.610	546	10	-0.008	0.294	81.900	0.027	0.093
14	2727	26.554	163.022	1411.102	741.327	0.532	0.561	547	10	-0.003	0.130	82.050	0.026	0.090
15	2728	26.360	161.125	1411.080	741.376	0.541	0.558	548	10	-0.034	0.226	82.200	0.027	0.088
16	2729	26.673	171.815	1411.122	741.299	0.520	0.576	549	10	0.080	0.069	82.350	0.032	0.088
17	2730	26.692	154.687	1411.095	741.441	0.536	0.606	550	10	0.005	0.294	82.500	0.031	0.092
18	2731	26.816	158.703	1411.102	741.460	0.532	0.589	551	10	0.010	0.320	82.650	0.030	0.096
19	2732	26.519	153.359	1411.107	741.390	0.539	0.594	552	10	0.024	0.227	82.800	0.030	0.094
20	2733	26.709	170.026	1411.112	741.232	0.531	0.549	553	10	0.016	-0.043	82.950	0.029	0.104
21	2734	26.389	166.928	1411.092	741.213	0.538	0.558	554	10	-0.006	-0.078	83.100	0.029	0.115
22	2735	26.758	170.429	1411.132	741.288	0.529	0.545	555	10	0.046	0.026	83.250	0.029	0.108
23	2736	26.939	165.698	1411.103	741.329	0.521	0.558	556	10	0.003	0.134	83.400	0.029	0.108
24	2737	26.776	163.844	1411.111	741.331	0.529	0.572	557	10	0.024	0.117	83.550	0.028	0.107
25	2738	26.634	153.286	1411.150	741.352	0.520	0.581	558	10	0.078	0.173	83.700	0.032	0.107
26	2739	26.633	159.295	1411.130	741.321	0.528	0.582	559	10	0.032	0.117	83.850	0.031	0.106
27	2740	26.351	158.033	1411.118	741.303	0.537	0.588	560	10	-7.000E-4	0.066	84.000	0.032	0.107
28	2741	26.542	180.733	1411.137	741.212	0.527	0.542	561	10	0.018	-0.061	84.150	0.031	0.115
29	2742	26.436	168.005	1411.116	741.321	0.536	0.571	562	10	-0.013	0.123	84.300	0.031	0.114
30	2743	26.684	165.699	1411.117	741.317	0.534	0.565	563	10	-0.006	0.112	84.450	0.032	0.114
31	2744	26.532	175.054	1411.129	741.225	0.522	0.529	564	10	0.018	-0.024	84.600	0.030	0.118
32	2745	26.419	161.353	1411.118	741.302	0.533	0.574	565	10	-0.008	0.096	84.750	0.029	0.117
33	2746	26.845	168.699	1411.143	741.207	0.521	0.551	566	10	0.016	-0.048	84.900	0.028	0.115
34	2747	26.714	159.005	1411.122	741.311	0.541	0.561	567	10	-0.011	0.128	85.050	0.028	0.115
35	2748	26.673	169.637	1411.148	741.322	0.513	0.559	568	10	0.024	0.136	85.200	0.026	0.111
36	2749	27.162	163.680	1411.141	741.383	0.529	0.549	569	10	0.034	0.246	85.350	0.022	0.116
37	2750	26.618	152.140	1411.137	741.441	0.530	0.617	570	10	0.014	0.330	85.500	0.022	0.119
38	2751	26.456	157.467	1411.159	741.445	0.529	0.587	571	10	0.056	0.326	85.650	0.024	0.120
39	2752	26.592	161.019	1411.141	741.310	0.516	0.566	572	10	0.051	0.139	85.800	0.025	0.117
40	2753	26.540	163.020	1411.120	741.326	0.535	0.570	573	10	-0.016	0.122	85.950	0.026	0.112
41	2754	26.515	170.150	1411.163	741.343	0.514	0.564	574	10	0.056	0.149	86.100	0.027	0.103
42	2755	26.817	180.278	1411.135	741.271	0.520	0.551	575	10	-0.003	0.045	86.250	0.027	0.102
43	2756	26.591	174.279	1411.133	741.170	0.530	0.550	576	10	0.016	-0.126	86.400	0.026	0.116
44	2757	26.530	165.665	1411.141	741.293	0.532	0.555	577	10	0.026	0.067	86.550	0.026	0.116
45	2758	26.957	172.060	1411.116	741.193	0.530	0.537	578	10	-0.021	-0.090	86.700	0.024	0.123
46	2759	26.600	174.447	1411.136	741.214	0.523	0.540	579	10	0.014	-0.080	86.850	0.023	0.129
47	2760	26.713	160.934	1411.128	741.361	0.525	0.600	580	10	0.010	0.197	87.000	0.023	0.131
48	2761	27.443	175.425	1411.124	741.305	0.513	0.527	581	10	-0.029	0.086	87.150	0.025	0.126
49	2762	26.642	173.113	1411.120	741.295	0.535	0.545	582	10	-0.006	0.074	87.300	0.025	0.126
50	2763	26.740	175.661	1411.114	741.220	0.516	0.542	583	10	0.002	-0.048	87.450	0.024	0.130
51	2764	26.852	168.841	1411.095	741.277	0.540	0.556	584	10	-0.029	0.069	87.600	0.026	0.128
52	2765	26.297	158.764	1411.106	741.378	0.533	0.584	585	10	-0.021	0.226	87.750	0.027	0.131
53	2766	26.516	153.026	1411.096	741.352	0.545	0.597	586	10	-0.054	0.181	87.900	0.030	0.128
54	2767	26.568	169.284	1411.090	741.295	0.521	0.532	587	10	-0.066	0.059	88.050	0.034	0.128
55	2768	26.273	173.447	1411.114	741.247	0.530	0.569	588	10	-0.001	-0.008	88.200	0.034	0.130
56	2769	26.643	170.945	1411.142	741.254	0.524	0.559	589	10	0.019	0.014	88.350	0.033	0.127
57	2770	26.689	177.932	1411.112	741.252	0.529	0.522	590	10	-0.035	-0.005	88.500	0.034	0.114
58	2771	27.146	162.105	1411.098	741.280	0.529	0.570	591	10	-0.029	0.053	88.650	0.032	0.097
59	2772	26.200	160.694	1411.128	741.428	0.536	0.579	592	10	0.011	0.286	88.800	0.029	0.109
60	2773	26.400	165.474	1411.111	741.335	0.528	0.564	593	10	-0.016	0.149	88.950	0.029	0.110
61	2774	26.828	166.861	1411.103	741.276	0.538	0.551	594	10	-0.027	0.045	89.100	0.025	0.108
62	2775	26.881	167.404	1411.103	741.294	0.532	0.567	595	10	-0.040	0.093	89.250	0.026	0.108
63	2776	26.626	170.037	1411.118	741.225	0.524	0.543	596	10	-0.026	-0.016	89.400	0.025	0.100
64	2777	26.653	162.963	1411.080	741.272	0.529	0.561	597	10	-0.074	0.053	89.550	0.026	0.100
65	2778	26.553	159.922	1411.074	741.374	0.527	0.595	598	10	-0.070	0.216	89.700	0.028	0.099
66	2779	26.877	165.492	1411.111	741.365	0.519	0.556	599	10	-0.021	0.208	89.850	0.027	0.095
67	2780	26.761	162.997	1411.124	741.338	0.526	0.552	600	10	-0.001	0.157	90.000	0.026	0.093
68	2781	26.805	167.266	1411.125	741.352	0.526	0.557	601	10	-0.018	0.166	90.150	0.026	0.094
69	2782	26.701	174.245	1411.140	741.342	0.523	0.558	602	10	-0.011	0.146	90.300	0.026	0.094
70	2783	26.351	166.578	1411.121	741.268	0.543	0.562	603	10	-0.037	0.003	90.450	0.025	0.091
71	2784	27.166	161.184	1411.167	741.389	0.514	0.569	604	10	0.050	0.194	90.600	0.030	0.092
72	2785	26.727	158.057	1411.125	741.320	0.532	0.574	605	10	-0.021	0.075	90.750	0.030	0.089
73	2786	26.522	169.913	1411.149	741.277	0.538	0.548	606	10	0.024	0.029	90.900	0.031	0.088
74	2787	26.899	176.470	1411.171	741.309	0.524	0.553	607	10	0.061	0.091	91.050	0.034	0.088
75	2788	26.329	154.892	1411.134	741.351	0.543	0.592	608	10	-0.003	0.150	91.200	0.034	0.085
76	2789	26.713	167.061	1411.168	741.386	0.518	0.569	609	10	0.029	0.222	91.350	0.035	0.086
77	2790	26.607	163.601	1411.115	741.429	0.529	0.587	610	10	-0.043	0.238	91.500	0.035	0.085
78	2791	26.710	170.470	1411.140	741.330	0.523	0.564	611	10	-0.002	0.106	91.650	0.035	0.084
79	2792	26.566	153.947	1411.156	741.429	0.527	0.604	612	10	0.011	0.264	91.800	0.035	0.082
80	2793	26.732	154.890	1411.166	741.455	0.523	0.602	613	10	0.021	0.285	91.950	0.036	0.089
81	2794	27.078	171.195	1411.128	741.281	0.527	0.543	614	10	-0.042	0.006	92.100	0.036	0.091
82	2795	26.681	169.943	1411.120	741.311	0.549	0.553	615	10	-0.045	0.090	92.250	0.036	0.091
83	2796	26.824	181.740	1411.098	741.261	0.532	0.523	616	10	-0.069	0.010	92.400	0.038	0.089
84	2797	26.835	174.813	1411.155	741.281	0.520	0.558	617	10	0.024	0.016	92.550	0.036	0.091
85	2798	26.651	164.107	1411.117	741.308	0.530	0.560	618	10	-0.032	0.070	92.700	0.034	0.090
86	2799	26.625	159.464	1411.110	741.336	0.532	0.576	619	10	-0.045	0.094	92.850	0.035	0.088
87	2800	26.366	163.715	1411.136	741.336	0.528	0.573	620	10	-0.008	0.082	93.000	0.035	0.088
88	2801	26.459	172.747	1411.090	741.368	0.521	0.557	621	10	-0.054	0.130	93.150	0.036	0.088
