trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)	msd_y	L_um	F_pN_abs	F_pN	
830	154.5	157.2	-0.72	-0.191	0.4	-0.055	2.7	1.128	0.418	6.908	8.674017415905545e-15	14.94656273748571	3.469996734191481	3.469996734191481
830	159.45	160.5	0.89	-0.089	1.307	-0.16	1.05	0.424	0.403	-9.590999999999999	8.674017415905545e-15	14.94656273748571	3.469996734191481	3.469996734191481
942	199.05	201.15	4.322	-0.6879999999999999	2.47	-0.292	2.1	1.893	0.901	167.93	1.99550963947911e-15	15.40264968524843	8.496415306463463	-8.496415306463463
942	224.85	225.9	1.459	0.065	0.646	0.107	1.05	0.8139999999999999	0.775	177.041	1.99550963947911e-15	15.40264968524843	8.496415306463463	-8.496415306463463
1009	141.6	142.35	0.059	-0.407	-0.29	-0.182	0.75	0.415	0.554	147.086	1.113912625967145e-14	14.83336948514006	2.927149153363724	-2.927149153363724
1057	211.65	212.55	-0.36	-0.135	0.029	-0.29	0.9	0.419	0.465	-21.766	2.066936191735951e-14	14.47820383012892	1.86244394723514	1.86244394723514
1063	253.2	254.1	-0.136	-0.058	0.248	-0.521	0.9	0.602	0.668	-50.327	1.385748437500001e-14	14.7216325923292	2.508748533901277	2.508748533901277
1114	194.1	195.45	-0.066	-0.145	-0.451	0.059	1.35	0.436	0.323	152.077	6.494435507015306e-15	15.06109342125375	4.191946324348307	-4.191946324348307
1172	157.2	158.55	-0.12	0.062	0.243	-0.041	1.35	0.377	0.28	-15.817	1.130101119493141e-14	14.82638222563941	2.897962600249931	2.897962600249931
1194	141.75	142.65	-0.078	-0.159	-0.32	-0.124	0.9	0.244	0.271	171.723	6.490141866466503e-15	15.06133744148651	4.193720626727657	-4.193720626727657
1199	167.55	168.45	-0.309	0.08400000000000001	-0.589	0.188	0.9	0.299	0.332	159.538	1.028596882899048e-14	14.87102078469275	3.092418766517344	-3.092418766517344
1239	122.4	123.15	-0.032	-0.166	0.104	-0.252	0.75	0.161	0.215	-32.428	6.811744134773023e-15	15.04329117331643	4.065515382633364	4.065515382633364
1245	177.6	178.35	-0.053	-0.142	0.205	-0.126	0.75	0.258	0.344	3.606	2.240008422879681e-14	14.42200796328799	1.749565577546402	1.749565577546402
1260	147.75	150.3	-0.226	-0.195	-2.214	-0.053	2.55	1.994	0.782	175.914	1.063470320047622e-14	14.85545651682642	3.022416983764097	-3.022416983764097
1291	136.05	136.95	0.082	-0.19	0.218	-0.114	0.9	0.156	0.173	29.177	2.026675515933826e-14	14.49154474628097	1.890886287451406	1.890886287451406
1345	176.7	181.95	-0.179	0.08799999999999999	-3.394	0.198	5.25	3.216	0.613	178.025	2.296853382624342e-14	14.40393142536608	1.715483119301406	-1.715483119301406
1481	185.25	186	-0.051	-0.108	0.302	-0.149	0.75	0.356	0.475	-6.583	1.732873160203402e-14	14.59243817677127	2.129370932219524	2.129370932219524
1506	142.65	144.45	0.819	-0.093	1.464	-0.137	1.8	0.646	0.359	-3.944	1.729329296875e-14	14.59369715250012	2.132633026686789	2.132633026686789
1515	128.55	129.9	0.006	-0.155	-0.515	-0.099	1.35	0.525	0.389	173.903	2.399008084615561e-14	14.37188200667228	1.657515548421771	-1.657515548421771
1657	169.5	170.25	-0.717	-0.118	-0.37	-0.167	0.75	0.351	0.468	-8.103999999999999	1.269121412647777e-14	14.76820698088991	2.671289330745604	2.671289330745604
1657	197.55	198.45	0.55	0.298	1.026	0.073	0.9	0.526	0.584	-25.371	1.269121412647777e-14	14.76820698088991	2.671289330745604	2.671289330745604
1695	166.05	167.1	-0.189	-0.154	1.162	0.525	1.05	1.511	1.439	26.685	3.862414760816986e-14	13.95732349582843	1.116758587081784	1.116758587081784
23	154.5	156	0.005	-0.147	0.189	-0.164	1.5	0.185	0.123	-5.323	6.239429860197487e-15	15.07573861389624	4.300486841911147	4.300486841911147
82	182.85	184.95	-0.134	-0.43	0.234	-0.579	2.1	0.397	0.189	-22.064	2.337225034955723e-14	14.39120014764617	1.692088062469475	1.692088062469475
223	116.1	117.45	-0.051	-0.282	0.09	-0.027	1.35	0.291	0.215	61.014	1.261244799254121e-14	14.77142148556175	2.683096884757199	2.683096884757199
264	175.2	179.1	-0.32	-0.061	0.696	-0.095	3.9	1.017	0.261	-1.89	1.161623892571536e-14	14.81291054384004	2.842928318844534	2.842928318844534
264	187.65	189.6	2.381	-0.038	3.024	-0.07000000000000001	1.95	0.644	0.33	-2.883	1.161623892571536e-14	14.81291054384004	2.842928318844534	2.842928318844534
264	190.5	192.45	3.264	-0.093	4.07	-0.044	1.95	0.8080000000000001	0.414	3.475	1.161623892571536e-14	14.81291054384004	2.842928318844534	2.842928318844534
264	193.2	195.9	4.264	-0.043	5.294	-0.159	2.7	1.037	0.384	-6.42	1.161623892571536e-14	14.81291054384004	2.842928318844534	2.842928318844534
264	200.7	202.35	6.896	-0.111	7.734	0.111	1.65	0.867	0.526	14.819	1.161623892571536e-14	14.81291054384004	2.842928318844534	2.842928318844534
264	203.1	205.5	6.326	-0.003	7.171	-0.077	2.4	0.848	0.353	-4.994	1.161623892571536e-14	14.81291054384004	2.842928318844534	2.842928318844534
264	206.25	207.45	7.117	0.056	7.947	-0.029	1.2	0.835	0.696	-5.831	1.161623892571536e-14	14.81291054384004	2.842928318844534	2.842928318844534
264	207.75	211.2	5.976	-0.162	7.635	0.033	3.45	1.671	0.484	6.7	1.161623892571536e-14	14.81291054384004	2.842928318844534	2.842928318844534
396	154.2	155.1	-0.027	-0.101	-0.784	0.063	0.9	0.774	0.86	167.817	2.57124877082689e-14	14.31901672063287	1.568276175516606	-1.568276175516606
556	235.8	237.6	1.032	-0.121	0.221	-0.013	1.8	0.8179999999999999	0.455	172.397	9.649939533898044e-15	14.90007957625452	3.229898971275552	-3.229898971275552
556	238.8	239.85	-0.451	0.015	-1.195	0.126	1.05	0.752	0.716	171.479	9.649939533898044e-15	14.90007957625452	3.229898971275552	-3.229898971275552
556	240.45	241.5	-1.296	-0.061	-1.848	0.094	1.05	0.573	0.546	164.325	9.649939533898044e-15	14.90007957625452	3.229898971275552	-3.229898971275552
566	147.15	149.1	-0.33	-0.083	-1.176	0.025	1.95	0.853	0.438	172.721	1.851034503078087e-14	14.551064510951	2.026283035478975	-2.026283035478975
748	180.45	187.65	0.384	0.138	1.934	-0.251	7.2	1.599	0.222	-14.096	7.419674551168248e-15	15.0103634841813	3.846436234696388	3.846436234696388
748	190.35	193.35	1.381	0.112	2.33	0.07199999999999999	3	0.95	0.317	-2.412	7.419674551168248e-15	15.0103634841813	3.846436234696388	3.846436234696388
748	211.65	214.5	4.718	-1.395	5.728	-0.07199999999999999	2.85	1.665	0.584	52.668	7.419674551168248e-15	15.0103634841813	3.846436234696388	3.846436234696388
748	220.5	224.1	7.378	0.338	8.846	-0.546	3.6	1.714	0.476	-31.036	7.419674551168248e-15	15.0103634841813	3.846436234696388	3.846436234696388
1246	114.15	115.8	-0.07000000000000001	-0.031	-0.734	0.044	1.65	0.668	0.405	173.531	8.979647103999995e-15	14.93173861547712	3.390555933549287	-3.390555933549287
1372	130.35	131.7	0.016	-0.181	-0.637	-0.191	1.35	0.653	0.484	-179.133	9.735455540779398e-15	14.89611937543082	3.210621001401133	-3.210621001401133
1372	134.7	136.35	-1.08	-0.112	-1.581	-0.127	1.65	0.501	0.304	-178.201	9.735455540779398e-15	14.89611937543082	3.210621001401133	-3.210621001401133
1750	167.25	168.3	1.01	0.03	0.45	-0.107	1.05	0.576	0.549	-166.287	3.629638555440767e-15	15.25010855283175	6.002838742986549	-6.002838742986549
1760	179.4	180.3	0.261	-0.216	-0.334	-0.146	0.9	0.599	0.666	173.267	7.086597595041321e-14	13.19222881441903	0.6392180875147265	-0.6392180875147265
1798	181.2	182.1	0.147	-0.183	-0.006	0.059	0.9	0.286	0.318	122.423	7.468304290657428e-16	15.59252721092711	14.59749003416906	-14.59749003416906
89	149.25	150.3	0.024	-0.073	0.16	-0.017	1.05	0.147	0.14	22.409	6.142214072145055e-15	15.08140609691012	4.343638245575264	4.343638245575264
188	120	120.75	0.027	-0.312	0.203	-0.202	0.75	0.208	0.277	32.092	1.255687759951368e-14	14.77369491326312	2.691495838259697	2.691495838259697
209	141.3	142.5	0.078	-0.225	0.347	0.003	1.2	0.353	0.294	40.335	1.927961656157049e-14	14.52472141169799	1.964580030423284	1.964580030423284
395	117.15	117.9	-0.046	-0.22	-0.306	-0.017	0.75	0.329	0.439	141.985	1.311765701871457e-14	14.75096001157532	2.609271774117061	-2.609271774117061
395	118.8	119.7	-0.446	-0.059	-0.763	-0.21	0.9	0.351	0.39	-154.497	1.311765701871457e-14	14.75096001157532	2.609271774117061	-2.609271774117061
430	117.3	118.05	0.08	-0.23	-0.294	-0.505	0.75	0.465	0.62	-143.686	2.141780724167855e-14	14.45367929226468	1.811844958092896	-1.811844958092896
450	121.05	121.8	0.042	-0.166	-0.125	-0.114	0.75	0.174	0.233	162.509	6.867552462176917e-15	15.04020579804937	4.044192636333539	-4.044192636333539
463	132	132.75	-0.392	-0.102	0.37	-0.112	0.75	0.762	1.016	-0.764	2.006300630119722e-14	14.49833732977724	1.905624901805573	1.905624901805573
516	117.15	117.9	0.109	-0.026	-0.41	-0.801	0.75	0.9320000000000001	1.242	-123.803	5.323373422591566e-15	15.13121187587316	4.752840538752217	-4.752840538752217
705	131.25	132.75	-0.006	-0.132	0.243	0.004	1.5	0.284	0.189	28.466	9.941024018646682e-15	14.88666851943338	3.165316832627061	3.165316832627061
890	121.8	122.55	0.018	0.221	0.077	0.082	0.75	0.151	0.202	-66.988	1.483316643181581e-14	14.68401033675742	2.388225250042352	2.388225250042352
936	113.25	114.15	-0.093	0.095	0.141	-0.146	0.9	0.335	0.373	-45.841	1.564088920126873e-14	14.65368641037105	2.297406918800599	2.297406918800599
1313	136.2	137.25	0.28	0.167	-0.43	0.18	1.05	0.711	0.677	178.972	2.534210874089493e-14	14.33026703359345	1.586636909800414	-1.586636909800414
1369	215.85	217.95	-0.883	0.08	-0.608	-0.011	2.1	0.29	0.138	-18.197	7.265133299099306e-15	15.01859618616719	3.899499160697906	3.899499160697906
1369	230.25	231.15	-0.128	0.049	-0.042	-0.076	0.9	0.152	0.169	-55.333	7.265133299099306e-15	15.01859618616719	3.899499160697906	3.899499160697906
1369	234.45	235.2	0.157	0.058	0.259	-0.029	0.75	0.134	0.178	-40.076	7.265133299099306e-15	15.01859618616719	3.899499160697906	3.899499160697906
1503	143.7	145.35	2.454	-0.139	1.523	-0.076	1.65	0.9330000000000001	0.5659999999999999	176.124	2.12065011567575e-14	14.46056774413754	1.825841809268823	-1.825841809268823
1503	178.5	182.25	1.459	0.162	-0.651	-0.208	3.75	2.142	0.571	-170.072	2.12065011567575e-14	14.46056774413754	1.825841809268823	-1.825841809268823
1519	189.9	191.55	-0.323	0.211	-0.013	0.066	1.65	0.343	0.208	-25.005	1.114870800944979e-14	14.83295458627339	2.92540358261255	2.92540358261255
1519	195.3	196.35	0.259	0.344	0.386	0.118	1.05	0.259	0.247	-60.805	1.114870800944979e-14	14.83295458627339	2.92540358261255	2.92540358261255
1519	206.4	207.15	0.755	0.055	0.875	0.155	0.75	0.156	0.208	39.733	1.114870800944979e-14	14.83295458627339	2.92540358261255	2.92540358261255
1653	242.1	245.7	-1.032	0.106	-0.16	0.034	3.6	0.875	0.243	-4.715	1.391821941253159e-14	14.7192567761944	2.500865273620826	2.500865273620826
1653	257.85	260.1	1.123	-0.062	1.75	0.082	2.25	0.643	0.286	12.922	1.391821941253159e-14	14.7192567761944	2.500865273620826	2.500865273620826
1656	236.4	237.15	-0.341	0.083	0.021	-0.159	0.75	0.435	0.58	-33.775	2.891356849934255e-14	14.22419985391771	1.42574473034066	1.42574473034066
1656	241.05	242.25	0.672	0.22	1.216	-0.008	1.2	0.59	0.492	-22.769	2.891356849934255e-14	14.22419985391771	1.42574473034066	1.42574473034066
1667	212.55	215.1	2.371	-0.965	-0.022	0.593	2.55	2.856	1.12	146.947	2.444133890532527e-15	15.35478570664174	7.567433683460421	-7.567433683460421
