trajectory	start     	end       	x1        	y1        	x2        	y2        	duration  	distance  	rate      	angle (deg)	msd_y	L_um	F_pN_abs	F_pN	
12	244.95	247.2	-0.302	-0.037	-0.051	-0.083	2.25	0.255	0.113	-10.528	1.081660696177772e-14	14.82713926095998	2.901103334713754	2.901103334713754
12	264.15	265.95	0.055	-0.211	0.243	0.192	1.8	0.444	0.247	64.94	1.081660696177772e-14	14.82713926095998	2.901103334713754	2.901103334713754
12	303.45	304.35	0.143	0.081	0.347	-0.026	0.9	0.231	0.256	-27.814	1.081660696177772e-14	14.82713926095998	2.901103334713754	2.901103334713754
12	306.75	307.5	0.746	-0.149	0.971	0.108	0.75	0.342	0.456	48.816	1.081660696177772e-14	14.82713926095998	2.901103334713754	2.901103334713754
12	309.75	312.6	1.075	-0.185	1.735	-0.08599999999999999	2.85	0.667	0.234	8.528	1.081660696177772e-14	14.82713926095998	2.901103334713754	2.901103334713754
12	313.95	316.05	1.81	-0.163	2.405	-0.188	2.1	0.596	0.284	-2.438	1.081660696177772e-14	14.82713926095998	2.901103334713754	2.901103334713754
206	270.3	273.6	-2.043	0.076	-2.949	-0.066	3.3	0.917	0.278	-171.084	4.40623909523809e-14	13.79612530612402	0.9776745862307419	-0.9776745862307419
206	277.35	278.25	-3.256	-0.06	-3.653	0.059	0.9	0.415	0.461	163.278	4.40623909523809e-14	13.79612530612402	0.9776745862307419	-0.9776745862307419
403	251.55	252.9	-0.509	0.183	-1.324	-0.337	1.35	0.967	0.716	-147.461	6.167180448019269e-14	13.37642420416371	0.7200492240313008	-0.7200492240313008
416	245.55	248.55	-0.489	-0.065	0.604	0.024	3	1.097	0.366	4.669	4.687185409039264e-14	13.72625468703614	0.9256131608535315	0.9256131608535315
416	249.6	253.65	0.409	0.002	2.171	0.033	4.05	1.762	0.435	1.035	4.687185409039264e-14	13.72625468703614	0.9256131608535315	0.9256131608535315
496	227.25	228.3	-0.249	-0.377	-0.582	0.033	1.05	0.528	0.503	129.093	1.626791139786642e-14	14.60952197054738	2.174297868949022	-2.174297868949022
505	233.4	235.8	-0.831	0.297	-1.228	0.473	2.4	0.434	0.181	156.047	4.54029519753509e-15	15.16514585561537	5.066095249839745	-5.066095249839745
505	247.5	253.2	-1.268	0.408	-1.947	0.422	5.7	0.679	0.119	178.821	4.54029519753509e-15	15.16514585561537	5.066095249839745	-5.066095249839745
505	270.75	272.55	-2.756	0.381	-3.804	0.474	1.8	1.052	0.584	174.951	4.54029519753509e-15	15.16514585561537	5.066095249839745	-5.066095249839745
507	253.65	254.4	-0.745	-0.04	-0.918	0.062	0.75	0.201	0.268	149.449	9.377624412679597e-15	14.89285321894864	3.19485312206319	-3.19485312206319
