 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr	y_corr	Time	SDx	SDy
120	159330	25.088	37.405	3162.250	234.551	0.641	0.689	729	211	-1.707	0.138	109.350	0.116	0.164
121	159331	24.753	42.129	3162.247	234.495	0.626	0.629	730	211	-1.734	0.056	109.500	0.115	0.166
122	159332	24.646	45.875	3162.279	234.415	0.662	0.605	731	211	-1.707	-0.083	109.650	0.116	0.164
123	159333	25.610	31.200	3162.500	234.386	0.601	0.517	732	211	-1.302	-0.155	109.800	0.139	0.154
124	159334	24.999	31.396	3162.470	234.448	0.592	0.630	733	211	-1.347	-0.034	109.950	0.152	0.153
125	159335	25.172	47.263	3162.326	234.332	0.652	0.623	734	211	-1.608	-0.245	110.100	0.151	0.156
126	159336	25.128	49.094	3162.361	234.287	0.537	0.611	735	211	-1.547	-0.299	110.250	0.152	0.149
127	159337	25.965	37.190	3162.390	234.366	0.408	0.591	737	211	-1.496	-0.166	110.550	0.154	0.144
128	159338	25.215	40.671	3162.313	234.447	0.634	0.750	738	211	-1.603	-0.024	110.700	0.152	0.141
129	159339	24.805	41.814	3162.333	234.345	0.625	0.710	739	211	-1.589	-0.197	110.850	0.149	0.140
130	159340	26.055	29.814	3162.510	234.294	0.426	0.635	740	211	-1.298	-0.290	111.000	0.162	0.138
131	159341	24.907	30.345	3162.454	234.340	0.462	0.675	741	211	-1.395	-0.176	111.150	0.166	0.138
132	159342	25.549	42.004	3162.161	234.346	0.626	0.678	742	211	-1.875	-0.181	111.300	0.163	0.138
133	159343	25.229	49.040	3162.284	234.264	0.605	0.605	743	211	-1.675	-0.318	111.450	0.161	0.138
134	159344	24.569	47.001	3162.311	234.373	0.664	0.649	744	211	-1.653	-0.136	111.600	0.162	0.131
135	159345	24.929	47.015	3162.198	234.491	0.634	0.671	745	211	-1.798	0.038	111.750	0.164	0.134
136	159346	26.008	32.958	3162.509	234.407	0.437	0.609	746	211	-1.293	-0.059	111.900	0.177	0.134
137	159347	24.820	49.836	3162.296	234.352	0.587	0.658	747	211	-1.688	-0.144	112.050	0.173	0.135
138	159348	24.881	43.077	3162.180	234.318	0.654	0.699	748	211	-1.869	-0.221	112.200	0.184	0.126
139	159349	24.841	44.242	3162.121	234.413	0.661	0.652	749	211	-1.942	-0.061	112.350	0.199	0.123
140	159350	25.266	50.718	3162.172	234.489	0.603	0.520	750	211	-1.859	0.062	112.500	0.206	0.116
141	159351	25.056	44.908	3162.242	234.430	0.623	0.673	752	211	-1.757	-0.037	112.800	0.207	0.110
142	159352	25.755	32.346	3162.470	234.459	0.445	0.579	753	211	-1.373	0.042	112.950	0.212	0.116
143	159353	24.798	40.597	3162.268	234.561	0.647	0.726	754	211	-1.685	0.179	113.100	0.201	0.135
144	159354	25.221	45.960	3162.270	234.561	0.653	0.622	755	211	-1.710	0.178	113.250	0.192	0.149
145	159355	25.511	30.770	3162.446	234.483	0.518	0.579	756	211	-1.410	0.069	113.400	0.198	0.150
146	159356	25.534	34.751	3162.515	234.407	0.515	0.611	757	211	-1.306	-0.032	113.550	0.210	0.142
147	159357	25.030	43.133	3162.255	234.546	0.618	0.667	758	211	-1.736	0.150	113.700	0.210	0.148
148	159358	25.127	45.984	3162.226	234.425	0.629	0.632	759	211	-1.814	-0.014	113.850	0.214	0.148
149	159359	25.093	13.492	3162.201	234.311	0.968	0.663	760	211	-1.805	-0.214	114.000	0.217	0.149
150	159360	24.732	46.728	3162.224	234.327	0.708	0.588	761	211	-1.765	-0.184	114.150	0.202	0.142
151	159361	24.886	49.541	3162.257	234.344	0.584	0.652	762	211	-1.702	-0.128	114.300	0.192	0.140
152	159362	25.361	45.882	3162.219	234.313	0.590	0.608	763	211	-1.784	-0.182	114.450	0.188	0.141
153	159363	25.068	47.559	3162.190	234.291	0.607	0.627	764	211	-1.818	-0.226	114.600	0.190	0.133
154	159364	25.155	43.234	3162.245	234.259	0.676	0.568	765	211	-1.744	-0.293	114.750	0.191	0.142
155	159365	24.885	49.069	3162.257	234.209	0.621	0.656	766	211	-1.730	-0.352	114.900	0.189	0.155
156	159366	25.335	43.323	3162.182	234.271	0.682	0.596	767	211	-1.818	-0.243	115.050	0.166	0.160
157	159367	25.358	48.449	3162.257	234.312	0.611	0.631	769	211	-1.701	-0.184	115.350	0.166	0.161
158	159368	24.829	47.265	3162.239	234.257	0.648	0.605	771	211	-1.715	-0.280	115.650	0.162	0.164
159	159369	25.208	52.356	3162.217	234.248	0.580	0.601	772	211	-1.747	-0.301	115.800	0.153	0.171
160	159370	24.871	44.800	3162.235	234.437	0.617	0.658	773	211	-1.696	-0.016	115.950	0.148	0.168
161	159371	24.718	46.122	3162.252	234.411	0.629	0.684	774	211	-1.690	-0.032	116.100	0.148	0.168
162	159372	25.241	41.903	3162.223	234.354	0.615	0.674	775	211	-1.722	-0.158	116.250	0.128	0.164
163	159373	25.211	46.434	3162.226	234.496	0.635	0.620	776	211	-1.749	0.075	116.400	0.128	0.156
164	159374	24.899	44.657	3162.251	234.357	0.634	0.624	777	211	-1.669	-0.150	116.550	0.128	0.140
165	159375	24.999	44.597	3162.216	234.356	0.622	0.711	779	211	-1.736	-0.130	116.850	0.108	0.132
166	159376	24.970	44.610	3162.192	234.425	0.630	0.670	780	211	-1.790	-0.019	117.000	0.046	0.132
167	159377	25.467	50.918	3162.201	234.439	0.629	0.593	781	211	-1.782	-0.032	117.150	0.046	0.116
168	159378	25.300	-22.690	3161.867	234.264	1.353	0.595	782	211	-2.296	-0.326	117.300	0.131	0.117
169	159379	24.834	44.678	3162.189	234.214	0.643	0.621	783	211	-1.778	-0.405	117.450	0.130	0.128
170	159380	25.744	16.386	3161.991	234.317	1.039	0.615	784	211	-2.086	-0.218	117.600	0.148	0.129
171	159381	24.440	43.806	3162.245	234.298	0.682	0.679	785	211	-1.693	-0.230	117.750	0.148	0.128
172	159382	25.111	45.942	3162.275	234.313	0.647	0.678	786	211	-1.645	-0.206	117.900	0.152	0.129
173	159383	24.985	46.865	3162.256	234.363	0.584	0.644	787	211	-1.651	-0.118	118.050	0.154	0.129
174	159384	25.007	48.652	3162.167	234.374	0.635	0.632	788	211	-1.819	-0.102	118.200	0.154	0.128
175	159385	24.803	46.066	3162.215	234.145	0.644	0.636	789	211	-1.755	-0.474	118.350	0.154	0.139
176	159386	25.048	49.445	3162.167	234.398	0.592	0.596	790	211	-1.826	-0.062	118.500	0.154	0.140
177	159387	25.027	51.704	3162.236	234.394	0.577	0.633	791	211	-1.690	-0.075	118.650	0.155	0.142
178	159388	25.700	32.732	3162.440	234.475	0.477	0.520	792	211	-1.410	0.053	118.800	0.175	0.147
179	159389	24.667	43.357	3162.227	234.481	0.669	0.732	793	211	-1.725	0.050	118.950	0.175	0.148
180	159390	25.176	48.618	3162.121	234.546	0.617	0.592	794	211	-1.909	0.173	119.100	0.177	0.161
181	159391	25.050	44.586	3162.244	234.497	0.596	0.698	795	211	-1.691	0.080	119.250	0.177	0.166
182	159392	24.987	45.973	3162.252	234.452	0.697	0.615	796	211	-1.715	0.035	119.400	0.177	0.169
183	159393	25.033	44.855	3162.251	234.403	0.580	0.682	797	211	-1.694	-0.054	119.550	0.178	0.164
184	159394	25.122	46.119	3162.185	234.389	0.646	0.679	798	211	-1.805	-0.069	119.700	0.177	0.164
185	159395	24.981	52.786	3162.171	234.462	0.613	0.600	799	211	-1.858	0.037	119.850	0.177	0.167
186	159396	25.041	39.346	3162.281	234.389	0.716	0.757	800	211	-1.656	-0.064	120.000	0.180	0.166
187	159397	25.505	42.635	3162.267	234.506	0.667	0.724	801	211	-1.688	0.107	120.150	0.181	0.172
188	159398	25.365	46.880	3162.203	234.625	0.612	0.573	802	211	-1.782	0.301	120.300	0.132	0.184
189	159399	24.793	46.393	3162.256	234.603	0.661	0.640	803	211	-1.691	0.262	120.450	0.132	0.179
190	159400	24.918	45.229	3162.285	234.417	0.593	0.677	804	211	-1.624	-0.013	120.600	0.106	0.174
191	159401	25.072	50.580	3162.135	234.434	0.593	0.612	805	211	-1.883	-0.019	120.750	0.112	0.166
192	159402	25.686	29.569	3162.486	234.472	0.451	0.609	806	211	-1.320	0.075	120.900	0.144	0.161
193	159403	25.594	32.206	3162.482	234.497	0.486	0.620	807	211	-1.302	0.093	121.050	0.170	0.159
194	159404	25.419	52.540	3162.149	234.448	0.647	0.531	808	211	-1.834	0.024	121.200	0.170	0.156
195	159405	25.106	49.153	3162.237	234.388	0.676	0.603	810	211	-1.710	-0.058	121.500	0.170	0.107
196	159406	25.548	32.489	3162.505	234.354	0.430	0.612	811	211	-1.296	-0.117	121.650	0.188	0.110
197	159407	25.226	30.549	3162.609	234.317	0.421	0.686	812	211	-1.126	-0.168	121.800	0.223	0.117
198	159408	24.788	46.862	3162.209	234.404	0.641	0.680	813	211	-1.757	-0.026	121.950	0.218	0.118
199	159409	24.748	47.693	3162.309	234.317	0.629	0.682	814	211	-1.571	-0.178	122.100	0.218	0.127
200	159410	25.369	46.358	3162.272	234.225	0.643	0.635	815	211	-1.654	-0.294	122.250	0.209	0.140
201	159411	25.273	40.151	3162.425	234.208	0.422	0.608	816	211	-1.432	-0.322	122.400	0.213	0.155
202	159412	25.176	39.885	3162.161	234.278	0.662	0.665	817	211	-1.829	-0.214	122.550	0.217	0.160
203	159413	25.122	39.629	3162.186	234.335	0.674	0.709	818	211	-1.808	-0.150	122.700	0.221	0.162
204	159414	24.979	43.778	3162.176	234.441	0.657	0.675	819	211	-1.829	0.026	122.850	0.222	0.163
205	159415	25.029	47.028	3162.137	234.438	0.673	0.617	821	211	-1.864	0.058	123.150	0.222	0.163
206	159416	25.137	50.108	3162.259	234.391	0.586	0.572	822	211	-1.675	-0.029	123.300	0.222	0.163
207	159417	25.163	45.016	3162.291	234.347	0.583	0.596	823	211	-1.626	-0.107	123.450	0.222	0.161
208	159418	25.442	-44.843	3162.071	234.325	1.265	0.581	825	211	-1.966	-0.157	123.750	0.232	0.140
209	159419	24.904	41.212	3162.255	234.270	0.639	0.669	826	211	-1.664	-0.237	123.900	0.232	0.122
210	159420	24.752	46.001	3162.201	234.405	0.606	0.657	828	211	-1.768	-0.034	124.200	0.234	0.122
211	159421	25.320	50.153	3162.247	234.399	0.605	0.610	829	211	-1.682	-0.051	124.350	0.227	0.121
212	159422	24.696	44.020	3162.236	234.399	0.656	0.716	830	211	-1.675	-0.080	124.500	0.214	0.114
213	159423	25.203	47.154	3162.221	234.414	0.616	0.620	831	211	-1.688	-0.016	124.650	0.198	0.107
214	159424	25.627	41.720	3162.243	234.375	0.634	0.616	833	211	-1.680	-0.059	124.950	0.194	0.103
215	159425	25.092	45.445	3162.247	234.419	0.592	0.654	834	211	-1.672	9.000E-4	125.100	0.194	0.106
216	159426	25.459	48.467	3162.196	234.444	0.587	0.613	835	211	-1.739	0.062	125.250	0.174	0.112
217	159427	25.264	41.630	3162.212	234.413	0.652	0.669	836	211	-1.725	7.000E-4	125.400	0.114	0.113
218	159428	24.908	44.637	3162.248	234.448	0.626	0.669	837	211	-1.656	0.050	125.550	0.115	0.116
219	159429	24.867	42.025	3162.261	234.400	0.710	0.681	838	211	-1.638	-0.019	125.700	0.111	0.115
220	159430	25.724	31.758	3162.552	234.385	0.442	0.629	839	211	-1.184	-0.037	125.850	0.162	0.104
221	159431	25.520	48.232	3162.310	234.375	0.656	0.534	840	211	-1.581	-0.053	126.000	0.153	0.084
222	159432	25.262	46.263	3162.301	234.285	0.628	0.647	841	211	-1.590	-0.197	126.150	0.152	0.083
223	159433	25.482	50.113	3162.302	234.224	0.561	0.569	842	211	-1.613	-0.266	126.300	0.150	0.093
224	159434	25.301	41.660	3162.464	234.342	0.434	0.538	843	211	-1.354	-0.101	126.450	0.161	0.092
225	159435	25.311	32.330	3162.513	234.279	0.508	0.633	844	211	-1.234	-0.192	126.600	0.178	0.091
226	159436	25.383	48.146	3162.246	234.336	0.607	0.622	845	211	-1.683	-0.107	126.750	0.178	0.091
227	159437	24.909	43.137	3162.198	234.356	0.654	0.618	846	211	-1.766	-0.051	126.900	0.181	0.091
228	159438	25.145	47.308	3162.215	234.296	0.673	0.575	847	211	-1.717	-0.179	127.050	0.165	0.092
229	159439	25.709	36.387	3162.408	234.244	0.402	0.543	848	211	-1.442	-0.218	127.200	0.169	0.090
230	159440	25.037	44.410	3162.337	234.429	0.635	0.662	849	211	-1.512	0.034	127.350	0.165	0.093
231	159441	24.736	50.448	3162.261	234.421	0.565	0.632	850	211	-1.651	0.034	127.500	0.165	0.096
232	159442	25.269	45.401	3162.249	234.418	0.637	0.703	851	211	-1.666	0.016	127.650	0.164	0.098
233	159443	24.807	43.093	3162.166	234.505	0.657	0.582	852	211	-1.802	0.197	127.800	0.170	0.114
234	159444	25.407	33.059	3162.495	234.422	0.451	0.689	853	211	-1.264	0.042	127.950	0.184	0.116
235	159445	25.299	49.556	3162.272	234.257	0.617	0.579	854	211	-1.637	-0.213	128.100	0.183	0.121
236	159446	25.184	50.456	3162.276	234.283	0.615	0.585	855	211	-1.643	-0.154	128.250	0.180	0.119
237	159447	24.793	43.940	3162.293	234.297	0.671	0.681	856	211	-1.614	-0.155	128.400	0.176	0.119
238	159448	25.324	41.692	3162.218	234.346	0.633	0.683	857	211	-1.725	-0.086	128.550	0.179	0.115
239	159449	25.134	45.961	3162.257	234.310	0.657	0.598	858	211	-1.690	-0.136	128.700	0.180	0.115
240	159450	25.187	49.124	3162.309	234.278	0.600	0.636	859	211	-1.562	-0.190	128.850	0.156	0.116
241	159451	24.813	46.139	3162.335	234.301	0.711	0.612	860	211	-1.554	-0.147	129.000	0.156	0.116
242	159452	25.050	54.944	3162.309	234.192	0.565	0.561	861	211	-1.570	-0.314	129.150	0.156	0.124
243	159453	25.109	43.672	3162.284	234.307	0.687	0.662	862	211	-1.605	-0.133	129.300	0.156	0.118
244	159454	25.511	50.918	3162.334	234.419	0.576	0.619	864	211	-1.528	0.046	129.600	0.147	0.123
245	159455	25.153	50.601	3162.310	234.415	0.593	0.635	865	211	-1.582	0.024	129.750	0.121	0.123
246	159456	25.420	54.911	3162.307	234.333	0.577	0.542	866	211	-1.595	-0.101	129.900	0.119	0.123
247	159457	25.114	47.028	3162.196	234.240	0.634	0.611	867	211	-1.776	-0.266	130.050	0.120	0.129
248	159458	25.051	53.812	3162.202	234.370	0.599	0.586	868	211	-1.757	-0.067	130.200	0.122	0.128
249	159459	25.536	55.789	3162.256	234.560	0.586	0.489	870	211	-1.659	0.283	130.500	0.116	0.149
