 	trajectory	start	end
1	2	97.200	220.800
2	46	92.250	111.300
3	83	90.750	109.950
4	84	93.300	130.800
5	120	90.600	103.350
6	130	91.350	115.500
7	214	96.450	159.150
8	325	96.900	121.200
9	349	91.800	128.850
10	482	92.100	137.400
11	488	92.100	121.650
12	564	93.300	118.350
13	670	92.700	128.400
14	793	94.200	120.750
15	889	92.700	117.150
16	920	145.950	234.900
17	949	92.700	126.900
18	1058	96.150	134.700
19	1081	101.100	109.650
20	1102	92.400	155.400
21	1136	90.900	105.750
22	1160	92.100	126.000
23	1208	96.300	142.950
24	1219	96.450	136.800
25	1445	92.700	132.150
26	1521	95.400	134.100
27	1670	96.750	109.200
28	1762	92.700	127.950
29	2004	94.350	131.550
30	2133	93.600	120.300
31	2134	93.150	104.850
32	2178	97.950	141.300
33	2265	94.050	118.950
34	2306	101.100	131.550
35	2351	96.450	113.100
36	2453	91.950	106.950
37	2535	91.800	113.400
38	2542	97.500	137.700
39	2586	94.200	114.750
40	2600	104.400	154.350
41	2649	103.200	133.350
42	2665	110.550	127.200
43	2800	96.300	140.400
44	2840	101.100	149.250
45	2908	106.650	177.000
46	3011	116.100	154.200
47	3069	95.700	120.600
48	3092	100.500	147.750
49	3150	95.250	126.600
50	3153	110.100	152.100
51	3229	101.100	120.750
52	3266	93.300	120.900
53	3298	91.650	103.500
54	3309	120.000	179.250
55	3339	96.600	100.200
56	3358	105.750	126.300
57	3375	91.800	136.950
58	3377	109.650	154.350
59	3407	96.450	135.900
60	3425	96.000	115.500
61	3427	93.450	106.050
62	3473	95.250	126.750
63	3500	91.950	129.450
64	3551	111.750	137.550
65	3577	99.900	142.650
66	3578	100.350	159.000
67	3685	111.450	153.600
68	3763	95.100	136.350
69	3871	101.100	128.700
70	3992	102.000	107.550
71	4010	99.300	119.850
72	4040	115.650	148.800
73	4089	111.450	120.150
74	4529	120.450	126.900
75	4552	103.050	152.550
76	4732	95.850	118.950
77	4762	98.250	109.050
78	4776	91.950	100.950
79	4807	93.450	115.200
80	4831	102.300	133.950
81	5017	95.700	112.650
82	5159	111.150	123.750
83	5199	107.850	125.700
84	5202	95.850	105.900
85	5232	99.150	102.000
86	5234	96.150	129.300
87	5293	91.650	110.850
88	5742	112.350	130.950
89	5762	106.500	123.900
90	5816	213.750	266.100
91	6053	114.300	127.200
92	7129	148.950	157.200
93	7132	144.600	161.700
94	7170	151.050	159.600
95	7251	163.350	176.400
96	7394	161.100	191.850
97	7445	216.450	255.300
98	7491	204.750	225.300
99	7503	169.200	183.000
100	7740	223.500	248.100
101	7851	193.350	200.400
102	7879	178.050	193.050
103	7997	206.400	254.850
104	8140	189.450	206.550
105	8197	194.700	216.000
106	8261	199.650	239.850
107	8282	201.300	210.750
108	8531	213.750	225.000
109	8592	214.950	235.050
110	8623	220.500	231.600
111	8685	227.550	239.400
112	9008	235.650	241.200
113	9017	232.650	238.200
114	9456	261.300	276.600
