 	no	baseline	height	x	y	sigma_x	sigma_y	slice	trajectory	x_corr	y_corr	Time	SDx	SDy
22	25979	23.770	47.650	1971.972	329.230	0.571	0.591	622	40	0.125	-0.194	93.300	0.802	0.066
23	25980	23.939	50.306	1971.959	329.272	0.556	0.612	623	40	0.078	-0.109	93.450	0.802	0.064
24	25981	24.375	46.488	1971.990	329.326	0.542	0.607	624	40	0.142	-0.034	93.600	0.803	0.068
25	25982	23.737	49.116	1971.976	329.330	0.588	0.610	625	40	0.125	-0.014	93.750	0.803	0.069
26	25983	23.847	57.268	1971.943	329.395	0.542	0.503	626	40	0.080	0.078	93.900	0.803	0.080
27	25984	23.888	49.732	1971.977	329.362	0.549	0.572	627	40	0.120	0.045	94.050	0.803	0.088
28	25985	23.596	49.396	1972.021	329.260	0.569	0.625	628	40	0.174	-0.154	94.200	0.806	0.088
29	25986	23.479	47.308	1972.057	329.276	0.573	0.600	629	40	0.227	-0.109	94.350	0.808	0.088
30	25987	23.420	53.290	1971.918	329.230	0.598	0.550	630	40	0.026	-0.184	94.500	0.805	0.089
31	25988	23.202	53.751	1971.939	329.259	0.573	0.588	631	40	0.056	-0.154	94.650	0.700	0.083
32	25989	23.774	57.774	1971.998	329.290	0.581	0.494	632	40	0.149	-0.115	94.800	0.702	0.080
33	25990	24.113	56.097	1971.940	329.344	0.557	0.493	633	40	0.078	-0.003	94.950	0.702	0.083
34	25991	23.897	48.942	1971.933	329.263	0.578	0.579	634	40	0.030	-0.115	95.100	0.702	0.083
35	25992	23.542	42.810	1971.957	329.315	0.575	0.692	635	40	0.067	-0.069	95.250	0.702	0.080
36	25993	23.746	53.879	1972.001	329.361	0.552	0.537	637	40	0.146	-0.001	95.550	0.703	0.082
37	25994	23.070	53.116	1971.951	329.400	0.554	0.591	638	40	0.058	0.070	95.700	0.703	0.088
38	25995	23.832	54.092	1971.992	329.212	0.561	0.544	639	40	0.104	-0.238	95.850	0.703	0.093
39	25996	23.535	50.975	1972.014	329.363	0.574	0.633	640	40	0.155	-0.011	96.000	0.704	0.094
40	25997	23.656	42.616	1972.016	329.366	0.613	0.681	641	40	0.152	0.008	96.150	0.704	0.096
41	25998	23.645	50.986	1972.038	329.299	0.572	0.574	642	40	0.198	-0.117	96.300	0.055	0.091
42	25999	23.626	49.690	1971.996	329.350	0.596	0.603	643	40	0.136	-0.037	96.450	0.055	0.087
43	26000	24.002	55.439	1972.025	329.414	0.546	0.507	644	40	0.171	0.042	96.600	0.056	0.089
44	26001	23.652	50.799	1972.083	329.203	0.531	0.580	645	40	0.266	-0.291	96.750	0.064	0.103
45	26002	23.833	56.224	1972.056	329.205	0.566	0.533	646	40	0.206	-0.277	96.900	0.067	0.112
46	26003	23.404	45.829	1972.031	329.226	0.569	0.646	647	40	0.168	-0.246	97.050	0.066	0.111
47	26004	23.266	54.547	1971.987	329.294	0.578	0.555	648	40	0.101	-0.155	97.200	0.067	0.107
48	26005	23.727	52.784	1972.016	329.297	0.579	0.568	649	40	0.142	-0.131	97.350	0.066	0.106
49	26006	23.935	49.139	1971.999	329.350	0.571	0.606	650	40	0.093	-0.075	97.500	0.063	0.107
50	26007	23.840	50.828	1972.014	329.363	0.569	0.624	651	40	0.114	-0.011	97.650	0.058	0.107
51	26008	23.625	51.941	1972.048	329.305	0.567	0.558	652	40	0.192	-0.117	97.800	0.057	0.106
52	26009	23.660	54.945	1972.014	329.297	0.555	0.540	653	40	0.126	-0.117	97.950	0.057	0.106
53	26010	23.621	30.484	1970.033	329.233	-1.359	0.554	654	40	-3.042	-0.211	98.100	0.713	0.107
54	26011	24.069	47.465	1972.061	329.295	0.567	0.582	655	40	0.165	-0.125	98.250	0.714	0.107
55	26012	23.890	48.391	1971.916	329.281	0.540	0.614	656	40	-0.045	-0.142	98.400	0.714	0.107
56	26013	23.209	43.779	1972.028	329.314	0.585	0.637	657	40	0.131	-0.090	98.550	0.714	0.104
57	26014	23.737	54.241	1971.992	329.301	0.552	0.535	658	40	0.080	-0.144	98.700	0.714	0.095
58	26015	23.830	52.268	1972.033	329.399	0.563	0.590	659	40	0.160	0.059	98.850	0.715	0.099
59	26016	23.948	53.508	1971.981	329.304	0.584	0.474	660	40	0.061	-0.141	99.000	0.714	0.096
60	26017	23.780	46.911	1972.004	329.258	0.602	0.612	661	40	0.130	-0.195	99.150	0.714	0.094
61	26018	23.858	47.176	1972.002	329.255	0.576	0.578	662	40	0.102	-0.162	99.300	0.712	0.094
62	26019	24.063	49.567	1972.075	329.177	0.587	0.566	663	40	0.198	-0.277	99.450	0.713	0.097
63	26020	24.065	54.253	1972.055	329.299	0.533	0.546	664	40	0.202	-0.114	99.600	0.714	0.087
64	26021	23.788	48.595	1971.957	329.303	0.578	0.596	665	40	0.024	-0.086	99.750	0.711	0.081
65	26022	23.935	51.346	1971.896	329.339	0.535	0.561	666	40	-0.046	-0.050	99.900	0.708	0.077
66	26023	23.664	51.526	1971.954	329.300	0.590	0.563	667	40	0.030	-0.101	100.050	0.707	0.071
67	26024	23.768	51.417	1972.030	329.355	0.561	0.585	668	40	0.138	-0.022	100.200	0.707	0.074
68	26025	23.661	46.371	1971.985	329.217	0.584	0.660	669	40	0.058	-0.234	100.350	0.706	0.079
69	26026	23.864	55.438	1971.990	329.269	0.571	0.510	670	40	0.096	-0.144	100.500	0.706	0.078
70	26027	23.715	52.864	1971.965	329.242	0.556	0.555	671	40	0.090	-0.206	100.650	0.706	0.076
71	26028	23.680	45.633	1971.969	329.376	0.579	0.635	673	40	0.043	0.019	100.950	0.704	0.083
72	26029	23.737	43.505	1971.890	329.361	0.594	0.670	674	40	-0.019	0.008	101.100	0.703	0.088
73	26030	23.925	59.238	1971.939	329.395	0.543	0.483	675	40	0.035	0.048	101.250	0.074	0.093
74	26031	23.389	48.681	1972.013	329.323	0.545	0.679	676	40	0.149	-0.053	101.400	0.073	0.093
75	26032	23.688	53.472	1971.937	329.404	0.498	0.558	677	40	0.037	0.080	101.550	0.067	0.101
76	26033	24.105	49.569	1971.970	329.306	0.534	0.572	678	40	0.094	-0.059	101.700	0.066	0.101
77	26034	23.467	46.965	1971.998	329.258	0.601	0.637	679	40	0.152	-0.150	101.850	0.068	0.101
78	26035	23.962	45.792	1972.025	329.180	0.556	0.596	680	40	0.181	-0.264	102.000	0.070	0.102
79	26036	23.685	52.264	1971.983	329.294	0.552	0.590	681	40	0.125	-0.085	102.150	0.070	0.102
80	26037	24.211	51.646	1971.928	329.256	0.525	0.540	682	40	0.032	-0.134	102.300	0.070	0.100
81	26038	23.963	57.747	1971.946	329.338	0.548	0.498	683	40	0.040	-0.030	102.450	0.071	0.100
82	26039	23.548	49.783	1971.890	329.303	0.578	0.602	684	40	-0.026	-0.064	102.600	0.069	0.090
83	26040	23.399	49.387	1971.938	329.309	0.551	0.626	685	40	0.090	-0.067	102.750	0.063	0.090
84	26041	23.711	52.145	1971.959	329.367	0.543	0.572	686	40	0.117	0.043	102.900	0.063	0.094
85	26042	23.850	44.321	1971.970	329.337	0.594	0.617	687	40	0.128	-0.029	103.050	0.058	0.094
86	26043	23.495	58.804	1971.964	329.301	0.583	0.479	688	40	0.118	-0.069	103.200	0.057	0.094
87	26044	24.298	48.207	1971.991	329.344	0.528	0.586	689	40	0.170	0.001	103.350	0.059	0.095
88	26045	23.888	52.990	1971.933	329.335	0.549	0.554	690	40	0.058	-0.005	103.500	0.059	0.088
89	26046	23.987	55.770	1972.057	329.254	0.595	0.525	691	40	0.218	-0.136	103.650	0.066	0.087
90	26047	24.133	52.631	1972.004	329.314	0.556	0.583	692	40	0.184	-0.067	103.800	0.069	0.080
91	26048	24.090	46.388	1971.978	329.287	0.540	0.636	693	40	0.096	-0.064	103.950	0.068	0.078
92	26049	23.820	48.003	1971.948	329.282	0.531	0.563	694	40	0.027	-0.106	104.100	0.064	0.078
93	26050	23.796	50.971	1971.967	329.300	0.560	0.551	695	40	0.064	-0.067	104.250	0.063	0.073
94	26051	23.661	47.606	1972.006	329.261	0.603	0.596	696	40	0.142	-0.106	104.400	0.063	0.074
95	26052	23.793	46.377	1971.910	329.226	0.598	0.579	697	40	-0.018	-0.171	104.550	0.067	0.068
96	26053	23.759	48.539	1972.068	329.247	0.545	0.591	698	40	0.216	-0.126	104.700	0.072	0.069
97	26054	23.467	42.644	1971.945	329.298	0.582	0.653	699	40	0.040	-0.034	104.850	0.072	0.068
98	26055	23.631	46.082	1972.028	329.288	0.536	0.602	700	40	0.179	-0.040	105.000	0.072	0.052
99	26056	23.754	52.792	1972.031	329.301	0.548	0.570	701	40	0.165	-0.011	105.150	0.074	0.054
100	26057	23.366	46.124	1971.990	329.231	0.644	0.584	702	40	0.096	-0.162	105.300	0.072	0.056
101	26058	23.735	48.903	1971.960	329.283	0.589	0.590	703	40	0.078	-0.062	105.450	0.070	0.055
102	26059	23.574	47.355	1971.988	329.262	0.576	0.576	704	40	0.099	-0.102	105.600	0.063	0.056
103	26060	23.899	50.483	1972.049	329.196	0.594	0.565	705	40	0.208	-0.200	105.750	0.066	0.063
104	26061	23.548	48.470	1972.041	329.184	0.601	0.595	706	40	0.186	-0.216	105.900	0.068	0.064
105	26062	23.658	45.291	1972.058	329.120	0.653	0.556	707	40	0.211	-0.338	106.050	0.071	0.083
106	26063	24.108	51.904	1972.048	329.136	0.589	0.569	708	40	0.190	-0.301	106.200	0.072	0.094
107	26064	23.678	61.904	1972.048	329.292	0.572	0.456	709	40	0.190	-0.083	106.350	0.073	0.090
108	26065	23.691	52.733	1972.057	329.311	0.524	0.572	711	40	0.216	-0.030	106.650	0.073	0.088
109	26066	23.508	48.431	1971.962	329.276	0.568	0.612	712	40	0.040	-0.122	106.800	0.074	0.088
110	26067	23.188	53.187	1972.014	329.191	0.565	0.621	713	40	0.141	-0.232	106.950	0.073	0.091
111	26068	23.700	56.278	1971.981	329.188	0.527	0.540	715	40	0.091	-0.253	107.250	0.073	0.093
112	26069	23.884	56.728	1972.025	329.278	0.540	0.516	716	40	0.146	-0.117	107.400	0.069	0.093
113	26070	24.118	57.276	1971.968	329.286	0.546	0.474	717	40	0.062	-0.091	107.550	0.069	0.092
114	26071	23.940	45.051	1971.962	329.285	0.562	0.663	718	40	0.042	-0.101	107.700	0.072	0.092
115	26072	24.244	58.723	1971.946	329.330	0.548	0.496	719	40	0.045	-0.026	107.850	0.066	0.096
116	26073	23.624	46.491	1971.993	329.264	0.580	0.674	720	40	0.094	-0.128	108.000	0.064	0.096
117	26074	23.426	56.622	1971.921	329.330	0.584	0.503	721	40	0.005	-0.038	108.150	0.067	0.095
118	26075	23.999	52.721	1971.951	329.226	0.570	0.560	722	40	0.067	-0.186	108.300	0.067	0.093
119	26076	23.698	55.154	1971.999	329.320	0.579	0.494	723	40	0.139	-0.030	108.450	0.066	0.092
120	26077	24.267	55.139	1971.981	329.285	0.569	0.526	724	40	0.072	-0.125	108.600	0.067	0.092
121	26078	23.919	51.352	1972.013	329.283	0.574	0.587	725	40	0.168	-0.117	108.750	0.067	0.090
122	26079	24.027	53.824	1972.049	329.340	0.526	0.509	726	40	0.174	-0.034	108.900	0.068	0.093
123	26080	23.787	48.187	1971.935	329.281	0.593	0.642	727	40	0.013	-0.117	109.050	0.069	0.092
124	26081	24.070	44.784	1972.010	329.228	0.591	0.597	728	40	0.120	-0.227	109.200	0.067	0.093
125	26082	23.546	51.796	1971.955	329.330	0.560	0.587	729	40	0.064	-0.040	109.350	0.064	0.082
126	26083	23.889	52.116	1971.978	329.259	0.541	0.570	730	40	0.078	-0.144	109.500	0.060	0.070
127	26084	23.273	51.907	1972.088	329.353	0.584	0.581	731	40	0.230	-0.005	109.650	0.064	0.074
128	26085	24.131	50.594	1971.974	329.312	0.544	0.590	732	40	0.101	-0.098	109.800	0.058	0.072
129	26086	23.878	51.530	1971.950	329.294	0.574	0.574	733	40	0.064	-0.102	109.950	0.057	0.072
130	26087	23.666	55.689	1971.909	329.280	0.570	0.542	734	40	-0.032	-0.150	110.100	0.063	0.066
131	26088	24.053	53.184	1971.992	329.334	0.541	0.607	735	40	0.106	-0.046	110.250	0.063	0.058
132	26089	23.696	48.429	1971.930	329.319	0.600	0.532	736	40	-0.027	-0.070	110.400	0.066	0.058
133	26090	23.834	46.319	1971.962	329.352	0.565	0.655	737	40	0.062	-0.013	110.550	0.066	0.061
134	26091	23.530	49.733	1971.954	329.345	0.561	0.620	738	40	0.067	-0.010	110.700	0.066	0.063
135	26092	24.116	54.474	1971.954	329.348	0.533	0.527	739	40	0.048	-0.014	110.850	0.066	0.064
136	26093	23.586	51.205	1971.941	329.160	0.563	0.584	740	40	0.035	-0.328	111.000	0.066	0.084
137	26094	23.410	57.472	1971.982	329.292	0.529	0.582	741	40	0.093	-0.077	111.150	0.064	0.083
138	26095	23.731	47.228	1971.946	329.349	0.567	0.570	742	40	0.026	4.000E-4	111.300	0.065	0.083
139	26096	24.158	56.207	1971.950	329.414	0.527	0.548	743	40	0.035	0.099	111.450	0.065	0.092
140	26097	23.613	49.562	1971.902	329.378	0.568	0.587	744	40	-0.062	0.050	111.600	0.072	0.096
141	26098	23.327	60.497	1971.994	329.421	0.587	0.494	745	40	0.118	0.104	111.750	0.069	0.103
142	26099	23.673	50.757	1971.984	329.352	0.576	0.609	746	40	0.110	0.030	111.900	0.065	0.105
143	26100	23.962	50.557	1971.967	329.414	0.545	0.586	747	40	0.030	0.133	112.050	0.064	0.112
144	26101	23.839	44.922	1971.973	329.351	0.603	0.587	748	40	0.043	0.010	112.200	0.063	0.104
145	26102	24.103	48.586	1971.955	329.390	0.516	0.585	749	40	0.035	0.078	112.350	0.063	0.107
146	26103	23.175	46.979	1972.044	329.306	0.550	0.670	750	40	0.181	-0.054	112.500	0.069	0.104
147	26104	23.541	52.620	1971.985	329.227	0.597	0.548	751	40	0.104	-0.211	112.650	0.057	0.112
148	26105	23.911	50.387	1971.967	329.267	0.600	0.569	752	40	0.046	-0.122	112.800	0.056	0.112
149	26106	23.580	50.217	1972.018	329.327	0.545	0.588	753	40	0.147	0.006	112.950	0.060	0.112
150	26107	23.525	48.210	1971.980	329.370	0.553	0.591	754	40	0.098	0.051	113.100	0.057	0.109
151	26108	23.544	51.012	1972.021	329.271	0.537	0.597	755	40	0.136	-0.109	113.250	0.058	0.111
152	26109	24.090	54.352	1971.992	329.226	0.559	0.556	756	40	0.107	-0.165	113.400	0.055	0.115
153	26110	23.703	51.557	1972.008	329.285	0.558	0.555	757	40	0.126	-0.051	113.550	0.056	0.115
154	26111	23.921	45.913	1971.947	329.213	0.604	0.572	758	40	0.016	-0.205	113.700	0.057	0.121
155	26112	24.000	52.401	1971.974	329.297	0.509	0.590	759	40	0.027	-0.042	113.850	0.058	0.121
156	26113	23.804	45.760	1972.086	329.263	0.633	0.607	760	40	0.254	-0.115	114.000	0.070	0.103
157	26114	23.828	44.710	1972.100	329.286	0.607	0.647	761	40	0.280	-0.072	114.150	0.083	0.102
158	26115	23.562	46.865	1972.027	329.190	0.598	0.649	762	40	0.173	-0.198	114.300	0.083	0.109
159	26116	24.011	56.784	1971.980	329.222	0.532	0.535	763	40	0.077	-0.152	114.450	0.082	0.107
160	26117	23.629	56.640	1971.994	329.235	0.588	0.525	764	40	0.112	-0.139	114.600	0.072	0.106
161	26118	23.786	53.304	1972.004	329.270	0.516	0.542	765	40	0.114	-0.099	114.750	0.072	0.098
162	26119	23.613	53.848	1971.964	329.279	0.563	0.575	766	40	0.046	-0.062	114.900	0.073	0.095
163	26120	23.685	50.145	1972.002	329.322	0.600	0.558	767	40	0.138	0.014	115.050	0.071	0.085
164	26121	24.039	55.233	1971.953	329.234	0.520	0.527	768	40	0.032	-0.146	115.200	0.072	0.083
165	26122	24.006	51.927	1971.965	329.117	0.583	0.546	769	40	0.075	-0.320	115.350	0.070	0.088
166	26123	23.577	51.285	1971.922	329.148	0.558	0.585	770	40	-6.000E-4	-0.272	115.500	0.073	0.094
167	26124	24.000	55.483	1971.950	329.237	0.551	0.518	771	40	0.066	-0.134	115.650	0.073	0.092
168	26125	23.723	51.391	1971.996	329.236	0.571	0.554	772	40	0.142	-0.142	115.800	0.073	0.092
169	26126	23.859	48.470	1971.995	329.324	0.547	0.609	773	40	0.163	-0.019	115.950	0.073	0.091
170	26127	24.102	53.257	1971.941	329.263	0.562	0.520	774	40	0.056	-0.093	116.100	0.074	0.082
171	26128	23.440	46.985	1972.010	329.319	0.587	0.625	775	40	0.181	-0.038	116.250	0.076	0.084
172	26129	23.890	54.559	1971.948	329.305	0.580	0.496	776	40	0.051	-0.054	116.400	0.077	0.085
173	26130	23.973	54.744	1971.970	329.230	0.577	0.519	777	40	0.126	-0.176	116.550	0.077	0.084
174	26131	23.807	49.147	1971.933	329.175	0.575	0.609	778	40	0.062	-0.246	116.700	0.075	0.087
175	26132	24.039	48.867	1971.957	329.234	0.573	0.573	779	40	0.094	-0.147	116.850	0.072	0.084
176	26133	23.506	33.235	1970.600	329.243	-0.516	0.563	780	40	-2.094	-0.133	117.000	0.496	0.084
177	26134	23.878	54.724	1971.885	329.238	0.582	0.513	781	40	-0.045	-0.176	117.150	0.491	0.084
178	26135	23.973	52.762	1971.927	329.177	0.538	0.547	782	40	0.045	-0.288	117.300	0.490	0.089
179	26136	23.810	49.817	1971.935	329.279	0.540	0.643	783	40	0.059	-0.123	117.450	0.489	0.090
180	26137	24.061	35.961	1971.023	329.224	-0.454	0.488	784	40	-1.392	-0.189	117.600	0.575	0.090
181	26138	23.992	54.713	1971.947	329.081	0.554	0.565	785	40	0.074	-0.400	117.750	0.574	0.106
182	26139	23.549	53.833	1971.982	329.071	0.589	0.559	786	40	0.130	-0.416	117.900	0.575	0.118
183	26140	23.823	53.602	1971.944	329.199	0.505	0.572	787	40	0.093	-0.203	118.050	0.574	0.110
184	26141	23.933	54.429	1971.959	329.270	0.604	0.543	788	40	0.091	-0.093	118.200	0.575	0.111
185	26142	24.079	49.467	1971.978	329.270	0.559	0.620	789	40	0.109	-0.096	118.350	0.576	0.108
186	26143	24.194	58.213	1971.948	329.361	0.589	0.469	790	40	0.067	0.054	118.500	0.577	0.116
187	26144	23.727	55.516	1971.977	329.127	0.559	0.552	791	40	0.139	-0.326	118.650	0.578	0.122
188	26145	24.114	50.859	1971.980	329.248	0.586	0.530	792	40	0.099	-0.134	118.800	0.577	0.122
189	26146	23.959	54.623	1971.971	329.333	0.528	0.502	793	40	0.109	-0.011	118.950	0.576	0.123
190	26147	23.960	48.350	1972.025	329.288	0.525	0.578	794	40	0.182	-0.064	119.100	0.579	0.124
191	26148	23.859	51.637	1971.993	329.302	0.609	0.571	795	40	0.150	-0.054	119.250	0.578	0.123
192	26149	23.610	52.335	1971.971	329.324	0.575	0.560	796	40	0.080	0.006	119.400	0.578	0.127
193	26150	24.138	43.574	1972.027	329.319	0.559	0.587	797	40	0.192	-0.013	119.550	0.580	0.131
194	26151	24.164	51.763	1971.908	329.285	0.551	0.589	798	40	-0.005	-0.058	119.700	0.579	0.131
195	26152	24.061	49.557	1972.036	329.232	0.590	0.565	799	40	0.170	-0.155	119.850	0.580	0.131
196	26153	23.511	48.463	1972.008	329.231	0.568	0.622	800	40	0.152	-0.139	120.000	0.339	0.131
197	26154	24.073	52.419	1971.938	329.210	0.562	0.562	801	40	0.029	-0.190	120.150	0.338	0.131
198	26155	23.736	51.364	1971.963	329.164	0.540	0.557	802	40	0.077	-0.261	120.300	0.338	0.130
199	26156	23.452	51.466	1971.999	329.144	0.580	0.599	803	40	0.141	-0.294	120.450	0.339	0.134
200	26157	24.084	54.249	1971.912	329.275	0.566	0.573	804	40	0.024	-0.062	120.600	0.053	0.135
201	26158	23.530	60.150	1972.064	329.227	0.517	0.537	805	40	0.248	-0.174	120.750	0.061	0.121
202	26159	24.040	50.669	1972.003	329.162	0.583	0.608	806	40	0.150	-0.245	120.900	0.062	0.105
203	26160	23.619	58.101	1972.020	329.345	0.571	0.518	807	40	0.202	0.026	121.050	0.064	0.109
204	26161	23.929	47.179	1971.984	329.293	0.582	0.645	808	40	0.146	-0.048	121.200	0.064	0.110
205	26162	23.869	51.284	1971.980	329.231	0.580	0.552	809	40	0.117	-0.149	121.350	0.064	0.110
206	26163	23.894	52.747	1971.956	329.173	0.591	0.561	810	40	0.085	-0.224	121.500	0.064	0.105
207	26164	23.770	47.252	1971.994	329.265	0.595	0.561	811	40	0.130	-0.083	121.650	0.064	0.094
208	26165	24.079	50.970	1971.970	329.294	0.533	0.629	812	40	0.094	-0.029	121.800	0.064	0.096
209	26166	23.856	51.349	1972.036	329.270	0.591	0.581	813	40	0.210	-0.064	121.950	0.066	0.094
210	26167	23.718	49.640	1972.055	329.253	0.574	0.595	814	40	0.267	-0.104	122.100	0.072	0.093
211	26168	23.536	49.466	1972.043	329.178	0.570	0.595	815	40	0.224	-0.194	122.250	0.075	0.094
212	26169	23.743	47.835	1971.968	329.188	0.569	0.580	816	40	0.082	-0.176	122.400	0.075	0.089
213	26170	23.640	48.702	1972.012	329.267	0.602	0.616	817	40	0.176	-0.054	122.550	0.075	0.087
214	26171	23.719	48.188	1971.950	329.165	0.604	0.571	818	40	0.058	-0.245	122.700	0.070	0.088
215	26172	23.832	51.450	1971.987	329.252	0.570	0.553	819	40	0.114	-0.099	122.850	0.069	0.089
216	26173	23.887	53.069	1972.015	329.220	0.567	0.550	820	40	0.174	-0.134	123.000	0.070	0.089
217	26174	24.071	50.886	1971.919	329.159	0.525	0.612	821	40	0.030	-0.213	123.150	0.070	0.089
218	26175	23.688	49.174	1972.009	329.269	0.600	0.583	822	40	0.168	-0.048	123.300	0.068	0.087
219	26176	23.752	53.703	1972.009	329.310	0.549	0.524	823	40	0.166	0.010	123.450	0.069	0.083
220	26177	23.761	47.216	1971.941	329.314	0.591	0.591	824	40	0.074	0.014	123.600	0.065	0.088
221	26178	23.881	48.496	1972.041	329.281	0.541	0.608	825	40	0.229	-0.051	123.750	0.064	0.087
222	26179	23.740	45.488	1971.976	329.449	0.560	0.634	826	40	0.134	0.226	123.900	0.064	0.109
223	26180	23.827	47.592	1971.866	329.273	0.588	0.616	827	40	-0.027	-0.069	124.050	0.072	0.106
224	26181	24.104	51.480	1971.939	329.255	0.596	0.548	828	40	0.056	-0.098	124.200	0.074	0.105
225	26182	24.239	51.497	1971.898	329.294	0.565	0.543	829	40	0.003	-0.042	124.350	0.080	0.105
226	26183	23.611	52.923	1972.003	329.158	0.571	0.603	830	40	0.195	-0.290	124.500	0.081	0.110
227	26184	24.268	50.134	1972.039	329.175	0.550	0.549	831	40	0.266	-0.222	124.650	0.086	0.114
228	26185	23.656	49.529	1971.904	329.225	0.563	0.562	832	40	0.014	-0.130	124.800	0.090	0.114
229	26186	23.645	55.462	1971.917	329.212	0.544	0.558	833	40	0.042	-0.142	124.950	0.090	0.114
230	26187	23.784	53.072	1971.988	329.238	0.568	0.544	834	40	0.157	-0.112	125.100	0.084	0.114
231	26188	23.468	52.349	1971.951	329.212	0.564	0.569	835	40	0.112	-0.133	125.250	0.080	0.112
232	26189	24.234	49.754	1972.025	329.225	0.604	0.542	836	40	0.219	-0.123	125.400	0.083	0.111
233	26190	23.967	50.269	1971.968	329.252	0.562	0.537	838	40	0.136	-0.078	125.700	0.082	0.110
234	26191	23.370	56.824	1972.011	329.320	0.571	0.577	839	40	0.195	0.037	125.850	0.083	0.109
235	26192	24.099	50.480	1972.009	329.180	0.524	0.542	840	40	0.181	-0.187	126.000	0.084	0.111
236	26193	23.999	49.729	1971.982	329.138	0.570	0.535	841	40	0.144	-0.254	126.150	0.083	0.117
237	26194	24.032	51.792	1971.975	329.271	0.553	0.556	842	40	0.109	-0.014	126.300	0.080	0.115
238	26195	23.822	50.376	1972.012	329.276	0.598	0.573	843	40	0.168	-0.030	126.450	0.080	0.115
239	26196	23.549	49.175	1972.055	329.241	0.518	0.614	844	40	0.277	-0.077	126.600	0.086	0.113
240	26197	23.750	47.810	1972.064	329.191	0.594	0.611	845	40	0.270	-0.162	126.750	0.090	0.111
241	26198	23.517	49.800	1971.965	329.142	0.556	0.569	846	40	0.106	-0.216	126.900	0.088	0.114
242	26199	23.502	52.107	1971.960	329.229	0.549	0.589	847	40	0.120	-0.110	127.050	0.089	0.083
243	26200	24.011	51.198	1972.006	329.231	0.547	0.539	848	40	0.158	-0.061	127.200	0.080	0.083
244	26201	24.147	54.177	1971.920	329.246	0.588	0.503	849	40	0.066	-0.083	127.350	0.079	0.083
245	26202	24.119	50.059	1971.935	329.181	0.565	0.578	850	40	0.070	-0.174	127.500	0.074	0.082
246	26203	23.799	48.111	1972.014	329.303	0.582	0.561	851	40	0.203	0.010	127.650	0.074	0.078
247	26204	23.684	49.635	1972.037	329.230	0.585	0.587	852	40	0.235	-0.067	127.800	0.072	0.074
248	26205	24.037	56.609	1971.938	329.286	0.533	0.475	853	40	0.088	5.000E-4	127.950	0.066	0.078
249	26206	23.807	50.366	1971.973	329.233	0.542	0.547	854	40	0.128	-0.075	128.100	0.062	0.077
250	26207	23.795	49.234	1971.986	329.291	0.531	0.605	855	40	0.138	0.037	128.250	0.062	0.082
251	26208	23.744	50.073	1972.011	329.240	0.576	0.575	856	40	0.178	-0.070	128.400	0.061	0.082
252	26209	24.044	57.108	1972.063	329.256	0.558	0.498	857	40	0.270	-0.054	128.550	0.065	0.082
