 	trajectory	start	end
1	211	93.000	128.550
2	489	106.200	113.250
3	510	120.600	142.950
4	669	94.050	129.450
5	752	100.950	105.750
6	1815	92.700	122.400
7	2229	102.900	132.900
8	2296	134.250	153.600
9	2419	94.200	114.300
10	2442	102.750	114.300
11	2520	126.150	154.950
12	2647	93.600	117.900
13	2706	117.900	130.800
14	2726	104.550	129.450
15	3001	94.650	145.950
16	3028	92.700	120.150
17	3145	103.200	118.800
18	3479	97.050	127.350
19	3732	102.150	126.750
20	3763	103.350	113.850
21	3826	104.400	122.550
22	3843	105.300	123.450
23	4044	94.800	125.850
24	4061	99.900	129.600
25	4086	126.450	138.450
26	4322	97.200	130.200
27	4403	101.850	128.550
28	4425	100.500	111.000
29	4609	112.050	166.350
30	4885	111.300	135.750
31	4991	115.650	142.950
32	5272	112.500	142.050
33	5479	122.250	144.900
34	5578	125.550	158.850
35	5621	123.900	150.000
36	5881	126.000	137.850
37	5978	129.300	138.300
38	6016	136.950	148.950
39	6095	143.700	177.450
40	6098	135.450	150.600
41	6117	138.150	159.300
42	6159	137.250	157.200
43	6210	147.300	178.500
44	6389	153.600	189.000
45	6641	169.050	185.700
46	7101	170.400	185.100
47	7538	189.900	208.650
48	7655	199.050	205.350
49	8021	218.550	226.500
50	8682	263.550	299.400
