 	trajectory	start	end
1	2	95.700	112.650
2	47	99.000	143.550
3	85	106.650	127.500
4	133	146.250	159.000
5	295	95.850	129.450
6	298	105.300	155.400
7	386	108.450	123.300
8	637	95.850	112.500
9	684	92.400	109.950
10	697	101.550	124.950
11	729	93.750	117.750
12	791	96.600	122.700
13	822	99.750	130.500
14	885	95.100	128.700
15	897	93.150	119.400
16	1030	97.950	126.600
17	1105	94.050	124.650
18	1124	102.450	121.800
19	1162	111.600	143.850
20	1304	122.100	159.300
21	1430	130.200	169.950
22	1506	105.300	143.100
23	1594	179.100	227.400
24	1709	92.850	116.700
25	1770	94.800	137.100
26	1953	106.200	119.100
27	2137	95.550	136.050
28	2159	94.950	126.450
29	2185	98.250	123.300
30	2204	95.400	111.600
31	2303	99.300	127.650
32	2312	122.100	130.050
33	2333	95.850	118.500
34	2349	96.750	148.200
35	2437	100.200	130.650
36	2577	102.450	118.650
37	2608	93.600	114.000
38	2656	102.000	136.050
39	2713	95.400	118.650
40	2718	92.250	117.900
41	2747	96.450	119.850
42	2752	96.900	116.700
43	2768	110.700	119.250
44	2809	94.200	123.300
45	2843	123.000	144.750
46	2895	90.450	114.000
47	2916	91.500	98.700
48	2956	97.950	116.250
49	2985	151.200	169.800
50	2989	95.100	120.450
51	3062	97.050	116.550
52	3084	96.300	135.150
53	3147	97.800	116.550
54	3194	109.200	188.850
55	3240	99.450	153.300
56	3267	100.500	120.900
57	3282	111.450	132.150
58	3290	100.350	130.800
59	3301	97.500	114.300
60	3384	90.450	110.550
61	3425	93.000	115.350
62	3452	117.300	151.650
63	3460	101.550	121.200
64	3480	96.900	116.100
65	3511	97.950	144.150
66	3516	122.700	149.400
67	3537	94.500	124.050
68	3544	96.000	125.700
69	3547	107.700	179.550
70	3569	102.300	112.500
71	3607	94.350	117.000
72	3662	94.650	122.850
73	3736	96.300	113.400
74	3800	92.400	111.600
75	3819	92.850	117.150
76	3910	107.100	124.200
77	3928	91.500	121.500
78	3939	111.750	124.950
79	3966	92.850	121.200
80	3984	92.100	151.950
81	4206	96.450	124.350
82	4229	123.300	147.150
83	4368	96.000	103.500
84	4379	102.000	117.450
85	4421	120.000	132.900
86	4695	97.500	103.800
87	5002	112.500	133.800
88	5173	149.100	166.350
89	5331	112.800	138.000
90	5350	110.850	135.750
91	5369	122.250	133.950
92	5441	181.200	219.150
93	5441	291.000	120.000
94	5484	138.750	137.400
95	5532	148.200	211.800
96	5534	221.550	138.150
97	5592	156.150	144.000
98	5970	153.750	175.200
99	6033	190.350	155.550
100	6069	168.900	151.800
101	6094	154.800	164.400
102	6205	176.850	165.300
103	6214	183.600	163.350
104	6264	174.150	178.350
105	6316	184.950	177.900
106	6340	183.450	201.450
107	6483	219.150	202.500
108	6551	217.650	219.600
109	6647	244.800	219.150
110	6688	238.650	211.950
111	6711	223.950	239.400
