 	trajectory	start	end
1	40	119.700	132.300
2	43	132.600	171.900
3	143	95.550	143.400
4	205	100.350	128.250
5	495	101.250	136.350
6	547	90.900	105.000
7	584	93.300	132.600
8	620	96.600	129.300
9	673	94.500	128.850
10	810	91.200	107.550
11	832	91.950	108.300
12	1034	99.900	117.600
13	1148	102.750	132.900
14	1153	97.950	127.950
15	1173	97.650	120.450
16	1194	110.100	119.250
17	1250	94.500	120.300
18	1432	93.600	105.600
19	1464	90.900	120.600
20	1507	101.400	131.400
21	1643	92.700	121.650
22	1670	91.350	109.500
23	1737	93.750	122.550
24	1863	117.450	138.450
25	1884	105.450	131.550
26	2125	94.800	121.800
27	2156	120.750	195.600
28	2567	119.700	161.700
29	3040	99.000	174.300
30	3598	130.650	159.750
31	4068	98.400	135.300
32	4568	104.100	132.450
33	4869	123.600	167.700
34	5177	123.150	147.150
35	5211	120.900	166.200
36	5331	151.200	181.050
37	5567	135.450	166.950
38	5571	131.100	145.800
39	5626	125.700	147.000
40	5810	135.600	149.250
41	5946	147.150	174.600
42	6006	165.900	190.800
43	6162	165.750	186.450
44	6189	161.550	177.150
45	6360	148.500	165.000
46	6368	153.300	174.000
47	6381	147.000	174.750
48	6523	165.000	194.250
49	6600	156.150	171.750
50	6672	160.050	172.500
51	6961	189.450	206.550
52	7051	180.900	192.600
53	7161	186.750	212.100
54	7504	202.800	210.000
55	7512	227.100	234.000
