 	trajectory	start	end
1	90	92.700	121.050
2	123	111.300	130.950
3	140	94.950	103.350
4	144	101.400	117.450
5	151	100.500	127.650
6	215	106.950	132.750
7	377	92.400	131.400
8	520	102.900	125.400
9	704	91.500	117.600
10	772	152.700	215.100
11	928	101.850	117.300
12	949	104.100	124.050
13	999	97.500	106.200
14	1042	137.400	158.700
15	1267	124.650	144.300
16	1283	96.750	136.800
17	1288	102.300	154.650
18	1450	94.650	117.000
19	1561	95.550	115.200
20	1648	93.150	109.050
21	1663	96.300	125.850
22	1729	98.100	117.750
23	1891	101.700	132.300
24	1897	94.800	113.850
25	1992	98.400	126.600
26	2086	114.300	125.700
27	2224	105.150	139.500
28	2228	101.700	117.900
29	2242	142.800	165.750
30	2329	104.100	118.950
31	2341	102.750	118.050
32	2454	121.950	141.300
33	2512	117.750	127.950
34	2559	106.500	135.450
35	2620	99.750	115.650
36	2638	108.750	128.400
37	2708	101.850	117.450
38	2911	102.900	123.150
39	2967	106.500	136.800
40	3135	101.550	121.200
41	3157	103.350	118.650
42	3338	113.100	121.800
43	3405	109.350	127.200
44	3673	108.000	127.200
45	3731	137.250	153.300
46	3976	99.600	116.250
47	4167	98.250	128.700
48	4193	106.200	126.300
49	4199	112.650	137.700
50	4373	108.750	134.700
51	4411	109.200	162.300
52	4424	106.050	135.000
53	4468	119.550	160.050
54	4491	112.050	136.050
55	4497	114.600	136.500
56	4894	146.550	177.000
57	4986	122.850	138.300
58	5161	151.950	175.050
59	5535	144.900	158.850
60	5579	140.250	156.000
61	5669	162.000	183.900
62	5698	159.450	166.500
63	5756	140.850	157.650
64	5827	201.750	221.250
65	5947	219.300	251.400
66	6193	210.000	221.250
67	6379	181.350	201.000
